Android_time,Stonex_gnss_time,Delta_Android-Stonex,Stonex_status
2023-04-11 12:13:47.081,2023-04-11 12:13:47.0,81,1025
2023-04-11 12:13:47.314,2023-04-11 12:13:47.0,314,1025
2023-04-11 12:13:47.578,2023-04-11 12:13:47.0,578,1025
2023-04-11 12:13:47.679,2023-04-11 12:13:48.0,-321,1025
2023-04-11 12:13:47.777,2023-04-11 12:13:48.0,-223,1025
2023-04-11 12:13:47.777,2023-04-11 12:13:48.0,-223,1025
2023-04-11 12:13:47.875,2023-04-11 12:13:48.0,-125,1025
2023-04-11 12:13:48.074,2023-04-11 12:13:48.0,74,1025
2023-04-11 12:13:48.307,2023-04-11 12:13:48.0,307,1025
2023-04-11 12:13:48.471,2023-04-11 12:13:48.0,471,1025
2023-04-11 12:13:48.687,2023-04-11 12:13:49.0,-313,1025
2023-04-11 12:13:48.753,2023-04-11 12:13:49.0,-247,1025
2023-04-11 12:13:48.753,2023-04-11 12:13:49.0,-247,1025
2023-04-11 12:13:48.851,2023-04-11 12:13:49.0,-149,1025
2023-04-11 12:13:49.084,2023-04-11 12:13:49.0,84,1025
2023-04-11 12:13:49.249,2023-04-11 12:13:49.0,249,1025
2023-04-11 12:13:49.481,2023-04-11 12:13:49.0,481,1025
2023-04-11 12:13:49.682,2023-04-11 12:13:50.0,-318,1025
2023-04-11 12:13:49.715,2023-04-11 12:13:50.0,-285,1025
2023-04-11 12:13:49.715,2023-04-11 12:13:50.0,-285,1025
2023-04-11 12:13:49.878,2023-04-11 12:13:50.0,-122,1025
2023-04-11 12:13:50.077,2023-04-11 12:13:50.0,77,1025
2023-04-11 12:13:50.276,2023-04-11 12:13:50.0,276,1025
2023-04-11 12:13:50.507,2023-04-11 12:13:50.0,507,1025
2023-04-11 12:13:50.739,2023-04-11 12:13:51.0,-261,1025
2023-04-11 12:13:50.739,2023-04-11 12:13:51.0,-261,1025
2023-04-11 12:13:50.739,2023-04-11 12:13:51.0,-261,1025
2023-04-11 12:13:50.888,2023-04-11 12:13:51.0,-112,1025
2023-04-11 12:13:51.086,2023-04-11 12:13:51.0,86,1025
2023-04-11 12:13:51.287,2023-04-11 12:13:51.0,287,1025
2023-04-11 12:13:51.486,2023-04-11 12:13:51.0,486,1025
2023-04-11 12:13:51.748,2023-04-11 12:13:52.0,-252,1025
2023-04-11 12:13:51.816,2023-04-11 12:13:52.0,-184,1025
2023-04-11 12:13:51.848,2023-04-11 12:13:52.0,-152,1025
2023-04-11 12:13:51.879,2023-04-11 12:13:52.0,-121,1025
2023-04-11 12:13:52.113,2023-04-11 12:13:52.0,113,1025
2023-04-11 12:13:52.31,2023-04-11 12:13:52.0,310,1025
2023-04-11 12:13:53.074,2023-04-11 12:13:53.0,74,1025
2023-04-11 12:13:53.074,2023-04-11 12:13:53.0,74,1025
2023-04-11 12:13:53.074,2023-04-11 12:13:53.0,74,1025
2023-04-11 12:13:53.074,2023-04-11 12:13:53.0,74,1025
2023-04-11 12:13:53.074,2023-04-11 12:13:53.0,74,1025
2023-04-11 12:13:53.32,2023-04-11 12:13:53.0,320,1025
