Android_time,Stonex_gnss_time,Delta_Android-Stonex,Stonex_status
2023-06-12 14:59:18.703,2023-06-12 14:58:43.4,35303,2
2023-06-12 14:59:19.095,2023-06-12 14:58:43.4,35695,2
2023-06-12 14:59:19.159,2023-06-12 14:58:43.6,35559,2
2023-06-12 14:59:19.227,2023-06-12 14:58:43.6,35627,2
2023-06-12 14:59:19.227,2023-06-12 14:58:43.8,35427,2
2023-06-12 14:59:19.227,2023-06-12 14:58:43.8,35427,2
2023-06-12 14:59:19.475,2023-06-12 14:58:44.0,35475,2
2023-06-12 14:59:19.475,2023-06-12 14:58:44.0,35475,2
2023-06-12 14:59:19.597,2023-06-12 14:58:44.2,35397,2
2023-06-12 14:59:19.629,2023-06-12 14:58:44.2,35429,2
2023-06-12 14:59:19.794,2023-06-12 14:58:44.4,35394,2
2023-06-12 14:59:19.962,2023-06-12 14:58:44.6,35362,2
2023-06-12 14:59:20.024,2023-06-12 14:58:44.6,35424,2
2023-06-12 14:59:20.274,2023-06-12 14:58:44.8,35474,2
2023-06-12 14:59:20.274,2023-06-12 14:58:44.8,35474,2
2023-06-12 14:59:20.532,2023-06-12 14:58:45.0,35532,2
2023-06-12 14:59:20.532,2023-06-12 14:58:45.0,35532,2
2023-06-12 14:59:20.657,2023-06-12 14:58:45.2,35457,2
2023-06-12 14:59:20.857,2023-06-12 14:58:45.2,35657,2
2023-06-12 14:59:20.928,2023-06-12 14:58:45.4,35528,2
2023-06-12 14:59:20.928,2023-06-12 14:58:45.4,35528,2
2023-06-12 14:59:21.006,2023-06-12 14:58:45.6,35406,2
2023-06-12 14:59:21.061,2023-06-12 14:58:45.6,35461,2
2023-06-12 14:59:21.14,2023-06-12 14:58:45.8,35340,2
2023-06-12 14:59:21.18,2023-06-12 14:58:45.8,35380,2
2023-06-12 14:59:21.446,2023-06-12 14:58:46.0,35446,2
2023-06-12 14:59:21.513,2023-06-12 14:58:46.0,35513,2
2023-06-12 14:59:21.582,2023-06-12 14:58:46.2,35382,2
2023-06-12 14:59:21.647,2023-06-12 14:58:46.2,35447,2
2023-06-12 14:59:21.712,2023-06-12 14:58:46.4,35312,2
2023-06-12 14:59:21.817,2023-06-12 14:58:46.4,35417,2
2023-06-12 14:59:21.897,2023-06-12 14:58:46.6,35297,2
2023-06-12 14:59:21.983,2023-06-12 14:58:46.6,35383,2
2023-06-12 14:59:22.147,2023-06-12 14:58:46.8,35347,2
2023-06-12 14:59:22.215,2023-06-12 14:58:46.8,35415,2
2023-06-12 14:59:22.438,2023-06-12 14:58:47.0,35438,2
2023-06-12 14:59:22.484,2023-06-12 14:58:47.0,35484,2
2023-06-12 14:59:22.547,2023-06-12 14:58:47.2,35347,2
2023-06-12 14:59:22.614,2023-06-12 14:58:47.2,35414,2
2023-06-12 14:59:22.698,2023-06-12 14:58:47.4,35298,2
2023-06-12 14:59:22.837,2023-06-12 14:58:47.4,35437,2
2023-06-12 14:59:22.967,2023-06-12 14:58:47.6,35367,2
2023-06-12 14:59:23.041,2023-06-12 14:58:47.6,35441,2
2023-06-12 14:59:23.134,2023-06-12 14:58:47.8,35334,2
2023-06-12 14:59:23.212,2023-06-12 14:58:47.8,35412,2
2023-06-12 14:59:23.398,2023-06-12 14:58:48.0,35398,2
2023-06-12 14:59:23.431,2023-06-12 14:58:48.0,35431,2
2023-06-12 14:59:23.502,2023-06-12 14:58:48.2,35302,2
2023-06-12 14:59:23.642,2023-06-12 14:58:48.2,35442,2
2023-06-12 14:59:23.7,2023-06-12 14:58:48.4,35300,2
2023-06-12 14:59:23.832,2023-06-12 14:58:48.4,35432,2
2023-06-12 14:59:23.935,2023-06-12 14:58:48.6,35335,2
2023-06-12 14:59:24.167,2023-06-12 14:58:48.8,35367,2
2023-06-12 14:59:24.5,2023-06-12 14:58:48.8,35700,2
2023-06-12 14:59:24.539,2023-06-12 14:58:49.0,35539,2
2023-06-12 14:59:24.539,2023-06-12 14:58:49.0,35539,2
2023-06-12 14:59:24.539,2023-06-12 14:58:49.2,35339,2
2023-06-12 14:59:24.607,2023-06-12 14:58:49.2,35407,2
2023-06-12 14:59:24.737,2023-06-12 14:58:49.4,35337,2
2023-06-12 14:59:24.799,2023-06-12 14:58:49.4,35399,2
2023-06-12 14:59:24.933,2023-06-12 14:58:49.6,35333,2
2023-06-12 14:59:25.001,2023-06-12 14:58:49.6,35401,2
2023-06-12 14:59:25.143,2023-06-12 14:58:49.8,35343,2
2023-06-12 14:59:25.201,2023-06-12 14:58:49.8,35401,2
2023-06-12 14:59:25.403,2023-06-12 14:58:50.0,35403,2
2023-06-12 14:59:25.434,2023-06-12 14:58:50.0,35434,2
2023-06-12 14:59:25.534,2023-06-12 14:58:50.2,35334,2
2023-06-12 14:59:25.634,2023-06-12 14:58:50.2,35434,2
2023-06-12 14:59:25.736,2023-06-12 14:58:50.4,35336,2
2023-06-12 14:59:25.804,2023-06-12 14:58:50.4,35404,2
2023-06-12 14:59:25.936,2023-06-12 14:58:50.6,35336,2
2023-06-12 14:59:26.035,2023-06-12 14:58:50.6,35435,2
2023-06-12 14:59:26.17,2023-06-12 14:58:50.8,35370,2
2023-06-12 14:59:26.239,2023-06-12 14:58:50.8,35439,2
2023-06-12 14:59:26.445,2023-06-12 14:58:51.0,35445,2
2023-06-12 14:59:26.445,2023-06-12 14:58:51.0,35445,2
2023-06-12 14:59:26.537,2023-06-12 14:58:51.2,35337,2
2023-06-12 14:59:26.619,2023-06-12 14:58:51.2,35419,2
2023-06-12 14:59:26.77,2023-06-12 14:58:51.4,35370,2
2023-06-12 14:59:26.837,2023-06-12 14:58:51.4,35437,2
2023-06-12 14:59:26.939,2023-06-12 14:58:51.6,35339,2
2023-06-12 14:59:27.039,2023-06-12 14:58:51.6,35439,2
2023-06-12 14:59:27.141,2023-06-12 14:58:51.8,35341,2
2023-06-12 14:59:27.214,2023-06-12 14:58:51.8,35414,2
2023-06-12 14:59:27.403,2023-06-12 14:58:52.0,35403,2
2023-06-12 14:59:27.403,2023-06-12 14:58:52.0,35403,2
2023-06-12 14:59:27.538,2023-06-12 14:58:52.2,35338,2
2023-06-12 14:59:27.604,2023-06-12 14:58:52.2,35404,2
2023-06-12 14:59:27.739,2023-06-12 14:58:52.4,35339,2
2023-06-12 14:59:27.837,2023-06-12 14:58:52.4,35437,2
2023-06-12 14:59:27.943,2023-06-12 14:58:52.6,35343,2
2023-06-12 14:59:28.007,2023-06-12 14:58:52.6,35407,2
2023-06-12 14:59:28.141,2023-06-12 14:58:52.8,35341,2
2023-06-12 14:59:28.21,2023-06-12 14:58:52.8,35410,2
2023-06-12 14:59:28.454,2023-06-12 14:58:53.0,35454,2
2023-06-12 14:59:28.464,2023-06-12 14:58:53.0,35464,2
2023-06-12 14:59:28.537,2023-06-12 14:58:53.2,35337,2
2023-06-12 14:59:28.573,2023-06-12 14:58:53.2,35373,2
2023-06-12 14:59:28.71,2023-06-12 14:58:53.4,35310,2
2023-06-12 14:59:28.806,2023-06-12 14:58:53.4,35406,2
2023-06-12 14:59:28.939,2023-06-12 14:58:53.6,35339,2
2023-06-12 14:59:29.043,2023-06-12 14:58:53.6,35443,2
2023-06-12 14:59:29.151,2023-06-12 14:58:53.8,35351,2
2023-06-12 14:59:29.257,2023-06-12 14:58:53.8,35457,2
2023-06-12 14:59:29.406,2023-06-12 14:58:54.0,35406,2
2023-06-12 14:59:29.445,2023-06-12 14:58:54.0,35445,2
2023-06-12 14:59:29.808,2023-06-12 14:58:54.2,35608,2
2023-06-12 14:59:29.909,2023-06-12 14:58:54.2,35709,2
2023-06-12 14:59:29.975,2023-06-12 14:58:54.4,35575,2
2023-06-12 14:59:30.074,2023-06-12 14:58:54.4,35674,2
2023-06-12 14:59:30.144,2023-06-12 14:58:54.6,35544,2
2023-06-12 14:59:30.24,2023-06-12 14:58:54.6,35640,2
2023-06-12 14:59:30.24,2023-06-12 14:58:54.8,35440,2
2023-06-12 14:59:30.24,2023-06-12 14:58:54.8,35440,2
2023-06-12 14:59:30.407,2023-06-12 14:58:55.0,35407,2
2023-06-12 14:59:30.407,2023-06-12 14:58:55.0,35407,2
2023-06-12 14:59:30.541,2023-06-12 14:58:55.2,35341,2
2023-06-12 14:59:30.61,2023-06-12 14:58:55.2,35410,2
2023-06-12 14:59:30.777,2023-06-12 14:58:55.4,35377,2
2023-06-12 14:59:30.805,2023-06-12 14:58:55.4,35405,2
