Android_time,Stonex_gnss_time,Delta_Android-Stonex,Stonex_status
2023-06-12 14:59:47.81,2023-06-12 14:59:12.4,35410,2
2023-06-12 14:59:47.942,2023-06-12 14:59:12.6,35342,2
2023-06-12 14:59:48.01,2023-06-12 14:59:12.6,35410,2
2023-06-12 14:59:48.109,2023-06-12 14:59:12.8,35309,2
2023-06-12 14:59:48.243,2023-06-12 14:59:12.8,35443,2
2023-06-12 14:59:48.412,2023-06-12 14:59:13.0,35412,2
2023-06-12 14:59:48.578,2023-06-12 14:59:13.2,35378,2
2023-06-12 14:59:48.644,2023-06-12 14:59:13.2,35444,2
2023-06-12 14:59:48.776,2023-06-12 14:59:13.4,35376,2
2023-06-12 14:59:48.81,2023-06-12 14:59:13.4,35410,2
2023-06-12 14:59:48.978,2023-06-12 14:59:13.6,35378,2
2023-06-12 14:59:48.998,2023-06-12 14:59:13.6,35398,2
2023-06-12 14:59:49.143,2023-06-12 14:59:13.8,35343,2
2023-06-12 14:59:49.21,2023-06-12 14:59:13.8,35410,2
2023-06-12 14:59:49.414,2023-06-12 14:59:14.0,35414,2
2023-06-12 14:59:49.443,2023-06-12 14:59:14.0,35443,2
