Android_time,Stonex_gnss_time,Delta_Android-Stonex,Stonex_status
2023-06-12 15:00:02.732,2023-06-12 14:59:27.4,35332,2
2023-06-12 15:00:02.808,2023-06-12 14:59:27.4,35408,2
2023-06-12 15:00:02.907,2023-06-12 14:59:27.6,35307,2
2023-06-12 15:00:03.008,2023-06-12 14:59:27.6,35408,2
2023-06-12 15:00:03.107,2023-06-12 14:59:27.8,35307,2
2023-06-12 15:00:03.174,2023-06-12 14:59:27.8,35374,2
2023-06-12 15:00:03.374,2023-06-12 14:59:28.0,35374,2
2023-06-12 15:00:03.374,2023-06-12 14:59:28.0,35374,2
2023-06-12 15:00:03.547,2023-06-12 14:59:28.2,35347,2
2023-06-12 15:00:03.608,2023-06-12 14:59:28.2,35408,2
2023-06-12 15:00:03.742,2023-06-12 14:59:28.4,35342,2
2023-06-12 15:00:03.81,2023-06-12 14:59:28.4,35410,2
2023-06-12 15:00:03.943,2023-06-12 14:59:28.6,35343,2
2023-06-12 15:00:03.975,2023-06-12 14:59:28.6,35375,2
2023-06-12 15:00:04.145,2023-06-12 14:59:28.8,35345,2
2023-06-12 15:00:04.204,2023-06-12 14:59:28.8,35404,2
2023-06-12 15:00:04.409,2023-06-12 14:59:29.0,35409,2
2023-06-12 15:00:04.468,2023-06-12 14:59:29.0,35468,2
2023-06-12 15:00:04.548,2023-06-12 14:59:29.2,35348,2
2023-06-12 15:00:04.745,2023-06-12 14:59:29.4,35345,2
2023-06-12 15:00:04.777,2023-06-12 14:59:29.4,35377,2
2023-06-12 15:00:04.943,2023-06-12 14:59:29.6,35343,2
2023-06-12 15:00:05.012,2023-06-12 14:59:29.6,35412,2
2023-06-12 15:00:05.144,2023-06-12 14:59:29.8,35344,2
2023-06-12 15:00:05.209,2023-06-12 14:59:29.8,35409,2
2023-06-12 15:00:05.445,2023-06-12 14:59:30.0,35445,2
2023-06-12 15:00:05.545,2023-06-12 14:59:30.0,35545,2
2023-06-12 15:00:05.545,2023-06-12 14:59:30.2,35345,2
2023-06-12 15:00:05.645,2023-06-12 14:59:30.2,35445,2
2023-06-12 15:00:05.744,2023-06-12 14:59:30.4,35344,2
2023-06-12 15:00:05.812,2023-06-12 14:59:30.4,35412,2
2023-06-12 15:00:05.912,2023-06-12 14:59:30.6,35312,2
2023-06-12 15:00:06.01,2023-06-12 14:59:30.6,35410,2
2023-06-12 15:00:06.111,2023-06-12 14:59:30.8,35311,2
2023-06-12 15:00:06.211,2023-06-12 14:59:30.8,35411,2
2023-06-12 15:00:06.411,2023-06-12 14:59:31.0,35411,2
2023-06-12 15:00:06.445,2023-06-12 14:59:31.0,35445,2
2023-06-12 15:00:06.541,2023-06-12 14:59:31.2,35341,2
2023-06-12 15:00:06.61,2023-06-12 14:59:31.2,35410,2
2023-06-12 15:00:06.714,2023-06-12 14:59:31.4,35314,2
2023-06-12 15:00:06.811,2023-06-12 14:59:31.4,35411,2
2023-06-12 15:00:06.914,2023-06-12 14:59:31.6,35314,2
2023-06-12 15:00:07.046,2023-06-12 14:59:31.6,35446,2
2023-06-12 15:00:07.111,2023-06-12 14:59:31.8,35311,2
2023-06-12 15:00:07.179,2023-06-12 14:59:31.8,35379,2
2023-06-12 15:00:07.545,2023-06-12 14:59:32.0,35545,2
2023-06-12 15:00:07.597,2023-06-12 14:59:32.2,35397,2
2023-06-12 15:00:07.68,2023-06-12 14:59:32.2,35480,2
2023-06-12 15:00:07.713,2023-06-12 14:59:32.4,35313,2
2023-06-12 15:00:07.814,2023-06-12 14:59:32.4,35414,2
2023-06-12 15:00:07.913,2023-06-12 14:59:32.599,35314,2
2023-06-12 15:00:08.149,2023-06-12 14:59:32.8,35349,2
2023-06-12 15:00:08.212,2023-06-12 14:59:32.8,35412,2
2023-06-12 15:00:08.416,2023-06-12 14:59:33.0,35416,2
2023-06-12 15:00:08.446,2023-06-12 14:59:33.0,35446,2
2023-06-12 15:00:08.513,2023-06-12 14:59:33.2,35313,2
2023-06-12 15:00:08.615,2023-06-12 14:59:33.2,35415,2
2023-06-12 15:00:08.714,2023-06-12 14:59:33.4,35314,2
2023-06-12 15:00:08.773,2023-06-12 14:59:33.4,35373,2
2023-06-12 15:00:08.947,2023-06-12 14:59:33.6,35347,2
2023-06-12 15:00:09.001,2023-06-12 14:59:33.6,35401,2
2023-06-12 15:00:09.167,2023-06-12 14:59:33.8,35367,2
2023-06-12 15:00:09.215,2023-06-12 14:59:33.8,35415,2
2023-06-12 15:00:09.414,2023-06-12 14:59:34.0,35414,2
2023-06-12 15:00:09.462,2023-06-12 14:59:34.0,35462,2
2023-06-12 15:00:09.586,2023-06-12 14:59:34.2,35386,2
2023-06-12 15:00:09.623,2023-06-12 14:59:34.2,35423,2
2023-06-12 15:00:09.751,2023-06-12 14:59:34.4,35351,2
2023-06-12 15:00:09.823,2023-06-12 14:59:34.4,35423,2
2023-06-12 15:00:09.955,2023-06-12 14:59:34.6,35355,2
2023-06-12 15:00:10.067,2023-06-12 14:59:34.6,35467,2
2023-06-12 15:00:10.139,2023-06-12 14:59:34.8,35339,2
2023-06-12 15:00:10.232,2023-06-12 14:59:34.8,35432,2
2023-06-12 15:00:10.467,2023-06-12 14:59:35.0,35467,2
2023-06-12 15:00:10.604,2023-06-12 14:59:35.0,35604,2
2023-06-12 15:00:10.636,2023-06-12 14:59:35.2,35436,2
2023-06-12 15:00:10.804,2023-06-12 14:59:35.2,35604,2
2023-06-12 15:00:10.905,2023-06-12 14:59:35.4,35505,2
2023-06-12 15:00:11.166,2023-06-12 14:59:35.4,35766,2
2023-06-12 15:00:11.166,2023-06-12 14:59:35.6,35566,2
2023-06-12 15:00:11.234,2023-06-12 14:59:35.6,35634,2
2023-06-12 15:00:11.234,2023-06-12 14:59:35.8,35434,2
2023-06-12 15:00:11.267,2023-06-12 14:59:35.8,35467,2
2023-06-12 15:00:11.4,2023-06-12 14:59:36.0,35400,2
2023-06-12 15:00:11.51,2023-06-12 14:59:36.0,35510,2
2023-06-12 15:00:11.575,2023-06-12 14:59:36.2,35375,2
2023-06-12 15:00:11.668,2023-06-12 14:59:36.2,35468,2
2023-06-12 15:00:11.734,2023-06-12 14:59:36.4,35334,2
2023-06-12 15:00:11.835,2023-06-12 14:59:36.4,35435,2
2023-06-12 15:00:11.973,2023-06-12 14:59:36.6,35373,2
2023-06-12 15:00:12.0,2023-06-12 14:59:36.6,35400,2
2023-06-12 15:00:12.138,2023-06-12 14:59:36.8,35338,2
2023-06-12 15:00:12.369,2023-06-12 14:59:37.0,35369,2
2023-06-12 15:00:12.408,2023-06-12 14:59:37.0,35408,2
2023-06-12 15:00:12.538,2023-06-12 14:59:37.2,35338,2
2023-06-12 15:00:12.702,2023-06-12 14:59:37.2,35502,2
2023-06-12 15:00:12.977,2023-06-12 14:59:37.4,35577,2
2023-06-12 15:00:13.002,2023-06-12 14:59:37.4,35602,2
2023-06-12 15:00:13.042,2023-06-12 14:59:37.6,35442,2
2023-06-12 15:00:13.169,2023-06-12 14:59:37.8,35369,2
2023-06-12 15:00:13.234,2023-06-12 14:59:37.8,35434,2
2023-06-12 15:00:13.405,2023-06-12 14:59:38.0,35405,2
2023-06-12 15:00:13.537,2023-06-12 14:59:38.2,35337,2
2023-06-12 15:00:13.77,2023-06-12 14:59:38.4,35370,2
2023-06-12 15:00:13.836,2023-06-12 14:59:38.4,35436,2
2023-06-12 15:00:13.968,2023-06-12 14:59:38.6,35368,2
2023-06-12 15:00:14.036,2023-06-12 14:59:38.6,35436,2
2023-06-12 15:00:14.171,2023-06-12 14:59:38.8,35371,2
2023-06-12 15:00:14.202,2023-06-12 14:59:38.8,35402,2
2023-06-12 15:00:14.406,2023-06-12 14:59:39.0,35406,2
2023-06-12 15:00:14.436,2023-06-12 14:59:39.0,35436,2
2023-06-12 15:00:14.571,2023-06-12 14:59:39.2,35371,2
2023-06-12 15:00:14.636,2023-06-12 14:59:39.2,35436,2
2023-06-12 15:00:14.771,2023-06-12 14:59:39.4,35371,2
2023-06-12 15:00:14.808,2023-06-12 14:59:39.4,35408,2
2023-06-12 15:00:14.938,2023-06-12 14:59:39.6,35338,2
2023-06-12 15:00:15.003,2023-06-12 14:59:39.6,35403,2
2023-06-12 15:00:15.139,2023-06-12 14:59:39.8,35339,2
2023-06-12 15:00:15.203,2023-06-12 14:59:39.8,35403,2
2023-06-12 15:00:15.403,2023-06-12 14:59:40.0,35403,2
2023-06-12 15:00:15.403,2023-06-12 14:59:40.0,35403,2
2023-06-12 15:00:15.539,2023-06-12 14:59:40.2,35339,2
2023-06-12 15:00:15.604,2023-06-12 14:59:40.2,35404,2
2023-06-12 15:00:15.739,2023-06-12 14:59:40.4,35339,2
2023-06-12 15:00:15.805,2023-06-12 14:59:40.4,35405,2
2023-06-12 15:00:15.905,2023-06-12 14:59:40.6,35305,2
2023-06-12 15:00:16.04,2023-06-12 14:59:40.6,35440,2
2023-06-12 15:00:16.141,2023-06-12 14:59:40.8,35341,2
2023-06-12 15:00:16.238,2023-06-12 14:59:40.8,35438,2
2023-06-12 15:00:16.405,2023-06-12 14:59:41.0,35405,2
2023-06-12 15:00:16.473,2023-06-12 14:59:41.0,35473,2
2023-06-12 15:00:16.505,2023-06-12 14:59:41.2,35305,2
