Format Version,1.23,Take Name,Calibsmartstonex 2023-04-17 11.37.41 AM_001,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2023-04-17 11.38.40.797 AM,Capture Start Frame,2604639,Total Frames in Take,9521,Total Exported Frames,9521,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1600,4.444444,-0.852242,-9.273370,-0.302515,0.068552,1.916126,0.231514,0.151903,1.925526,0.245834,0.054020,1.924705,0.315328,0.081927,1.931906,0.148045,-0.015734,1.928280,0.217244,0.070024,1.970771,0.231109,-0.006679,0.315821,-0.107206,0.066504,1.716869,0.132639,0.069246,1.742844,0.132358,0.066448,1.633024,0.134228,0.066519,1.716907,0.132659,0.070256,1.664530,0.106236,0.069340,1.742662,0.132307,0.066479,1.633062,0.134217,0.066394,1.716968,0.132690,0.070257,1.664613,0.106266,0.150357,1.925394,0.245458,0.054231,1.924906,0.314237,0.081923,1.932065,0.149290,-0.013990,1.928224,0.217719,0.069864,1.970590,0.231016
1601,4.447222,-0.856937,-9.278820,-0.286492,0.068567,1.916126,0.231523,0.151914,1.925551,0.245850,0.054025,1.924711,0.315334,0.081945,1.931899,0.148053,-0.015721,1.928255,0.217244,0.070024,1.970771,0.231111,-0.015218,0.334540,-0.118351,0.066513,1.716871,0.132635,0.069260,1.742846,0.132349,0.066442,1.633026,0.134236,0.066529,1.716910,0.132655,0.070246,1.664528,0.106238,0.069380,1.742677,0.132293,0.066478,1.633057,0.134234,0.066368,1.716965,0.132698,0.070251,1.664611,0.106253,0.150248,1.925379,0.245453,0.054244,1.924908,0.314245,0.081942,1.932058,0.149297,-0.013990,1.928229,0.217716,0.069851,1.970592,0.231010
1602,4.450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,4.452778,-0.856385,-9.274979,-0.288102,0.068561,1.916125,0.231526,0.151909,1.925548,0.245847,0.054025,1.924710,0.315338,0.081934,1.931900,0.148055,-0.015728,1.928257,0.217252,0.070019,1.970770,0.231114,-0.018932,0.353073,-0.123021,0.066523,1.716878,0.132625,0.069272,1.742852,0.132337,0.066445,1.633033,0.134232,0.066538,1.716916,0.132646,0.070243,1.664533,0.106231,0.069384,1.742670,0.132292,0.066480,1.633063,0.134234,0.066388,1.716978,0.132671,0.070246,1.664622,0.106248,0.150242,1.925376,0.245451,0.054245,1.924913,0.314242,0.081929,1.932056,0.149278,-0.013998,1.928228,0.217724,0.069847,1.970590,0.231022
1604,4.455556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,4.458333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,4.461111,-0.846954,-9.273559,-0.288036,0.068561,1.916131,0.231518,0.151909,1.925551,0.245839,0.054027,1.924702,0.315332,0.081932,1.931919,0.148050,-0.015728,1.928265,0.217249,0.070019,1.970776,0.231115,-0.003129,0.327872,-0.105761,0.066494,1.716876,0.132643,0.069236,1.742851,0.132363,0.066441,1.633030,0.134227,0.066510,1.716914,0.132663,0.070242,1.664539,0.106236,0.069344,1.742675,0.132323,0.066475,1.633078,0.134225,0.066364,1.716971,0.132689,0.070244,1.664611,0.106252,0.150242,1.925389,0.245442,0.054244,1.924900,0.314240,0.081923,1.932072,0.149277,-0.013988,1.928236,0.217722,0.069854,1.970596,0.231022
1607,4.463889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,4.466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,4.469444,-0.849437,-9.282739,-0.290665,0.068568,1.916129,0.231521,0.151915,1.925546,0.245855,0.054021,1.924703,0.315333,0.081953,1.931913,0.148055,-0.015718,1.928266,0.217238,0.070029,1.970774,0.231117,-0.017559,0.317985,-0.119796,0.066511,1.716883,0.132629,0.069259,1.742857,0.132343,0.066437,1.633038,0.134234,0.066527,1.716921,0.132649,0.070251,1.664538,0.106236,0.069367,1.742690,0.132296,0.066470,1.633071,0.134234,0.066383,1.716973,0.132680,0.070254,1.664620,0.106251,0.150242,1.925372,0.245447,0.054235,1.924903,0.314243,0.081953,1.932075,0.149300,-0.013984,1.928236,0.217721,0.069858,1.970594,0.231017
1610,4.472222,-0.847975,-9.271913,-0.291285,0.068565,1.916125,0.231520,0.151914,1.925541,0.245838,0.054034,1.924697,0.315335,0.081934,1.931912,0.148051,-0.015724,1.928264,0.217253,0.070026,1.970770,0.231117,-0.015784,0.327883,-0.110625,0.066502,1.716873,0.132647,0.069246,1.742848,0.132361,0.066442,1.633028,0.134249,0.066518,1.716911,0.132667,0.070246,1.664530,0.106251,0.069341,1.742682,0.132311,0.066471,1.633060,0.134246,0.066390,1.716963,0.132701,0.070249,1.664612,0.106271,0.150250,1.925372,0.245451,0.054255,1.924901,0.314229,0.081928,1.932076,0.149295,-0.013988,1.928231,0.217731,0.069859,1.970584,0.231016
1611,4.475000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,4.477778,-0.845886,-9.275349,-0.309497,0.068559,1.916121,0.231509,0.151910,1.925510,0.245833,0.054025,1.924691,0.315323,0.081939,1.931911,0.148042,-0.015725,1.928288,0.217237,0.070038,1.970766,0.231111,-0.011362,0.337058,-0.109093,0.066500,1.716874,0.132647,0.069243,1.742848,0.132362,0.066442,1.633029,0.134242,0.066516,1.716912,0.132667,0.070241,1.664533,0.106246,0.069346,1.742687,0.132305,0.066474,1.633065,0.134234,0.066378,1.716959,0.132710,0.070244,1.664609,0.106268,0.150357,1.925367,0.245455,0.054238,1.924891,0.314236,0.081940,1.932072,0.149296,-0.013984,1.928234,0.217713,0.069871,1.970589,0.231013
1613,4.480556,-0.848963,-9.272603,-0.283452,0.068567,1.916126,0.231516,0.151915,1.925553,0.245835,0.054034,1.924699,0.315330,0.081935,1.931911,0.148046,-0.015724,1.928252,0.217247,0.070021,1.970771,0.231111,-0.011824,0.304927,-0.104433,0.066497,1.716874,0.132647,0.069239,1.742848,0.132364,0.066446,1.633028,0.134243,0.066513,1.716912,0.132668,0.070257,1.664533,0.106249,0.069353,1.742695,0.132306,0.066479,1.633067,0.134242,0.066360,1.716947,0.132716,0.070262,1.664612,0.106261,0.150215,1.925367,0.245402,0.054243,1.924903,0.314247,0.081934,1.932072,0.149307,-0.013990,1.928232,0.217715,0.069843,1.970588,0.231020
1614,4.483333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,4.486111,-0.849242,-9.275651,-0.283993,0.068572,1.916121,0.231515,0.151919,1.925548,0.245839,0.054034,1.924695,0.315329,0.081944,1.931906,0.148047,-0.015718,1.928248,0.217242,0.070026,1.970766,0.231110,-0.007784,0.309049,-0.103667,0.066501,1.716881,0.132647,0.069241,1.742856,0.132365,0.066450,1.633035,0.134237,0.066516,1.716919,0.132667,0.070259,1.664542,0.106245,0.069339,1.742711,0.132323,0.066481,1.633072,0.134233,0.066386,1.716953,0.132692,0.070261,1.664615,0.106265,0.150224,1.925371,0.245412,0.054243,1.924895,0.314247,0.081943,1.932065,0.149299,-0.013986,1.928229,0.217715,0.069853,1.970581,0.231016
1616,4.488889,-0.850419,-9.279819,-0.290409,0.068569,1.916122,0.231523,0.151917,1.925540,0.245853,0.054027,1.924698,0.315336,0.081950,1.931905,0.148056,-0.015718,1.928258,0.217244,0.070030,1.970767,0.231118,0.001244,0.320281,-0.116845,0.066507,1.716863,0.132658,0.069254,1.742838,0.132380,0.066438,1.633018,0.134235,0.066523,1.716902,0.132678,0.070249,1.664528,0.106247,0.069367,1.742667,0.132331,0.066472,1.633060,0.134240,0.066371,1.716950,0.132716,0.070254,1.664608,0.106253,0.150242,1.925372,0.245449,0.054238,1.924895,0.314247,0.081942,1.932064,0.149302,-0.013992,1.928231,0.217716,0.069864,1.970587,0.231019
1617,4.491667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,4.494444,-0.848510,-9.281438,-0.288386,0.068573,1.916124,0.231533,0.151920,1.925545,0.245865,0.054028,1.924698,0.315346,0.081956,1.931910,0.148067,-0.015714,1.928259,0.217252,0.070032,1.970770,0.231130,-0.014948,0.367197,-0.097372,0.066502,1.716872,0.132652,0.069240,1.742847,0.132365,0.066463,1.633027,0.134253,0.066518,1.716910,0.132672,0.070240,1.664530,0.106253,0.069344,1.742686,0.132298,0.066493,1.633064,0.134244,0.066379,1.716946,0.132725,0.070244,1.664617,0.106275,0.150253,1.925380,0.245467,0.054243,1.924899,0.314249,0.081947,1.932070,0.149304,-0.013983,1.928227,0.217726,0.069868,1.970586,0.231034
1619,4.497222,-0.848956,-9.284240,-0.284616,0.068569,1.916123,0.231523,0.151914,1.925549,0.245859,0.054019,1.924697,0.315334,0.081954,1.931908,0.148056,-0.015719,1.928251,0.217238,0.070024,1.970768,0.231118,-0.014612,0.315610,-0.099139,0.066493,1.716877,0.132649,0.069232,1.742852,0.132365,0.066449,1.633032,0.134249,0.066509,1.716915,0.132670,0.070253,1.664535,0.106253,0.069324,1.742689,0.132319,0.066479,1.633078,0.134238,0.066385,1.716962,0.132698,0.070254,1.664605,0.106282,0.150263,1.925388,0.245455,0.054231,1.924893,0.314250,0.081953,1.932066,0.149303,-0.013981,1.928222,0.217717,0.069855,1.970588,0.231019
1620,4.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,4.502778,-0.847623,-9.276150,-0.306366,0.068559,1.916126,0.231508,0.151910,1.925520,0.245833,0.054024,1.924698,0.315322,0.081939,1.931913,0.148041,-0.015725,1.928287,0.217235,0.070035,1.970771,0.231108,-0.017023,0.296744,-0.103666,0.066483,1.716877,0.132653,0.069224,1.742852,0.132368,0.066433,1.633032,0.134256,0.066499,1.716915,0.132673,0.070248,1.664534,0.106260,0.069313,1.742688,0.132307,0.066459,1.633067,0.134255,0.066379,1.716963,0.132723,0.070253,1.664616,0.106272,0.150319,1.925365,0.245423,0.054229,1.924906,0.314242,0.081942,1.932076,0.149295,-0.013980,1.928232,0.217708,0.069868,1.970591,0.231023
1622,4.505556,-0.847371,-9.280210,-0.288265,0.068553,1.916130,0.231520,0.151900,1.925550,0.245850,0.054010,1.924702,0.315332,0.081934,1.931918,0.148053,-0.015734,1.928264,0.217241,0.070012,1.970775,0.231117,-0.016245,0.303769,-0.106508,0.066482,1.716878,0.132642,0.069224,1.742853,0.132357,0.066427,1.633033,0.134245,0.066498,1.716916,0.132662,0.070241,1.664535,0.106248,0.069325,1.742690,0.132309,0.066458,1.633074,0.134243,0.066363,1.716968,0.132699,0.070244,1.664607,0.106261,0.150248,1.925388,0.245476,0.054236,1.924901,0.314244,0.081923,1.932079,0.149282,-0.013975,1.928228,0.217713,0.069845,1.970594,0.231014
1623,4.508333,-0.853681,-9.282921,-0.286719,0.068565,1.916129,0.231530,0.151911,1.925553,0.245863,0.054017,1.924709,0.315341,0.081949,1.931907,0.148062,-0.015722,1.928259,0.217245,0.070022,1.970774,0.231121,-0.012786,0.299938,-0.106953,0.066491,1.716882,0.132643,0.069234,1.742857,0.132359,0.066436,1.633037,0.134240,0.066507,1.716920,0.132663,0.070251,1.664541,0.106246,0.069332,1.742698,0.132320,0.066466,1.633075,0.134240,0.066375,1.716971,0.132688,0.070254,1.664612,0.106261,0.150243,1.925383,0.245464,0.054235,1.924909,0.314255,0.081940,1.932065,0.149299,-0.013981,1.928228,0.217711,0.069853,1.970594,0.231027
1624,4.511111,-0.854157,-9.284402,-0.285499,0.068569,1.916131,0.231525,0.151914,1.925557,0.245860,0.054019,1.924713,0.315335,0.081955,1.931909,0.148057,-0.015718,1.928259,0.217238,0.070025,1.970776,0.231115,-0.012286,0.306906,-0.112854,0.066498,1.716883,0.132655,0.069243,1.742857,0.132371,0.066434,1.633038,0.134252,0.066514,1.716921,0.132675,0.070249,1.664541,0.106257,0.069347,1.742696,0.132331,0.066465,1.633064,0.134260,0.066375,1.716975,0.132702,0.070253,1.664622,0.106263,0.150239,1.925383,0.245467,0.054239,1.924913,0.314239,0.081949,1.932070,0.149293,-0.013982,1.928230,0.217716,0.069855,1.970597,0.231013
1625,4.513889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,4.516667,-0.849145,-9.282405,-0.286426,0.068555,1.916135,0.231527,0.151901,1.925559,0.245860,0.054007,1.924709,0.315339,0.081938,1.931920,0.148060,-0.015733,1.928266,0.217244,0.070011,1.970780,0.231122,-0.002771,0.364863,-0.106295,0.066499,1.716887,0.132659,0.069240,1.742862,0.132377,0.066446,1.633042,0.134242,0.066514,1.716926,0.132679,0.070229,1.664551,0.106249,0.069339,1.742684,0.132344,0.066478,1.633076,0.134246,0.066382,1.716994,0.132695,0.070231,1.664627,0.106263,0.150244,1.925394,0.245475,0.054231,1.924910,0.314241,0.081926,1.932077,0.149291,-0.013986,1.928231,0.217711,0.069845,1.970602,0.231028
1627,4.519444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,4.522222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,4.525000,-0.846991,-9.273214,-0.283109,0.068553,1.916140,0.231507,0.151901,1.925568,0.245828,0.054019,1.924711,0.315322,0.081922,1.931928,0.148039,-0.015737,1.928267,0.217239,0.070007,1.970785,0.231104,-0.017461,0.277080,-0.124956,0.066488,1.716903,0.132634,0.069239,1.742877,0.132349,0.066406,1.633058,0.134238,0.066504,1.716942,0.132654,0.070242,1.664559,0.106243,0.069324,1.742694,0.132317,0.066433,1.633097,0.134245,0.066389,1.717011,0.132671,0.070245,1.664634,0.106251,0.150205,1.925388,0.245409,0.054231,1.924915,0.314234,0.081914,1.932088,0.149280,-0.013975,1.928228,0.217718,0.069842,1.970610,0.231014
1630,4.527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,4.530556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,4.533333,-0.849882,-9.274621,-0.278294,0.068561,1.916143,0.231511,0.151907,1.925578,0.245833,0.054024,1.924718,0.315325,0.081930,1.931926,0.148042,-0.015730,1.928261,0.217240,0.070010,1.970788,0.231104,-0.007745,0.308728,-0.125436,0.066493,1.716909,0.132640,0.069244,1.742883,0.132358,0.066411,1.633064,0.134230,0.066509,1.716947,0.132660,0.070232,1.664569,0.106238,0.069344,1.742689,0.132330,0.066444,1.633095,0.134232,0.066376,1.717026,0.132662,0.070233,1.664653,0.106261,0.150208,1.925391,0.245396,0.054231,1.924922,0.314247,0.081929,1.932084,0.149283,-0.013983,1.928231,0.217716,0.069837,1.970613,0.231018
1633,4.536111,-0.847419,-9.268996,-0.300488,0.068558,1.916142,0.231507,0.151910,1.925544,0.245822,0.054033,1.924714,0.315323,0.081926,1.931930,0.148038,-0.015729,1.928295,0.217244,0.070028,1.970787,0.231106,-0.018186,0.346679,-0.109784,0.066487,1.716909,0.132641,0.069230,1.742883,0.132353,0.066429,1.633064,0.134246,0.066503,1.716947,0.132661,0.070223,1.664565,0.106246,0.069315,1.742697,0.132325,0.066456,1.633083,0.134259,0.066389,1.717024,0.132666,0.070225,1.664655,0.106256,0.150317,1.925380,0.245417,0.054243,1.924922,0.314244,0.081934,1.932095,0.149286,-0.013985,1.928240,0.217720,0.069855,1.970610,0.231016
1634,4.538889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,4.541667,-0.848191,-9.278237,-0.282407,0.068553,1.916147,0.231521,0.151900,1.925576,0.245849,0.054012,1.924719,0.315334,0.081929,1.931933,0.148054,-0.015736,1.928272,0.217245,0.070006,1.970792,0.231117,-0.018023,0.317870,-0.115440,0.066493,1.716897,0.132628,0.069239,1.742871,0.132342,0.066425,1.633052,0.134233,0.066509,1.716935,0.132648,0.070236,1.664553,0.106235,0.069326,1.742657,0.132305,0.066453,1.633088,0.134244,0.066391,1.717016,0.132663,0.070239,1.664651,0.106247,0.150238,1.925408,0.245462,0.054237,1.924922,0.314236,0.081920,1.932089,0.149280,-0.013987,1.928239,0.217714,0.069837,1.970613,0.231024
1636,4.544444,-0.844875,-9.285830,-0.285041,0.068556,1.916144,0.231521,0.151901,1.925568,0.245860,0.054003,1.924711,0.315333,0.081944,1.931935,0.148056,-0.015731,1.928274,0.217235,0.070011,1.970789,0.231121,-0.011051,0.314227,-0.101382,0.066480,1.716897,0.132641,0.069220,1.742872,0.132358,0.066433,1.633052,0.134236,0.066496,1.716935,0.132662,0.070238,1.664557,0.106242,0.069314,1.742679,0.132320,0.066462,1.633083,0.134248,0.066369,1.717011,0.132684,0.070242,1.664642,0.106245,0.150226,1.925400,0.245472,0.054221,1.924916,0.314237,0.081927,1.932098,0.149283,-0.013983,1.928230,0.217708,0.069854,1.970608,0.231024
1637,4.547222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,4.550000,-0.850424,-9.277080,-0.320930,0.068535,1.916158,0.231521,0.151888,1.925531,0.245848,0.054000,1.924734,0.315335,0.081921,1.931941,0.148054,-0.015746,1.928340,0.217246,0.070025,1.970802,0.231120,-0.005376,0.325829,-0.119549,0.066489,1.716889,0.132653,0.069237,1.742863,0.132372,0.066416,1.633044,0.134240,0.066505,1.716927,0.132673,0.070226,1.664550,0.106248,0.069334,1.742671,0.132325,0.066448,1.633086,0.134232,0.066376,1.716990,0.132697,0.070227,1.664637,0.106278,0.150233,1.925399,0.245457,0.054225,1.924921,0.314241,0.081926,1.932086,0.149275,-0.013978,1.928343,0.217748,0.069853,1.970605,0.231018
1639,4.552778,-0.844756,-9.281451,-0.282484,0.068563,1.916136,0.231515,0.151909,1.925564,0.245847,0.054017,1.924703,0.315328,0.081944,1.931927,0.148049,-0.015725,1.928262,0.217235,0.070016,1.970781,0.231114,0.041539,0.288085,-0.053772,0.066417,1.716953,0.132709,0.069135,1.742931,0.132451,0.066439,1.633106,0.134226,0.066433,1.716991,0.132729,0.070231,1.664640,0.106263,0.069174,1.742942,0.132481,0.066452,1.633098,0.134238,0.066382,1.717002,0.132697,0.070230,1.664627,0.106253,0.150207,1.925375,0.245422,0.054229,1.924912,0.314233,0.081944,1.932090,0.149287,-0.013985,1.928233,0.217719,0.069842,1.970599,0.231023
1640,4.555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,4.558333,-0.849858,-9.275367,-0.323163,0.068536,1.916149,0.231520,0.151890,1.925519,0.245845,0.054004,1.924725,0.315334,0.081920,1.931933,0.148053,-0.015745,1.928335,0.217248,0.070028,1.970793,0.231120,-0.015697,0.308173,-0.107403,0.066495,1.716888,0.132639,0.069238,1.742863,0.132354,0.066440,1.633043,0.134241,0.066511,1.716926,0.132659,0.070251,1.664545,0.106245,0.069336,1.742681,0.132307,0.066470,1.633076,0.134244,0.066379,1.716988,0.132690,0.070255,1.664632,0.106258,0.150201,1.925371,0.245434,0.054230,1.924908,0.314243,0.081932,1.932074,0.149288,-0.013971,1.928350,0.217752,0.069845,1.970601,0.231018
1642,4.561111,-0.851387,-9.288069,-0.285764,0.068563,1.916135,0.231519,0.151907,1.925560,0.245861,0.054007,1.924712,0.315330,0.081954,1.931917,0.148053,-0.015723,1.928264,0.217228,0.070019,1.970780,0.231113,-0.021775,0.328558,-0.113117,0.066495,1.716891,0.132632,0.069240,1.742865,0.132343,0.066431,1.633046,0.134243,0.066511,1.716929,0.132652,0.070236,1.664545,0.106242,0.069329,1.742689,0.132291,0.066459,1.633085,0.134239,0.066391,1.716983,0.132688,0.070239,1.664629,0.106261,0.150246,1.925384,0.245463,0.054227,1.924918,0.314237,0.081951,1.932081,0.149290,-0.013982,1.928228,0.217704,0.069847,1.970599,0.231016
1643,4.563889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,4.566667,-0.848792,-9.284024,-0.288479,0.068560,1.916130,0.231522,0.151905,1.925551,0.245858,0.054010,1.924704,0.315334,0.081946,1.931916,0.148056,-0.015727,1.928264,0.217237,0.070018,1.970775,0.231118,-0.020827,0.322375,-0.105139,0.066480,1.716888,0.132633,0.069221,1.742863,0.132344,0.066428,1.633043,0.134242,0.066496,1.716926,0.132653,0.070231,1.664543,0.106242,0.069313,1.742699,0.132301,0.066457,1.633081,0.134235,0.066373,1.716978,0.132679,0.070233,1.664618,0.106266,0.150235,1.925376,0.245462,0.054229,1.924906,0.314255,0.081938,1.932075,0.149272,-0.013980,1.928228,0.217708,0.069850,1.970597,0.231024
1645,4.569444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,4.572222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,4.575000,-0.852456,-9.274798,-0.303476,0.068553,1.916126,0.231507,0.151904,1.925524,0.245830,0.054019,1.924705,0.315321,0.081931,1.931906,0.148039,-0.015732,1.928281,0.217235,0.070026,1.970770,0.231102,-0.015464,0.329626,-0.117068,0.066500,1.716879,0.132636,0.069247,1.742854,0.132350,0.066430,1.633034,0.134237,0.066516,1.716918,0.132656,0.070237,1.664536,0.106239,0.069349,1.742700,0.132315,0.066463,1.633067,0.134238,0.066379,1.716970,0.132675,0.070239,1.664605,0.106253,0.150313,1.925371,0.245412,0.054227,1.924913,0.314234,0.081939,1.932061,0.149288,-0.013981,1.928233,0.217711,0.069854,1.970591,0.231025
1648,4.577778,-0.851919,-9.283852,-0.288882,0.068557,1.916125,0.231518,0.151903,1.925546,0.245853,0.054008,1.924703,0.315329,0.081943,1.931906,0.148051,-0.015730,1.928259,0.217233,0.070016,1.970770,0.231111,-0.002527,0.332792,-0.110155,0.066498,1.716878,0.132645,0.069242,1.742853,0.132365,0.066439,1.633033,0.134227,0.066514,1.716917,0.132665,0.070240,1.664542,0.106237,0.069344,1.742694,0.132325,0.066470,1.633063,0.134234,0.066378,1.716965,0.132690,0.070244,1.664623,0.106245,0.150244,1.925380,0.245444,0.054223,1.924902,0.314248,0.081941,1.932058,0.149281,-0.013972,1.928226,0.217710,0.069846,1.970595,0.231023
1649,4.580556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,4.583333,-0.855204,-9.278180,-0.327069,0.068541,1.916143,0.231518,0.151894,1.925508,0.245847,0.054005,1.924727,0.315331,0.081930,1.931920,0.148051,-0.015739,1.928334,0.217241,0.070036,1.970788,0.231114,-0.012934,0.307987,-0.125185,0.066489,1.716880,0.132644,0.069240,1.742854,0.132360,0.066407,1.633035,0.134241,0.066505,1.716918,0.132664,0.070229,1.664537,0.106247,0.069331,1.742684,0.132321,0.066435,1.633073,0.134255,0.066381,1.716971,0.132693,0.070234,1.664615,0.106243,0.150238,1.925377,0.245450,0.054233,1.924907,0.314233,0.081935,1.932054,0.149293,-0.013970,1.928346,0.217730,0.069859,1.970598,0.231017
1651,4.586111,-0.855936,-9.285688,-0.287204,0.068565,1.916132,0.231520,0.151910,1.925557,0.245857,0.054013,1.924716,0.315330,0.081953,1.931908,0.148052,-0.015722,1.928263,0.217231,0.070022,1.970778,0.231109,0.021392,0.251275,-0.036734,0.066394,1.716956,0.132676,0.069105,1.742934,0.132411,0.066440,1.633110,0.134223,0.066410,1.716994,0.132696,0.070241,1.664635,0.106251,0.069133,1.742982,0.132425,0.066447,1.633073,0.134235,0.066374,1.716987,0.132683,0.070241,1.664631,0.106238,0.150232,1.925391,0.245446,0.054221,1.924915,0.314241,0.081946,1.932065,0.149286,-0.013988,1.928231,0.217713,0.069861,1.970598,0.231014
1652,4.588889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,4.591667,-0.850244,-9.277728,-0.287126,0.068556,1.916131,0.231506,0.151903,1.925554,0.245833,0.054016,1.924707,0.315319,0.081932,1.931914,0.148038,-0.015733,1.928263,0.217230,0.070013,1.970776,0.231101,-0.017317,0.309403,-0.125189,0.066500,1.716883,0.132637,0.069251,1.742857,0.132351,0.066419,1.633038,0.134241,0.066516,1.716921,0.132657,0.070239,1.664538,0.106244,0.069344,1.742684,0.132324,0.066449,1.633081,0.134244,0.066392,1.716971,0.132662,0.070240,1.664616,0.106262,0.150200,1.925377,0.245396,0.054223,1.924907,0.314237,0.081931,1.932068,0.149279,-0.013977,1.928239,0.217713,0.069843,1.970597,0.231014
1654,4.594444,-0.849704,-9.276560,-0.285156,0.068562,1.916130,0.231508,0.151909,1.925555,0.245832,0.054023,1.924705,0.315321,0.081936,1.931914,0.148039,-0.015727,1.928259,0.217234,0.070017,1.970775,0.231102,-0.019162,0.321605,-0.125120,0.066500,1.716883,0.132637,0.069251,1.742857,0.132350,0.066419,1.633038,0.134244,0.066516,1.716922,0.132658,0.070234,1.664538,0.106245,0.069343,1.742687,0.132328,0.066450,1.633069,0.134247,0.066393,1.716985,0.132656,0.070234,1.664613,0.106266,0.150205,1.925375,0.245399,0.054233,1.924909,0.314229,0.081931,1.932067,0.149283,-0.013983,1.928234,0.217706,0.069847,1.970597,0.231020
1655,4.597222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
