Format Version,1.23,Take Name,Calibsmartstonex 2023-04-17 11.37.41 AM_001,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2023-04-17 11.38.40.797 AM,Capture Start Frame,2604639,Total Frames in Take,9521,Total Exported Frames,9521,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
8,0.022222,0.007157,0.080746,0.002001,-0.996707,0.068547,1.916124,0.231495,0.151901,1.925529,0.245798,0.054033,1.924695,0.315313,0.081903,1.931913,0.148024,-0.015743,1.928275,0.217244,0.070016,1.970769,0.231094,0.000040,-0.002852,0.000997,-0.999996,0.066502,1.716878,0.132632,0.069247,1.742852,0.132352,0.066437,1.633032,0.134217,0.066518,1.716916,0.132652,0.070243,1.664540,0.106226,0.069346,1.742662,0.132322,0.066468,1.633072,0.134229,0.066385,1.716980,0.132661,0.070245,1.664627,0.106235,0.150323,1.925379,0.245396,0.054240,1.924906,0.314227,0.081905,1.932077,0.149279,-0.013997,1.928217,0.217716,0.069850,1.970586,0.231008
9,0.025000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.030556,0.007187,0.080817,0.002040,-0.996701,0.068543,1.916126,0.231501,0.151895,1.925525,0.245816,0.054017,1.924703,0.315317,0.081912,1.931909,0.148032,-0.015744,1.928282,0.217238,0.070016,1.970771,0.231097,0.000027,-0.002924,0.001061,-0.999995,0.066514,1.716887,0.132628,0.069263,1.742861,0.132348,0.066438,1.633041,0.134211,0.066530,1.716925,0.132648,0.070244,1.664549,0.106220,0.069362,1.742684,0.132304,0.066469,1.633068,0.134212,0.066397,1.716990,0.132672,0.070247,1.664634,0.106238,0.150374,1.925387,0.245435,0.054229,1.924910,0.314230,0.081920,1.932074,0.149287,-0.013983,1.928220,0.217723,0.069845,1.970589,0.231004
12,0.033333,0.007189,0.080906,0.001888,-0.996694,0.068559,1.916129,0.231517,0.151905,1.925553,0.245846,0.054016,1.924704,0.315329,0.081938,1.931913,0.148049,-0.015729,1.928259,0.217238,0.070015,1.970774,0.231112,0.000143,-0.002557,0.000956,-0.999996,0.066500,1.716889,0.132623,0.069244,1.742864,0.132339,0.066441,1.633044,0.134225,0.066516,1.716927,0.132643,0.070261,1.664546,0.106230,0.069339,1.742687,0.132295,0.066471,1.633078,0.134226,0.066388,1.716992,0.132671,0.070264,1.664626,0.106246,0.150249,1.925385,0.245444,0.054235,1.924905,0.314227,0.081939,1.932072,0.149299,-0.013991,1.928231,0.217720,0.069841,1.970593,0.231015
13,0.036111,0.007194,0.080788,0.002032,-0.996703,0.068549,1.916126,0.231512,0.151902,1.925525,0.245821,0.054029,1.924703,0.315328,0.081913,1.931907,0.148041,-0.015739,1.928280,0.217253,0.070021,1.970770,0.231107,0.000094,-0.002943,0.000942,-0.999995,0.066499,1.716891,0.132618,0.069241,1.742866,0.132334,0.066443,1.633046,0.134212,0.066515,1.716930,0.132638,0.070241,1.664551,0.106217,0.069342,1.742691,0.132285,0.066474,1.633077,0.134208,0.066380,1.716999,0.132674,0.070244,1.664627,0.106236,0.150370,1.925383,0.245452,0.054251,1.924910,0.314224,0.081918,1.932068,0.149296,-0.013995,1.928230,0.217725,0.069845,1.970590,0.231014
14,0.038889,0.007206,0.080879,0.001882,-0.996696,0.068558,1.916131,0.231522,0.151906,1.925557,0.245846,0.054020,1.924709,0.315335,0.081933,1.931913,0.148053,-0.015731,1.928260,0.217247,0.070014,1.970776,0.231115,-0.000026,-0.002784,0.000925,-0.999996,0.066510,1.716886,0.132625,0.069252,1.742861,0.132348,0.066457,1.633040,0.134198,0.066526,1.716924,0.132645,0.070262,1.664552,0.106212,0.069359,1.742677,0.132288,0.066488,1.633074,0.134201,0.066382,1.716979,0.132690,0.070267,1.664646,0.106224,0.150257,1.925395,0.245452,0.054237,1.924914,0.314226,0.081928,1.932075,0.149298,-0.013998,1.928225,0.217728,0.069849,1.970591,0.231018
15,0.041667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.044444,0.007194,0.080795,0.001870,-0.996703,0.068555,1.916132,0.231498,0.151905,1.925559,0.245809,0.054031,1.924707,0.315314,0.081915,1.931916,0.148028,-0.015736,1.928259,0.217239,0.070010,1.970777,0.231092,0.000016,-0.002833,0.000939,-0.999996,0.066500,1.716892,0.132628,0.069243,1.742866,0.132348,0.066445,1.633046,0.134208,0.066516,1.716930,0.132648,0.070248,1.664555,0.106219,0.069349,1.742702,0.132296,0.066477,1.633078,0.134207,0.066373,1.716986,0.132689,0.070253,1.664631,0.106231,0.150215,1.925385,0.245381,0.054235,1.924906,0.314223,0.081909,1.932071,0.149287,-0.013994,1.928225,0.217717,0.069847,1.970605,0.231002
17,0.047222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.052778,0.007217,0.080835,0.001938,-0.996700,0.068553,1.916133,0.231515,0.151903,1.925549,0.245832,0.054023,1.924713,0.315329,0.081922,1.931911,0.148045,-0.015736,1.928271,0.217248,0.070015,1.970778,0.231107,0.000059,-0.002615,0.000911,-0.999996,0.066505,1.716890,0.132621,0.069246,1.742865,0.132341,0.066453,1.633045,0.134210,0.066521,1.716928,0.132642,0.070267,1.664552,0.106219,0.069352,1.742678,0.132288,0.066486,1.633082,0.134208,0.066379,1.716988,0.132677,0.070270,1.664641,0.106239,0.150258,1.925391,0.245435,0.054237,1.924912,0.314230,0.081916,1.932070,0.149298,-0.013989,1.928232,0.217729,0.069853,1.970600,0.231009
20,0.055556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.058333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.061111,0.007238,0.080822,0.001966,-0.996700,0.068555,1.916132,0.231514,0.151906,1.925544,0.245828,0.054028,1.924717,0.315328,0.081923,1.931907,0.148043,-0.015733,1.928275,0.217249,0.070021,1.970777,0.231104,0.000195,-0.002967,0.000963,-0.999995,0.066518,1.716890,0.132619,0.069262,1.742865,0.132330,0.066459,1.633045,0.134230,0.066534,1.716928,0.132640,0.070257,1.664544,0.106228,0.069364,1.742702,0.132288,0.066492,1.633077,0.134224,0.066398,1.716993,0.132667,0.070259,1.664610,0.106249,0.150264,1.925393,0.245433,0.054240,1.924919,0.314227,0.081910,1.932066,0.149294,-0.013986,1.928231,0.217722,0.069866,1.970595,0.231013
23,0.063889,0.007218,0.080837,0.001971,-0.996699,0.068553,1.916127,0.231515,0.151904,1.925538,0.245832,0.054023,1.924708,0.315329,0.081924,1.931905,0.148045,-0.015735,1.928271,0.217248,0.070019,1.970772,0.231107,0.000165,-0.002800,0.001033,-0.999996,0.066515,1.716882,0.132612,0.069263,1.742856,0.132325,0.066444,1.633037,0.134218,0.066531,1.716920,0.132632,0.070255,1.664537,0.106219,0.069376,1.742668,0.132273,0.066479,1.633081,0.134219,0.066379,1.716985,0.132673,0.070260,1.664618,0.106229,0.150254,1.925383,0.245440,0.054239,1.924907,0.314229,0.081912,1.932058,0.149282,-0.013992,1.928236,0.217719,0.069859,1.970595,0.231016
24,0.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.069444,0.007148,0.080775,0.001948,-0.996705,0.068550,1.916133,0.231505,0.151901,1.925546,0.245814,0.054030,1.924702,0.315323,0.081909,1.931923,0.148036,-0.015741,1.928274,0.217250,0.070012,1.970778,0.231105,-0.000015,-0.002862,0.000962,-0.999995,0.066509,1.716871,0.132627,0.069253,1.742846,0.132349,0.066450,1.633026,0.134203,0.066525,1.716909,0.132647,0.070253,1.664536,0.106215,0.069383,1.742647,0.132281,0.066488,1.633073,0.134201,0.066350,1.716965,0.132702,0.070259,1.664631,0.106228,0.150222,1.925375,0.245389,0.054236,1.924908,0.314228,0.081902,1.932086,0.149298,-0.013990,1.928232,0.217727,0.069851,1.970598,0.231016
26,0.072222,0.007169,0.080698,0.002090,-0.996711,0.068539,1.916127,0.231495,0.151896,1.925516,0.245791,0.054035,1.924701,0.315315,0.081890,1.931912,0.148023,-0.015750,1.928292,0.217253,0.070018,1.970771,0.231094,0.000085,-0.002952,0.000930,-0.999995,0.066517,1.716886,0.132624,0.069259,1.742861,0.132341,0.066463,1.633041,0.134217,0.066532,1.716924,0.132644,0.070259,1.664546,0.106222,0.069371,1.742676,0.132296,0.066498,1.633082,0.134218,0.066382,1.716987,0.132673,0.070262,1.664628,0.106237,0.150337,1.925369,0.245384,0.054241,1.924910,0.314234,0.081896,1.932074,0.149298,-0.013988,1.928229,0.217719,0.069849,1.970594,0.231013
27,0.075000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.077778,0.007210,0.080755,0.002061,-0.996706,0.068551,1.916126,0.231500,0.151905,1.925521,0.245804,0.054036,1.924707,0.315317,0.081910,1.931905,0.148028,-0.015738,1.928286,0.217246,0.070026,1.970771,0.231093,0.000125,-0.003010,0.000915,-0.999995,0.066526,1.716877,0.132625,0.069267,1.742852,0.132339,0.066475,1.633032,0.134224,0.066542,1.716915,0.132645,0.070267,1.664535,0.106226,0.069373,1.742651,0.132287,0.066509,1.633077,0.134214,0.066399,1.716991,0.132679,0.070269,1.664616,0.106255,0.150342,1.925377,0.245396,0.054241,1.924915,0.314224,0.081918,1.932065,0.149304,-0.013994,1.928234,0.217719,0.069856,1.970589,0.231010
29,0.080556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.086111,0.007171,0.080862,0.001958,-0.996698,0.068546,1.916130,0.231517,0.151895,1.925542,0.245839,0.054011,1.924703,0.315331,0.081920,1.931917,0.148049,-0.015742,1.928273,0.217246,0.070010,1.970775,0.231114,0.000140,-0.002850,0.001049,-0.999995,0.066521,1.716884,0.132614,0.069269,1.742858,0.132328,0.066447,1.633039,0.134215,0.066537,1.716922,0.132634,0.070257,1.664540,0.106218,0.069378,1.742671,0.132281,0.066481,1.633074,0.134214,0.066391,1.716990,0.132662,0.070259,1.664625,0.106237,0.150258,1.925390,0.245446,0.054227,1.924907,0.314228,0.081909,1.932074,0.149288,-0.013993,1.928229,0.217721,0.069851,1.970593,0.231024
32,0.088889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.091667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.094444,0.007195,0.080804,0.001906,-0.996702,0.068560,1.916127,0.231511,0.151910,1.925548,0.245823,0.054035,1.924703,0.315327,0.081923,1.931910,0.148041,-0.015730,1.928260,0.217250,0.070019,1.970772,0.231105,0.000050,-0.002674,0.000997,-0.999996,0.066516,1.716879,0.132627,0.069262,1.742853,0.132347,0.066450,1.633034,0.134214,0.066532,1.716917,0.132647,0.070266,1.664540,0.106223,0.069377,1.742662,0.132295,0.066486,1.633072,0.134212,0.066377,1.716986,0.132683,0.070270,1.664624,0.106242,0.150225,1.925372,0.245400,0.054243,1.924908,0.314233,0.081919,1.932073,0.149302,-0.013993,1.928227,0.217728,0.069852,1.970590,0.231013
35,0.097222,0.007240,0.080868,0.001967,-0.996697,0.068554,1.916132,0.231523,0.151904,1.925544,0.245845,0.054019,1.924717,0.315336,0.081930,1.931907,0.148053,-0.015733,1.928275,0.217250,0.070020,1.970777,0.231113,0.000072,-0.002721,0.000949,-0.999996,0.066502,1.716885,0.132627,0.069246,1.742859,0.132345,0.066445,1.633039,0.134217,0.066518,1.716923,0.132647,0.070255,1.664546,0.106225,0.069350,1.742680,0.132300,0.066477,1.633069,0.134225,0.066377,1.716991,0.132679,0.070260,1.664629,0.106229,0.150257,1.925386,0.245452,0.054233,1.924919,0.314237,0.081922,1.932072,0.149303,-0.013988,1.928233,0.217732,0.069861,1.970593,0.231013
36,0.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.102778,0.007154,0.080812,0.001898,-0.996702,0.068560,1.916130,0.231517,0.151910,1.925552,0.245831,0.054034,1.924699,0.315333,0.081924,1.931920,0.148048,-0.015730,1.928263,0.217256,0.070017,1.970775,0.231116,0.000032,-0.002892,0.000987,-0.999995,0.066515,1.716879,0.132634,0.069260,1.742854,0.132354,0.066452,1.633034,0.134218,0.066531,1.716918,0.132654,0.070255,1.664542,0.106227,0.069367,1.742674,0.132306,0.066484,1.633070,0.134225,0.066388,1.716973,0.132687,0.070260,1.664631,0.106234,0.150260,1.925390,0.245443,0.054253,1.924899,0.314228,0.081921,1.932082,0.149296,-0.014003,1.928234,0.217735,0.069848,1.970591,0.231013
38,0.105556,0.007159,0.080792,0.001920,-0.996703,0.068551,1.916138,0.231505,0.151901,1.925556,0.245816,0.054027,1.924708,0.315321,0.081912,1.931927,0.148035,-0.015740,1.928274,0.217247,0.070010,1.970783,0.231103,0.000148,-0.002461,0.001048,-0.999996,0.066511,1.716887,0.132621,0.069259,1.742861,0.132337,0.066436,1.633042,0.134224,0.066527,1.716925,0.132641,0.070267,1.664542,0.106229,0.069354,1.742671,0.132283,0.066464,1.633074,0.134229,0.066400,1.716988,0.132679,0.070271,1.664636,0.106241,0.150214,1.925388,0.245404,0.054238,1.924914,0.314225,0.081902,1.932092,0.149289,-0.013989,1.928238,0.217726,0.069850,1.970596,0.231009
39,0.108333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.111111,0.007163,0.080830,0.001868,-0.996700,0.068554,1.916134,0.231508,0.151902,1.925561,0.245825,0.054023,1.924704,0.315323,0.081919,1.931923,0.148039,-0.015737,1.928261,0.217243,0.070008,1.970779,0.231105,0.000173,-0.002723,0.000981,-0.999996,0.066506,1.716883,0.132630,0.069251,1.742858,0.132343,0.066443,1.633038,0.134238,0.066522,1.716921,0.132650,0.070255,1.664538,0.106239,0.069354,1.742665,0.132288,0.066475,1.633082,0.134232,0.066383,1.716988,0.132691,0.070259,1.664620,0.106258,0.150210,1.925382,0.245400,0.054235,1.924908,0.314228,0.081918,1.932086,0.149304,-0.013987,1.928233,0.217723,0.069836,1.970596,0.231012
41,0.113889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.116667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.119444,0.007176,0.080777,0.002061,-0.996704,0.068546,1.916131,0.231507,0.151900,1.925526,0.245815,0.054028,1.924707,0.315324,0.081909,1.931916,0.148037,-0.015741,1.928291,0.217251,0.070021,1.970776,0.231104,0.000061,-0.002884,0.000933,-0.999995,0.066502,1.716885,0.132644,0.069245,1.742860,0.132362,0.066448,1.633039,0.134232,0.066518,1.716923,0.132664,0.070248,1.664546,0.106240,0.069346,1.742674,0.132320,0.066479,1.633068,0.134240,0.066382,1.716997,0.132691,0.070252,1.664630,0.106247,0.150338,1.925381,0.245414,0.054232,1.924914,0.314233,0.081916,1.932080,0.149298,-0.013989,1.928229,0.217737,0.069857,1.970597,0.231015
44,0.122222,0.007196,0.080875,0.001899,-0.996696,0.068547,1.916133,0.231525,0.151895,1.925555,0.245849,0.054010,1.924709,0.315338,0.081922,1.931916,0.148056,-0.015741,1.928265,0.217252,0.070005,1.970778,0.231119,0.000217,-0.002815,0.000947,-0.999996,0.066494,1.716896,0.132635,0.069237,1.742870,0.132346,0.066437,1.633051,0.134250,0.066510,1.716934,0.132656,0.070242,1.664549,0.106248,0.069340,1.742683,0.132300,0.066469,1.633084,0.134250,0.066372,1.717004,0.132683,0.070245,1.664634,0.106265,0.150247,1.925387,0.245465,0.054236,1.924912,0.314230,0.081916,1.932078,0.149308,-0.013989,1.928225,0.217730,0.069836,1.970601,0.231019
45,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.127778,0.007188,0.080829,0.001875,-0.996700,0.068553,1.916132,0.231516,0.151902,1.925558,0.245832,0.054023,1.924707,0.315331,0.081919,1.931917,0.148046,-0.015738,1.928260,0.217251,0.070008,1.970777,0.231110,0.000061,-0.002593,0.000900,-0.999996,0.066479,1.716887,0.132644,0.069220,1.742862,0.132364,0.066430,1.633042,0.134233,0.066495,1.716926,0.132664,0.070244,1.664549,0.106242,0.069324,1.742665,0.132318,0.066462,1.633074,0.134235,0.066355,1.717004,0.132691,0.070247,1.664637,0.106259,0.150214,1.925385,0.245413,0.054232,1.924910,0.314244,0.081911,1.932076,0.149285,-0.013989,1.928226,0.217728,0.069844,1.970598,0.231021
47,0.130556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0.133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
