Input,Time,Latitude,Longitude,Pitch,Yaw,Roll,Stonex_status
SMAR,2023-04-11 12:13:47.04,46.0906104,11.1155345,346.59,346.28,4.12,null
SMAR,2023-04-11 12:13:47.081,46.0906104,11.1155345,346.59,346.25,4.13,null
STON,2023-04-11 12:13:47.081,46.090273385,11.115576615,12.89687,180.0,10.329992,1025
SMAR,2023-04-11 12:13:47.114,46.0906104,11.1155345,346.59,346.27,4.12,null
SMAR,2023-04-11 12:13:47.148,46.0906104,11.1155345,346.59,346.27,4.12,null
SMAR,2023-04-11 12:13:47.181,46.0906104,11.1155345,346.59,346.27,4.12,null
SMAR,2023-04-11 12:13:47.215,46.0906104,11.1155345,346.59,346.27,4.12,null
SMAR,2023-04-11 12:13:47.249,46.0906104,11.1155345,346.59,346.27,4.12,null
SMAR,2023-04-11 12:13:47.281,46.0906104,11.1155345,346.59,346.27,4.12,null
SMAR,2023-04-11 12:13:47.314,46.0906104,11.1155345,346.59,346.27,4.12,null
STON,2023-04-11 12:13:47.314,46.090273385,11.115576615,12.666672,180.0,10.607091,1025
SMAR,2023-04-11 12:13:47.339,46.0906104,11.1155345,346.59,346.27,4.12,null
SMAR,2023-04-11 12:13:47.38,46.0906104,11.1155345,346.59,346.27,4.12,null
SMAR,2023-04-11 12:13:47.413,46.0906104,11.1155345,346.59,346.27,4.12,null
SMAR,2023-04-11 12:13:47.446,46.0906104,11.1155345,346.59,346.27,4.12,null
SMAR,2023-04-11 12:13:47.48,46.0906104,11.1155345,346.59,346.27,4.12,null
SMAR,2023-04-11 12:13:47.514,46.0904776,11.1155826,346.59,346.27,4.12,null
SMAR,2023-04-11 12:13:47.544,46.0904776,11.1155826,346.58,346.27,4.12,null
SMAR,2023-04-11 12:13:47.578,46.0904776,11.1155826,346.58,346.27,4.12,null
STON,2023-04-11 12:13:47.578,46.090273385,11.115576615,12.179626,180.0,11.13407,1025
SMAR,2023-04-11 12:13:47.612,46.0904776,11.1155826,346.58,346.27,4.12,null
SMAR,2023-04-11 12:13:47.645,46.0904776,11.1155826,346.58,346.27,4.12,null
SMAR,2023-04-11 12:13:47.679,46.0904776,11.1155826,346.58,346.27,4.12,null
STON,2023-04-11 12:13:47.679,46.090273385,11.115576615,11.958535,180.0,11.806324,1025
SMAR,2023-04-11 12:13:47.707,46.0904776,11.1155826,346.58,346.27,4.12,null
SMAR,2023-04-11 12:13:47.744,46.0904776,11.1155826,346.58,346.27,4.12,null
SMAR,2023-04-11 12:13:47.777,46.0904776,11.1155826,346.58,346.27,4.12,null
STON,2023-04-11 12:13:47.777,46.09027175833333,11.115574518333334,11.958535,180.0,11.806324,1025
STON,2023-04-11 12:13:47.777,46.09027175833333,11.115574518333334,11.958535,180.0,11.806324,1025
SMAR,2023-04-11 12:13:47.809,46.0904776,11.1155826,346.58,346.27,4.12,null
SMAR,2023-04-11 12:13:47.843,46.0904776,11.1155826,346.58,346.27,4.12,null
SMAR,2023-04-11 12:13:47.875,46.0904776,11.1155826,346.58,346.27,4.13,null
STON,2023-04-11 12:13:47.875,46.09027175833333,11.115574518333334,11.449735,180.0,11.119679,1025
SMAR,2023-04-11 12:13:47.908,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:47.941,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:47.975,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.008,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.041,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.074,46.0904776,11.1155826,346.58,346.27,4.13,null
STON,2023-04-11 12:13:48.074,46.09027175833333,11.115574518333334,10.788988,180.0,10.00493,1025
SMAR,2023-04-11 12:13:48.112,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.14,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.174,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.207,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.241,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.274,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.307,46.0904776,11.1155826,346.58,346.27,4.13,null
STON,2023-04-11 12:13:48.307,46.09027175833333,11.115574518333334,10.324237,180.0,8.241559,1025
SMAR,2023-04-11 12:13:48.342,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.372,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.406,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.439,46.0904776,11.1155826,346.58,346.27,4.14,null
SMAR,2023-04-11 12:13:48.471,46.0904776,11.1155826,346.58,346.27,4.14,null
STON,2023-04-11 12:13:48.471,46.09027175833333,11.115574518333334,9.239395,180.0,2.74293,1025
SMAR,2023-04-11 12:13:48.504,46.0904776,11.1155826,346.58,346.27,4.14,null
SMAR,2023-04-11 12:13:48.538,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.571,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.622,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.638,46.0904776,11.1155826,346.58,346.27,4.13,null
SMAR,2023-04-11 12:13:48.687,46.0904776,11.1155826,346.58,346.27,4.14,null
STON,2023-04-11 12:13:48.687,46.09027175833333,11.115574518333334,7.147218,180.0,0.208605,1025
SMAR,2023-04-11 12:13:48.72,46.0904776,11.1155826,346.58,346.27,4.14,null
SMAR,2023-04-11 12:13:48.753,46.0904776,11.1155826,346.58,346.27,4.14,null
STON,2023-04-11 12:13:48.753,46.090270875,11.11557352,7.147218,180.0,0.208605,1025
STON,2023-04-11 12:13:48.753,46.090270875,11.11557352,7.147218,180.0,0.208605,1025
SMAR,2023-04-11 12:13:48.786,46.0904776,11.1155826,346.58,346.27,4.14,null
SMAR,2023-04-11 12:13:48.82,46.0904776,11.1155826,346.58,346.27,4.14,null
SMAR,2023-04-11 12:13:48.851,46.0904776,11.1155826,346.58,346.27,4.14,null
STON,2023-04-11 12:13:48.851,46.090270875,11.11557352,7.437262,180.0,-1.249913,1025
SMAR,2023-04-11 12:13:48.884,46.0904776,11.1155826,346.58,346.27,4.14,null
SMAR,2023-04-11 12:13:48.919,46.0904776,11.1155826,346.58,346.27,4.14,null
SMAR,2023-04-11 12:13:48.953,46.0904776,11.1155826,346.58,346.27,4.14,null
SMAR,2023-04-11 12:13:48.985,46.0904776,11.1155826,346.58,346.27,4.14,null
SMAR,2023-04-11 12:13:49.018,46.0904776,11.1155826,346.58,346.27,4.14,null
SMAR,2023-04-11 12:13:49.051,46.0904776,11.1155826,346.58,346.27,4.14,null
SMAR,2023-04-11 12:13:49.084,46.0904776,11.1155826,346.58,346.27,4.15,null
STON,2023-04-11 12:13:49.084,46.090270875,11.11557352,6.321497,180.0,-3.247534,1025
SMAR,2023-04-11 12:13:49.118,46.0904776,11.1155826,346.58,346.27,4.15,null
SMAR,2023-04-11 12:13:49.149,46.0904776,11.1155826,346.58,346.27,4.15,null
SMAR,2023-04-11 12:13:49.183,46.0904776,11.1155826,346.58,346.27,4.15,null
SMAR,2023-04-11 12:13:49.215,46.0904776,11.1155826,346.58,346.27,4.15,null
SMAR,2023-04-11 12:13:49.249,46.0904776,11.1155826,346.58,346.27,4.15,null
STON,2023-04-11 12:13:49.249,46.090270875,11.11557352,11.116314,180.0,-3.340084,1025
SMAR,2023-04-11 12:13:49.281,46.0904776,11.1155826,346.58,346.27,4.15,null
SMAR,2023-04-11 12:13:49.315,46.0904776,11.1155826,346.58,346.27,4.15,null
SMAR,2023-04-11 12:13:49.348,46.0904776,11.1155826,346.58,346.27,4.15,null
SMAR,2023-04-11 12:13:49.383,46.0904776,11.1155826,346.58,346.27,4.15,null
SMAR,2023-04-11 12:13:49.414,46.0904776,11.1155826,346.58,346.27,4.15,null
SMAR,2023-04-11 12:13:49.448,46.0904776,11.1155826,346.58,346.28,4.14,null
SMAR,2023-04-11 12:13:49.481,46.0904776,11.1155826,346.58,346.28,4.15,null
STON,2023-04-11 12:13:49.481,46.090270875,11.11557352,13.482574,180.0,-1.64615,1025
SMAR,2023-04-11 12:13:49.513,46.0904776,11.1155826,346.58,346.27,4.14,null
SMAR,2023-04-11 12:13:49.549,46.0904776,11.1155826,346.58,346.28,4.15,null
SMAR,2023-04-11 12:13:49.581,46.0904776,11.1155826,346.58,346.28,4.15,null
SMAR,2023-04-11 12:13:49.615,46.0904776,11.1155826,346.58,346.28,4.15,null
SMAR,2023-04-11 12:13:49.646,46.0904776,11.1155826,346.58,346.27,4.15,null
SMAR,2023-04-11 12:13:49.682,46.0904776,11.1155826,346.58,346.27,4.15,null
STON,2023-04-11 12:13:49.682,46.090270875,11.11557352,16.80267,180.0,-0.82053,1025
SMAR,2023-04-11 12:13:49.715,46.0904776,11.1155826,346.58,346.27,4.15,null
STON,2023-04-11 12:13:49.715,46.09026938666667,11.115571801666666,16.80267,180.0,-0.82053,1025
STON,2023-04-11 12:13:49.715,46.09026938666667,11.115571801666666,16.80267,180.0,-0.82053,1025
