Android_time,Stonex_gnss_time,ARCore_yaw,Stonex_yaw,Delta_yaw_AR_Ston
2023-05-02 16:51:01.854,2023-05-02 16:51:02.2,116.59,56.583096,60.00690033789063
2023-05-02 16:51:01.914,2023-05-02 16:51:02.4,110.88,56.583096,54.29690125341797
2023-05-02 16:51:02.015,2023-05-02 16:51:02.4,102.36,40.545815,61.814185610351565
2023-05-02 16:51:02.153,2023-05-02 16:51:02.6,89.26,40.545815,48.71418713623047
2023-05-02 16:51:02.253,2023-05-02 16:51:02.6,81.09,22.02026,59.069736337890625
2023-05-02 16:51:02.349,2023-05-02 16:51:02.8,74.28,22.02026,52.259738779296875
2023-05-02 16:51:02.416,2023-05-02 16:51:02.8,68.42,6.662539,61.75745916894531
2023-05-02 16:51:02.479,2023-05-02 16:51:03.0,61.66,6.662539,54.99746084741211
2023-05-02 16:51:02.651,2023-05-02 16:51:03.0,46.9,-11.85744,58.7574415258789
2023-05-02 16:51:02.752,2023-05-02 16:51:03.2,37.27,-11.85744,49.12744045776367
2023-05-02 16:51:02.815,2023-05-02 16:51:03.2,31.2,-29.560768,60.76076876293945
2023-05-02 16:51:02.984,2023-05-02 16:51:03.4,18.4,-29.560768,47.96076761853027
2023-05-02 16:51:03.083,2023-05-02 16:51:03.4,12.84,-46.349186,59.189186152587894
2023-05-02 16:51:03.113,2023-05-02 16:51:03.6,10.92,-46.349186,57.26918607629395
2023-05-02 16:51:03.45,2023-05-02 16:51:03.8,-16.02,-46.349186,30.32918554223633
2023-05-02 16:51:03.45,2023-05-02 16:51:03.8,-16.02,-75.039055,59.01905454223633
2023-05-02 16:51:03.522,2023-05-02 16:51:04.0,-21.78,-75.039055,53.2590543133545
2023-05-02 16:51:03.619,2023-05-02 16:51:04.0,-30.49,-91.641975,61.15197522888184
2023-05-02 16:51:03.854,2023-05-02 16:51:04.2,-43.09,-91.641975,48.55197484741211
2023-05-02 16:51:03.854,2023-05-02 16:51:04.2,-43.09,-106.397629,63.307628847412104
2023-05-02 16:51:03.957,2023-05-02 16:51:04.4,-45.56,-106.397629,60.83762762670898
2023-05-02 16:51:04.155,2023-05-02 16:51:04.4,-47.51,-114.15155,66.6415516784668
2023-05-02 16:51:04.155,2023-05-02 16:51:04.6,-47.51,-114.15155,66.6415516784668
2023-05-02 16:51:04.257,2023-05-02 16:51:04.6,-47.49,-116.70372,69.21371832153321
2023-05-02 16:51:04.354,2023-05-02 16:51:04.8,-47.33,-116.70372,69.37371816894532
2023-05-02 16:51:04.454,2023-05-02 16:51:04.8,-46.85,-116.516373,69.66637452587891
2023-05-02 16:51:04.585,2023-05-02 16:51:05.0,-45.56,-116.516373,70.95637162670899
2023-05-02 16:51:04.787,2023-05-02 16:51:05.2,-45.37,-116.516373,71.14637406811524
2023-05-02 16:51:05.256,2023-05-02 16:51:05.2,-21.42,-116.188362,94.76836192370605
2023-05-02 16:51:05.256,2023-05-02 16:51:05.4,-21.42,-116.188362,94.76836192370605
2023-05-02 16:51:05.256,2023-05-02 16:51:05.4,-21.42,-110.450706,89.03070592370605
2023-05-02 16:51:05.289,2023-05-02 16:51:05.6,-17.55,-110.450706,92.90070676293945
2023-05-02 16:51:05.289,2023-05-02 16:51:05.6,-17.55,-100.21373,82.66373076293945
2023-05-02 16:51:05.369,2023-05-02 16:51:05.8,-9.84,-100.21373,90.37372984741211
2023-05-02 16:51:05.494,2023-05-02 16:51:05.8,2.54,-82.741875,85.28187496185302
2023-05-02 16:51:05.721,2023-05-02 16:51:06.0,23.37,-82.741875,106.11187583923339
2023-05-02 16:51:05.721,2023-05-02 16:51:06.0,23.37,-63.929581,87.2995818392334
2023-05-02 16:51:05.759,2023-05-02 16:51:06.2,26.34,-63.929581,90.26958115258789
2023-05-02 16:51:05.882,2023-05-02 16:51:06.2,34.35,-46.014172,80.3641704741211
2023-05-02 16:51:05.9,2023-05-02 16:51:06.4,37.0,-46.014172,83.014172
2023-05-02 16:51:05.998,2023-05-02 16:51:06.4,46.8,-29.34993,76.14992923706055
2023-05-02 16:51:06.127,2023-05-02 16:51:06.6,58.75,-29.34993,88.09993
2023-05-02 16:51:06.165,2023-05-02 16:51:06.6,62.06,-10.529888,72.58988937329102
2023-05-02 16:51:06.358,2023-05-02 16:51:06.8,79.68,-10.529888,90.20988830517578
2023-05-02 16:51:06.391,2023-05-02 16:51:06.8,81.71,8.516665,73.19333408447265
2023-05-02 16:51:06.561,2023-05-02 16:51:07.0,93.24,8.516665,84.72333286376953
2023-05-02 16:51:06.672,2023-05-02 16:51:07.0,100.73,22.057684,78.6723193569336
2023-05-02 16:51:06.738,2023-05-02 16:51:07.2,106.59,22.057684,84.53231233789063
2023-05-02 16:51:06.796,2023-05-02 16:51:07.2,110.64,37.575745,73.06425438964844
2023-05-02 16:51:06.931,2023-05-02 16:51:07.4,107.75,37.575745,70.174255
2023-05-02 16:51:07.17,2023-05-02 16:51:07.6,103.62,37.575745,66.04425774658203
2023-05-02 16:51:07.194,2023-05-02 16:51:07.6,102.52,35.403103,67.1168936430664
2023-05-02 16:51:07.335,2023-05-02 16:51:07.8,99.14,35.403103,63.736896389648436
2023-05-02 16:51:07.402,2023-05-02 16:51:07.8,95.66,30.75639,64.90361366210938
2023-05-02 16:51:07.567,2023-05-02 16:51:08.0,86.24,30.75639,55.483607863769535
2023-05-02 16:51:07.567,2023-05-02 16:51:08.0,86.24,20.355532,65.88446586376953
2023-05-02 16:51:07.737,2023-05-02 16:51:08.2,78.57,20.355532,58.21446769482422
2023-05-02 16:51:07.8,2023-05-02 16:51:08.2,77.22,10.704681,66.51532022070313
2023-05-02 16:51:07.929,2023-05-02 16:51:08.4,74.43,10.704681,63.72531930517578
2023-05-02 16:51:07.963,2023-05-02 16:51:08.4,73.96,6.003119,67.95688008447266
2023-05-02 16:51:08.098,2023-05-02 16:51:08.6,72.68,6.003119,66.67688130517578
2023-05-02 16:51:08.295,2023-05-02 16:51:08.8,67.86,6.003119,61.856881610351564
2023-05-02 16:51:08.363,2023-05-02 16:51:08.8,67.13,-1.286097,68.41609425341797
2023-05-02 16:51:08.634,2023-05-02 16:51:09.0,71.2,-1.286097,72.48609394824219
2023-05-02 16:51:08.634,2023-05-02 16:51:09.0,71.2,-2.472541,73.6725379482422
2023-05-02 16:51:08.766,2023-05-02 16:51:09.2,76.3,-2.472541,78.77254405175782
2023-05-02 16:51:08.795,2023-05-02 16:51:09.2,77.56,5.943653,71.61634455859375
2023-05-02 16:51:08.931,2023-05-02 16:51:09.4,79.92,5.943653,73.97634516894531
2023-05-02 16:51:09.108,2023-05-02 16:51:09.4,87.46,10.951541,76.50845808447265
2023-05-02 16:51:09.179,2023-05-02 16:51:09.6,89.89,10.951541,78.93845838964843
2023-05-02 16:51:09.179,2023-05-02 16:51:09.6,89.89,19.683929,70.20607038964843
2023-05-02 16:51:09.338,2023-05-02 16:51:09.8,101.06,19.683929,81.37606855859374
2023-05-02 16:51:09.367,2023-05-02 16:51:09.8,101.65,32.16346,69.4865415258789
2023-05-02 16:51:09.572,2023-05-02 16:51:10.0,96.88,32.16346,64.71653725341797
2023-05-02 16:51:09.572,2023-05-02 16:51:10.0,96.88,29.011423,67.86857425341796
2023-05-02 16:51:09.739,2023-05-02 16:51:10.2,97.59,29.011423,68.57857333789062
2023-05-02 16:51:09.871,2023-05-02 16:51:10.2,93.1,29.540056,63.559942474121094
2023-05-02 16:51:10.043,2023-05-02 16:51:10.4,84.47,29.540056,54.929945220703125
2023-05-02 16:51:10.043,2023-05-02 16:51:10.4,84.47,22.158855,62.31114622070312
2023-05-02 16:51:10.136,2023-05-02 16:51:10.6,79.74,22.158855,57.58114286376953
2023-05-02 16:51:10.2,2023-05-02 16:51:10.6,79.65,11.300348,68.3496535258789
2023-05-02 16:51:10.436,2023-05-02 16:51:10.8,76.12,11.300348,64.81965474658203
2023-05-02 16:51:10.436,2023-05-02 16:51:10.8,76.12,9.101089,67.01891374658203
2023-05-02 16:51:11.039,2023-05-02 16:51:11.0,70.67,9.101089,61.56890916894531
2023-05-02 16:51:11.039,2023-05-02 16:51:11.0,70.67,7.524113,63.14588516894531
2023-05-02 16:51:11.039,2023-05-02 16:51:11.2,70.67,7.524113,63.14588516894531
2023-05-02 16:51:11.039,2023-05-02 16:51:11.2,70.67,3.507807,67.16219116894531
2023-05-02 16:51:11.039,2023-05-02 16:51:11.4,70.67,3.507807,67.16219116894531
2023-05-02 16:51:11.039,2023-05-02 16:51:11.4,70.67,0.841259,69.82873916894532
2023-05-02 16:51:11.101,2023-05-02 16:51:11.6,74.1,0.841259,73.2587394741211
2023-05-02 16:51:11.168,2023-05-02 16:51:11.6,77.44,6.120675,71.31932744140624
2023-05-02 16:51:11.336,2023-05-02 16:51:11.8,81.83,6.120675,75.70932683105468
2023-05-02 16:51:11.404,2023-05-02 16:51:11.8,84.98,12.051576,72.9284273569336
2023-05-02 16:51:11.6,2023-05-02 16:51:12.0,98.02,12.051576,85.96842064306641
2023-05-02 16:51:11.6,2023-05-02 16:51:12.0,98.02,23.950907,74.0690896430664
2023-05-02 16:51:11.737,2023-05-02 16:51:12.2,105.32,23.950907,81.36909269482422
2023-05-02 16:51:11.802,2023-05-02 16:51:12.2,107.08,35.512466,71.56753583105468
2023-05-02 16:51:11.936,2023-05-02 16:51:12.4,104.84,35.512466,69.32753033789062
2023-05-02 16:51:11.972,2023-05-02 16:51:12.4,103.99,35.822243,68.16775486376953
2023-05-02 16:51:12.142,2023-05-02 16:51:12.6,104.67,35.822243,68.84775516894531
2023-05-02 16:51:12.314,2023-05-02 16:51:12.8,98.23,35.822243,62.40776035693359
2023-05-02 16:51:12.44,2023-05-02 16:51:12.8,91.29,27.978184,63.311816915527345
2023-05-02 16:51:12.577,2023-05-02 16:51:13.0,88.76,27.978184,60.78181813623047
2023-05-02 16:51:12.651,2023-05-02 16:51:13.0,88.18,19.91753,68.26247030517578
2023-05-02 16:51:12.747,2023-05-02 16:51:13.2,86.06,19.91753,66.14246755859375
2023-05-02 16:51:12.774,2023-05-02 16:51:13.2,85.43,16.88183,68.54817030517577
2023-05-02 16:51:12.984,2023-05-02 16:51:13.4,82.16,16.88183,65.27817366210937
2023-05-02 16:51:13.048,2023-05-02 16:51:13.4,79.65,14.662941,64.9870605258789
2023-05-02 16:51:13.176,2023-05-02 16:51:13.6,77.08,14.662941,62.417060831054684
2023-05-02 16:51:13.279,2023-05-02 16:51:13.6,73.94,8.577085,65.36291744140625
2023-05-02 16:51:13.379,2023-05-02 16:51:13.8,69.73,8.577085,61.1529183569336
2023-05-02 16:51:13.379,2023-05-02 16:51:13.8,69.73,2.365607,67.3643963569336
2023-05-02 16:51:13.612,2023-05-02 16:51:14.0,63.19,2.365607,60.82439162670899
2023-05-02 16:51:13.642,2023-05-02 16:51:14.0,61.27,-2.47893,63.74893045776367
2023-05-02 16:51:13.883,2023-05-02 16:51:14.2,57.88,-2.47893,60.35893106811523
2023-05-02 16:51:13.883,2023-05-02 16:51:14.2,57.88,-11.390836,69.27083706811524
2023-05-02 16:51:13.953,2023-05-02 16:51:14.4,58.68,-11.390836,70.07083630517579
2023-05-02 16:51:14.118,2023-05-02 16:51:14.4,63.1,-11.47292,74.5729184741211
2023-05-02 16:51:14.149,2023-05-02 16:51:14.6,62.98,-11.47292,74.45291954223633
2023-05-02 16:51:14.252,2023-05-02 16:51:14.6,61.13,-6.789693,67.91969406811523
2023-05-02 16:51:14.378,2023-05-02 16:51:14.8,59.86,-6.789693,66.64969361035156
2023-05-02 16:51:14.515,2023-05-02 16:51:14.8,56.17,-8.773898,64.94389616894532
2023-05-02 16:51:14.614,2023-05-02 16:51:15.0,56.36,-14.169329,70.52932961035157
2023-05-02 16:51:14.614,2023-05-02 16:51:15.0,56.36,-14.169329,70.52932961035157
2023-05-02 16:51:14.75,2023-05-02 16:51:15.2,61.4,-14.169329,75.56933052587891
2023-05-02 16:51:14.879,2023-05-02 16:51:15.2,63.78,-9.699618,73.47961677929688
2023-05-02 16:51:14.982,2023-05-02 16:51:15.4,67.73,-9.699618,77.4296213569336
2023-05-02 16:51:15.016,2023-05-02 16:51:15.4,69.52,-5.286399,74.80639564306641
2023-05-02 16:51:15.147,2023-05-02 16:51:15.6,74.25,-5.286399,79.536399
2023-05-02 16:51:15.218,2023-05-02 16:51:15.6,77.09,3.20024,73.88975633789063
2023-05-02 16:51:15.387,2023-05-02 16:51:15.8,81.43,3.20024,78.22976030517579
2023-05-02 16:51:15.46,2023-05-02 16:51:15.8,79.61,11.729707,67.88029361035156
2023-05-02 16:51:15.651,2023-05-02 16:51:16.0,75.78,11.729707,64.05029177929687
2023-05-02 16:51:15.759,2023-05-02 16:51:16.2,70.91,11.729707,59.18029666210938
2023-05-02 16:51:15.815,2023-05-02 16:51:16.2,67.35,1.413153,65.9368454741211
2023-05-02 16:51:15.921,2023-05-02 16:51:16.4,63.38,1.413153,61.96684806811523
2023-05-02 16:51:16.02,2023-05-02 16:51:16.4,59.23,-7.606247,66.83624654223632
2023-05-02 16:51:16.525,2023-05-02 16:51:16.6,55.41,-7.606247,63.016246847412106
2023-05-02 16:51:16.525,2023-05-02 16:51:16.6,55.41,-16.012529,71.42252884741211
2023-05-02 16:51:16.556,2023-05-02 16:51:16.8,55.12,-16.012529,71.13252793188477
2023-05-02 16:51:16.586,2023-05-02 16:51:16.8,54.4,-15.595742,69.99574352587891
2023-05-02 16:51:16.615,2023-05-02 16:51:17.0,53.55,-15.595742,69.14574123706055
2023-05-02 16:51:16.651,2023-05-02 16:51:17.0,52.86,-15.316331,68.17633161035157
2023-05-02 16:51:16.752,2023-05-02 16:51:17.2,51.57,-15.316331,66.88633069482422
2023-05-02 16:51:16.815,2023-05-02 16:51:17.2,50.45,-18.755552,69.20555276293945
2023-05-02 16:51:16.986,2023-05-02 16:51:17.4,45.61,-18.755552,64.36555261035156
2023-05-02 16:51:17.083,2023-05-02 16:51:17.4,43.95,-23.456676,67.40667676293945
2023-05-02 16:51:17.227,2023-05-02 16:51:17.6,38.92,-23.456676,62.376674168945314
2023-05-02 16:51:17.258,2023-05-02 16:51:17.6,37.41,-27.768389,65.17838884741211
2023-05-02 16:51:17.352,2023-05-02 16:51:17.8,35.05,-27.768389,62.818388237060546
2023-05-02 16:51:17.45,2023-05-02 16:51:17.8,34.52,-35.396114,69.91611445776367
2023-05-02 16:51:17.619,2023-05-02 16:51:18.0,34.07,-35.396114,69.46611369482422
2023-05-02 16:51:17.619,2023-05-02 16:51:18.0,34.07,-36.555244,70.62524369482422
2023-05-02 16:51:17.756,2023-05-02 16:51:18.2,33.09,-36.555244,69.64524415258789
2023-05-02 16:51:18.027,2023-05-02 16:51:18.4,35.93,-36.555244,72.48524430517578
2023-05-02 16:51:18.063,2023-05-02 16:51:18.4,34.83,-32.9165,67.74650183105469
2023-05-02 16:51:18.162,2023-05-02 16:51:18.6,35.86,-32.9165,68.77650061035156
2023-05-02 16:51:18.258,2023-05-02 16:51:18.6,39.15,-34.458778,73.6087795258789
2023-05-02 16:51:18.4,2023-05-02 16:51:18.8,39.73,-34.458778,74.18877754223632
2023-05-02 16:51:18.511,2023-05-02 16:51:18.8,38.58,-29.044775,67.62477683105469
2023-05-02 16:51:18.657,2023-05-02 16:51:19.0,45.22,-29.044775,74.26477622070313
2023-05-02 16:51:18.657,2023-05-02 16:51:19.0,45.22,-29.702143,74.92214422070313
2023-05-02 16:51:18.756,2023-05-02 16:51:19.2,46.55,-29.702143,76.25214223706055
2023-05-02 16:51:18.859,2023-05-02 16:51:19.2,45.56,-23.060844,68.62084537329102
2023-05-02 16:51:18.956,2023-05-02 16:51:19.4,46.96,-23.060844,70.02084308447266
2023-05-02 16:51:19.057,2023-05-02 16:51:19.4,44.57,-23.271067,67.84106669482422
2023-05-02 16:51:19.154,2023-05-02 16:51:19.6,42.55,-23.271067,65.82106623706055
2023-05-02 16:51:19.29,2023-05-02 16:51:19.6,41.11,-26.66256,67.77256061035156
2023-05-02 16:51:19.388,2023-05-02 16:51:19.8,43.26,-26.66256,69.9225583215332
2023-05-02 16:51:19.453,2023-05-02 16:51:19.8,41.45,-27.233889,68.68388976293946
2023-05-02 16:51:19.698,2023-05-02 16:51:20.0,39.33,-27.233889,66.56389083105469
2023-05-02 16:51:19.698,2023-05-02 16:51:20.0,39.33,-29.83877,69.16877183105468
2023-05-02 16:51:19.758,2023-05-02 16:51:20.2,39.84,-29.83877,69.67877015258789
2023-05-02 16:51:19.894,2023-05-02 16:51:20.2,41.34,-29.578402,70.91840215258789
2023-05-02 16:51:19.96,2023-05-02 16:51:20.4,45.26,-29.578402,74.8384003215332
2023-05-02 16:51:20.029,2023-05-02 16:51:20.4,46.76,-25.860619,72.6206173215332
2023-05-02 16:51:20.162,2023-05-02 16:51:20.6,52.54,-25.860619,78.40061991552734
2023-05-02 16:51:20.359,2023-05-02 16:51:20.8,52.99,-25.860619,78.8506206784668
2023-05-02 16:51:20.46,2023-05-02 16:51:20.8,57.15,-16.696993,73.8469945258789
2023-05-02 16:51:20.663,2023-05-02 16:51:21.0,60.46,-16.696993,77.15699208447265
2023-05-02 16:51:20.663,2023-05-02 16:51:21.0,60.46,-11.53729,71.99728908447265
2023-05-02 16:51:20.803,2023-05-02 16:51:21.2,63.19,-11.53729,74.72728862670898
2023-05-02 16:51:20.803,2023-05-02 16:51:21.2,63.19,-8.966889,72.15688762670898
2023-05-02 16:51:20.999,2023-05-02 16:51:21.4,57.32,-8.966889,66.28688869482421
2023-05-02 16:51:21.071,2023-05-02 16:51:21.4,51.81,-9.730548,61.540549373291014
2023-05-02 16:51:21.167,2023-05-02 16:51:21.6,48.21,-9.730548,57.940547084472655
2023-05-02 16:51:21.232,2023-05-02 16:51:21.6,50.28,-22.93321,73.21320877929688
2023-05-02 16:51:21.375,2023-05-02 16:51:21.8,53.08,-22.93321,76.01321183105469
2023-05-02 16:51:21.469,2023-05-02 16:51:21.8,52.67,-18.655069,71.32506716894531
2023-05-02 16:51:21.866,2023-05-02 16:51:22.0,48.04,-18.655069,66.69506991552734
2023-05-02 16:51:21.866,2023-05-02 16:51:22.0,48.04,-20.027861,68.06786191552735
2023-05-02 16:51:21.866,2023-05-02 16:51:22.2,48.04,-20.027861,68.06786191552735
2023-05-02 16:51:21.866,2023-05-02 16:51:22.2,48.04,-23.13866,71.17866091552735
2023-05-02 16:51:21.932,2023-05-02 16:51:22.4,48.3,-23.13866,71.43865923706055
2023-05-02 16:51:22.002,2023-05-02 16:51:22.4,48.09,-22.972988,71.06298815258789
2023-05-02 16:51:22.134,2023-05-02 16:51:22.6,47.17,-22.972988,70.14298616894531
2023-05-02 16:51:22.199,2023-05-02 16:51:22.6,47.67,-24.093824,71.76382216894531
2023-05-02 16:51:22.364,2023-05-02 16:51:22.8,52.02,-24.093824,76.11382445776367
2023-05-02 16:51:22.364,2023-05-02 16:51:22.8,52.02,-21.017309,73.03730945776367
2023-05-02 16:51:22.6,2023-05-02 16:51:23.0,71.37,-21.017309,92.38731174658203
2023-05-02 16:51:22.6,2023-05-02 16:51:23.0,71.37,-7.776672,79.14667474658204
2023-05-02 16:51:22.7,2023-05-02 16:51:23.2,85.32,-7.776672,93.09667169482422
2023-05-02 16:51:22.867,2023-05-02 16:51:23.2,109.97,18.044163,91.92583822070313
2023-05-02 16:51:22.933,2023-05-02 16:51:23.4,118.63,18.044163,100.58583425341797
2023-05-02 16:51:23.002,2023-05-02 16:51:23.4,128.06,46.611694,81.44830355859375
2023-05-02 16:51:23.171,2023-05-02 16:51:23.6,146.25,46.611694,99.638306
2023-05-02 16:51:23.171,2023-05-02 16:51:23.6,146.25,72.129356,74.120644
2023-05-02 16:51:23.336,2023-05-02 16:51:23.8,158.89,72.129356,86.76064338964844
2023-05-02 16:51:23.41,2023-05-02 16:51:23.8,167.47,87.311615,80.15838622070312
2023-05-02 16:51:23.613,2023-05-02 16:51:24.0,-165.77,87.311615,-253.08161927246096
2023-05-02 16:51:23.634,2023-05-02 16:51:24.0,-161.5,113.845383,-275.34538299999997
2023-05-02 16:51:23.712,2023-05-02 16:51:24.2,-153.34,113.845383,-267.1853793378906
2023-05-02 16:51:23.837,2023-05-02 16:51:24.2,-144.09,138.508759,-282.5987553378906
2023-05-02 16:51:24.045,2023-05-02 16:51:24.4,-137.48,138.508759,-275.98875472753906
2023-05-02 16:51:24.075,2023-05-02 16:51:24.4,-137.66,150.198975,-287.8589786621094
2023-05-02 16:51:24.151,2023-05-02 16:51:24.6,-137.88,150.198975,-288.0789798828125
2023-05-02 16:51:24.238,2023-05-02 16:51:24.6,-137.98,152.088379,-290.0683747275391
2023-05-02 16:51:24.303,2023-05-02 16:51:24.8,-137.52,152.088379,-289.60838327246097
2023-05-02 16:51:24.444,2023-05-02 16:51:24.8,-136.58,152.735001,-289.3150028310547
2023-05-02 16:51:24.581,2023-05-02 16:51:25.0,-137.9,152.735001,-290.6349948964844
2023-05-02 16:51:24.647,2023-05-02 16:51:25.0,-139.17,153.037552,-292.2075501689453
2023-05-02 16:51:24.777,2023-05-02 16:51:25.2,-137.81,153.037552,-290.84754955859376
2023-05-02 16:51:24.877,2023-05-02 16:51:25.2,-137.39,151.305954,-288.6959533896485
2023-05-02 16:51:24.974,2023-05-02 16:51:25.4,-139.51,151.305954,-290.815948506836
2023-05-02 16:51:25.045,2023-05-02 16:51:25.4,-140.27,151.628983,-291.89898727246094
2023-05-02 16:51:25.145,2023-05-02 16:51:25.6,-139.3,151.628983,-290.9289860517578
2023-05-02 16:51:25.347,2023-05-02 16:51:25.8,-139.59,151.628983,-291.21897933789063
2023-05-02 16:51:25.441,2023-05-02 16:51:25.8,-138.2,150.445526,-288.64552294824216
2023-05-02 16:51:25.679,2023-05-02 16:51:26.0,-134.54,150.445526,-284.9855192861328
2023-05-02 16:51:25.679,2023-05-02 16:51:26.0,-134.54,153.950775,-288.49076828613283
2023-05-02 16:51:25.748,2023-05-02 16:51:26.2,-134.63,153.950775,-288.5807798828125
2023-05-02 16:51:25.853,2023-05-02 16:51:26.2,-133.79,155.356293,-289.1462862861328
2023-05-02 16:51:25.926,2023-05-02 16:51:26.4,-130.34,155.356293,-285.6962893378906
2023-05-02 16:51:26.041,2023-05-02 16:51:26.4,-115.77,161.194351,-276.9643476430664
2023-05-02 16:51:26.113,2023-05-02 16:51:26.6,-105.67,161.194351,-266.8643491689453
2023-05-02 16:51:26.377,2023-05-02 16:51:26.8,-61.8,161.194351,-222.99435023706056
2023-05-02 16:51:26.377,2023-05-02 16:51:26.8,-61.8,-139.064301,77.26430176293945
2023-05-02 16:51:26.644,2023-05-02 16:51:27.0,-25.36,-139.064301,113.70430038964844
2023-05-02 16:51:26.837,2023-05-02 16:51:27.2,-5.39,-139.064301,133.6743011335144
2023-05-02 16:51:26.837,2023-05-02 16:51:27.2,-5.39,-85.822502,80.4325021335144
2023-05-02 16:51:26.923,2023-05-02 16:51:27.4,5.6,-85.822502,91.42250190463257
2023-05-02 16:51:27.296,2023-05-02 16:51:27.4,30.55,-63.03339,93.58338923706054
2023-05-02 16:51:27.296,2023-05-02 16:51:27.6,30.55,-63.03339,93.58338923706054
2023-05-02 16:51:27.337,2023-05-02 16:51:27.6,33.55,-49.44677,82.99676923706055
2023-05-02 16:51:27.337,2023-05-02 16:51:27.8,33.55,-49.44677,82.99676923706055
2023-05-02 16:51:27.354,2023-05-02 16:51:27.8,36.15,-35.259632,71.40963352587892
2023-05-02 16:51:27.561,2023-05-02 16:51:28.0,41.53,-35.259632,76.78963077929689
2023-05-02 16:51:27.561,2023-05-02 16:51:28.0,41.53,-28.577797,70.10779577929688
2023-05-02 16:51:27.793,2023-05-02 16:51:28.2,46.36,-28.577797,74.93779761035157
2023-05-02 16:51:27.824,2023-05-02 16:51:28.2,46.41,-24.833097,71.2430968474121
2023-05-02 16:51:27.958,2023-05-02 16:51:28.4,44.06,-24.833097,68.89309837329101
2023-05-02 16:51:27.991,2023-05-02 16:51:28.4,44.37,-26.109095,70.47909393188476
2023-05-02 16:51:28.124,2023-05-02 16:51:28.6,44.18,-26.109095,70.28909530517578
2023-05-02 16:51:28.191,2023-05-02 16:51:28.6,44.64,-25.97699,70.61698938964844
2023-05-02 16:51:28.289,2023-05-02 16:51:28.8,45.23,-25.97699,71.20698954223633
2023-05-02 16:51:28.356,2023-05-02 16:51:28.8,45.06,-25.071754,70.13175537329101
2023-05-02 16:51:28.622,2023-05-02 16:51:29.0,42.15,-25.071754,67.2217555258789
2023-05-02 16:51:28.622,2023-05-02 16:51:29.0,42.15,-28.080374,70.23037552587891
2023-05-02 16:51:28.704,2023-05-02 16:51:29.2,41.12,-28.080374,69.20037293188477
2023-05-02 16:51:28.762,2023-05-02 16:51:29.2,38.59,-30.779455,69.36945515258789
2023-05-02 16:51:28.969,2023-05-02 16:51:29.4,30.31,-30.779455,61.08945446594238
2023-05-02 16:51:28.969,2023-05-02 16:51:29.4,30.31,-39.549793,69.85979246594238
2023-05-02 16:51:29.167,2023-05-02 16:51:29.6,26.15,-39.549793,65.69979261853027
2023-05-02 16:51:29.167,2023-05-02 16:51:29.6,26.15,-42.751205,68.90120461853027
2023-05-02 16:51:29.367,2023-05-02 16:51:29.8,-3.35,-42.751205,39.40120509536743
2023-05-02 16:51:29.597,2023-05-02 16:51:30.0,-42.4,-42.751205,0.35120347412109254
2023-05-02 16:51:29.597,2023-05-02 16:51:30.0,-42.4,-104.855156,62.45515447412109
2023-05-02 16:51:29.798,2023-05-02 16:51:30.2,-59.14,-104.855156,45.715156610351556
2023-05-02 16:51:29.798,2023-05-02 16:51:30.2,-59.14,-126.847298,67.70729861035156
2023-05-02 16:51:29.895,2023-05-02 16:51:30.4,-60.71,-126.847298,66.13729891552734
2023-05-02 16:51:29.994,2023-05-02 16:51:30.4,-60.58,-131.132767,70.55276516894531
2023-05-02 16:51:30.16,2023-05-02 16:51:30.6,-56.62,-131.132767,74.51276806811524
2023-05-02 16:51:30.261,2023-05-02 16:51:30.6,-53.84,-127.460434,73.62043384741212
2023-05-02 16:51:30.359,2023-05-02 16:51:30.8,-52.67,-127.460434,74.7904358310547
2023-05-02 16:51:30.395,2023-05-02 16:51:30.8,-52.37,-122.909981,70.53998206811524
2023-05-02 16:51:30.594,2023-05-02 16:51:31.0,-32.11,-122.909981,90.79998038964844
2023-05-02 16:51:30.623,2023-05-02 16:51:31.0,-27.11,-110.899017,83.78901638964844
2023-05-02 16:51:30.692,2023-05-02 16:51:31.2,-17.05,-110.899017,93.84901776293945
2023-05-02 16:51:30.762,2023-05-02 16:51:31.2,-6.41,-80.981758,74.57175815258789
2023-05-02 16:51:30.954,2023-05-02 16:51:31.4,25.79,-80.981758,106.77175891552734
2023-05-02 16:51:30.989,2023-05-02 16:51:31.4,31.24,-48.627514,79.86751377111815
2023-05-02 16:51:31.138,2023-05-02 16:51:31.6,53.17,-48.627514,101.7975121689453
2023-05-02 16:51:31.17,2023-05-02 16:51:31.6,57.67,-16.245939,73.9159371689453
2023-05-02 16:51:31.337,2023-05-02 16:51:31.8,67.02,-16.245939,83.2659356430664
2023-05-02 16:51:31.402,2023-05-02 16:51:31.8,68.44,-3.032082,71.47208444140625
2023-05-02 16:51:31.567,2023-05-02 16:51:32.0,69.76,-3.032082,72.79208413623047
2023-05-02 16:51:31.567,2023-05-02 16:51:32.0,69.76,-0.924383,70.68438513623047
2023-05-02 16:51:31.734,2023-05-02 16:51:32.2,69.81,-0.924383,70.73438055859376
2023-05-02 16:51:31.8,2023-05-02 16:51:32.2,69.41,-0.860422,70.27042566210937
2023-05-02 16:51:31.932,2023-05-02 16:51:32.4,68.3,-0.860422,69.16042505175781
2023-05-02 16:51:32.001,2023-05-02 16:51:32.4,66.09,-2.458287,68.54828333789062
