Input,Time,Latitude,Longitude,Pitch,Yaw,Roll,Stonex_status
SMAR,2023-05-03 15:10:01.832,46.0898517,11.115595,0.48,9.46,2.27,null
SMAR,2023-05-03 15:10:01.864,46.0898517,11.115595,0.54,9.75,2.33,null
STON,2023-05-03 15:10:01.864,46.089835095,11.115563733333333,0.426228,56.265244,0.480573,2
SMAR,2023-05-03 15:10:01.904,46.0898517,11.115595,0.57,9.85,2.37,null
SMAR,2023-05-03 15:10:01.932,46.0898517,11.115595,0.6,9.79,2.4,null
SMAR,2023-05-03 15:10:01.963,46.0898517,11.115595,0.64,9.65,2.43,null
STON,2023-05-03 15:10:01.963,46.089835095,11.115563733333333,0.945617,57.234352,0.873606,2
SMAR,2023-05-03 15:10:01.992,46.0898517,11.115595,0.63,9.5,2.44,null
SMAR,2023-05-03 15:10:02.024,46.0898517,11.115595,0.65,9.49,2.42,null
SMAR,2023-05-03 15:10:02.059,46.0898517,11.115595,0.68,9.54,2.41,null
STON,2023-05-03 15:10:02.059,46.089835015,11.115563705,0.945617,57.234352,0.873606,2
SMAR,2023-05-03 15:10:02.099,46.0898517,11.115595,0.7,9.45,2.35,null
SMAR,2023-05-03 15:10:02.128,46.0898517,11.115595,0.71,9.3,2.29,null
STON,2023-05-03 15:10:02.128,46.089835015,11.115563705,1.127132,57.275597,1.039618,2
SMAR,2023-05-03 15:10:02.162,46.0898517,11.115595,0.74,9.14,2.22,null
SMAR,2023-05-03 15:10:02.194,46.0898517,11.115595,0.74,9.13,2.13,null
SMAR,2023-05-03 15:10:02.228,46.0898517,11.115595,0.76,9.14,2.05,null
STON,2023-05-03 15:10:02.228,46.08983511666667,11.115563628333334,1.127132,57.275597,1.039618,2
SMAR,2023-05-03 15:10:02.268,46.0898517,11.115595,0.77,9.24,1.99,null
SMAR,2023-05-03 15:10:02.3,46.0898517,11.115595,0.77,9.26,1.93,null
SMAR,2023-05-03 15:10:02.332,46.0898517,11.115595,0.79,9.19,1.88,null
STON,2023-05-03 15:10:02.332,46.08983511666667,11.115563628333334,1.24597,56.893108,0.685882,2
SMAR,2023-05-03 15:10:02.36,46.0898517,11.115595,0.8,9.21,1.86,null
SMAR,2023-05-03 15:10:02.393,46.0898517,11.115595,0.84,9.27,1.83,null
SMAR,2023-05-03 15:10:02.427,46.0898517,11.115595,0.87,9.28,1.84,null
SMAR,2023-05-03 15:10:02.459,46.0898517,11.115595,0.9,9.29,1.84,null
SMAR,2023-05-03 15:10:02.494,46.0898517,11.115595,0.96,9.3,1.86,null
STON,2023-05-03 15:10:02.494,46.08983514,11.11556352,1.24597,56.893108,0.685882,2
STON,2023-05-03 15:10:02.494,46.08983514,11.11556352,1.368054,57.063957,0.466661,2
SMAR,2023-05-03 15:10:02.524,46.0898517,11.115595,1.01,9.28,1.9,null
SMAR,2023-05-03 15:10:02.559,46.0898517,11.115595,1.04,9.31,1.93,null
SMAR,2023-05-03 15:10:02.594,46.0898517,11.115595,1.08,9.34,1.98,null
SMAR,2023-05-03 15:10:02.629,46.0898517,11.115595,1.1,9.36,2.06,null
SMAR,2023-05-03 15:10:02.662,46.0898517,11.115595,1.11,9.37,2.11,null
