Input,Time,Latitude,Longitude,Pitch,Yaw,Roll,Stonex_status
SMAR,2023-04-12 12:38:32.272,46.0901642,11.115596,351.44,344.59,1.83,null
SMAR,2023-04-12 12:38:32.307,46.0901642,11.115596,351.44,344.59,1.83,null
SMAR,2023-04-12 12:38:32.342,46.0901642,11.115596,351.44,344.59,1.83,null
SMAR,2023-04-12 12:38:32.374,46.0901642,11.115596,351.44,344.59,1.83,null
SMAR,2023-04-12 12:38:32.41,46.0901642,11.115596,351.44,344.59,1.83,null
SMAR,2023-04-12 12:38:32.442,46.0901642,11.115596,351.44,344.59,1.83,null
SMAR,2023-04-12 12:38:32.477,46.0901642,11.115596,351.44,344.59,1.83,null
SMAR,2023-04-12 12:38:32.514,46.0901642,11.115596,351.44,344.59,1.83,null
SMAR,2023-04-12 12:38:32.545,46.0901642,11.115596,351.44,344.59,1.83,null
STON,2023-04-12 12:38:32.545,46.090248511666665,11.115496655,27.517878,180.0,-16.569523,1025
SMAR,2023-04-12 12:38:32.578,46.0901642,11.115596,351.44,344.58,1.83,null
SMAR,2023-04-12 12:38:32.611,46.0901642,11.115596,351.44,344.58,1.83,null
SMAR,2023-04-12 12:38:32.642,46.0901642,11.115596,351.44,344.58,1.83,null
SMAR,2023-04-12 12:38:32.675,46.0901642,11.115596,351.44,344.59,1.83,null
SMAR,2023-04-12 12:38:32.711,46.0901642,11.115596,351.44,344.59,1.83,null
SMAR,2023-04-12 12:38:32.746,46.0901642,11.115596,351.44,344.59,1.83,null
SMAR,2023-04-12 12:38:32.778,46.0901642,11.115596,351.44,344.58,1.83,null
STON,2023-04-12 12:38:32.778,46.090248511666665,11.115496655,27.964319,180.0,-16.295399,1025
SMAR,2023-04-12 12:38:32.814,46.0901642,11.115596,351.43,344.59,1.83,null
SMAR,2023-04-12 12:38:32.851,46.0901642,11.115596,351.43,344.58,1.83,null
SMAR,2023-04-12 12:38:32.888,46.0901642,11.115596,351.43,344.59,1.82,null
SMAR,2023-04-12 12:38:32.92,46.0901642,11.115596,351.43,344.59,1.82,null
SMAR,2023-04-12 12:38:32.952,46.0901642,11.115596,351.43,344.59,1.82,null
STON,2023-04-12 12:38:32.952,46.09024853166667,11.115496698333333,27.964319,180.0,-16.295399,1025
STON,2023-04-12 12:38:32.952,46.09024853166667,11.115496698333333,27.964319,180.0,-16.295399,1025
SMAR,2023-04-12 12:38:32.985,46.0901642,11.115596,351.43,344.59,1.82,null
STON,2023-04-12 12:38:32.985,46.09024853166667,11.115496698333333,27.055964,180.0,-7.959223,1025
