Android_time,Stonex_gnss_time,Delta_Android-Stonex,Stonex_status
2023-04-12 12:38:32.545,2023-04-12 12:38:32.8,-255,1025
2023-04-12 12:38:32.778,2023-04-12 12:38:33.0,-222,1025
2023-04-12 12:38:32.952,2023-04-12 12:38:33.0,-48,1025
2023-04-12 12:38:32.952,2023-04-12 12:38:33.0,-48,1025
2023-04-12 12:38:32.985,2023-04-12 12:38:33.2,-215,1025
2023-04-12 12:38:33.183,2023-04-12 12:38:33.4,-217,1025
2023-04-12 12:38:33.385,2023-04-12 12:38:33.6,-215,1025
2023-04-12 12:38:33.585,2023-04-12 12:38:33.8,-215,1025
2023-04-12 12:38:33.787,2023-04-12 12:38:34.0,-213,1025
2023-04-12 12:38:33.852,2023-04-12 12:38:34.0,-148,1025
2023-04-12 12:38:33.884,2023-04-12 12:38:34.0,-116,1025
2023-04-12 12:38:34.053,2023-04-12 12:38:34.2,-147,1025
2023-04-12 12:38:34.253,2023-04-12 12:38:34.4,-147,1025
2023-04-12 12:38:34.552,2023-04-12 12:38:34.8,-248,1025
2023-04-12 12:38:34.789,2023-04-12 12:38:35.0,-211,1025
2023-04-12 12:38:34.859,2023-04-12 12:38:35.0,-141,1025
2023-04-12 12:38:34.859,2023-04-12 12:38:35.0,-141,1025
2023-04-12 12:38:34.998,2023-04-12 12:38:35.2,-202,1025
2023-04-12 12:38:35.427,2023-04-12 12:38:35.6,-173,1025
2023-04-12 12:38:35.59,2023-04-12 12:38:35.8,-210,1025
2023-04-12 12:38:35.841,2023-04-12 12:38:36.0,-159,1025
2023-04-12 12:38:35.861,2023-04-12 12:38:36.0,-139,1025
2023-04-12 12:38:35.861,2023-04-12 12:38:36.0,-139,1025
2023-04-12 12:38:36.026,2023-04-12 12:38:36.2,-174,1025
2023-04-12 12:38:36.22,2023-04-12 12:38:36.4,-180,1025
2023-04-12 12:38:36.425,2023-04-12 12:38:36.6,-175,1025
2023-04-12 12:38:36.664,2023-04-12 12:38:36.8,-136,1025
2023-04-12 12:38:37.026,2023-04-12 12:38:37.0,26,1025
2023-04-12 12:38:37.026,2023-04-12 12:38:37.0,26,1025
2023-04-12 12:38:37.06,2023-04-12 12:38:37.0,60,1025
2023-04-12 12:38:37.06,2023-04-12 12:38:37.2,-140,1025
2023-04-12 12:38:37.232,2023-04-12 12:38:37.4,-168,1025
2023-04-12 12:38:37.429,2023-04-12 12:38:37.6,-171,1025
2023-04-12 12:38:37.627,2023-04-12 12:38:37.8,-173,1025
2023-04-12 12:38:37.869,2023-04-12 12:38:38.0,-131,1025
2023-04-12 12:38:37.869,2023-04-12 12:38:38.0,-131,1025
2023-04-12 12:38:37.869,2023-04-12 12:38:38.0,-131,1025
2023-04-12 12:38:38.061,2023-04-12 12:38:38.2,-139,1025
2023-04-12 12:38:38.229,2023-04-12 12:38:38.4,-171,1025
2023-04-12 12:38:38.469,2023-04-12 12:38:38.6,-131,1025
