Android_time,Stonex_gnss_time,ARCore_pitch,Stonex_pitch,Delta_pitch_AR_Ston,Stonex_status
2023-05-09 16:58:12.617,2023-05-09 16:58:12.6,-4.89,-4.362865,-0.5271348664855955,2
2023-05-09 16:58:12.793,2023-05-09 16:58:12.8,-4.82,-4.362865,-0.45713517166137674,2
2023-05-09 16:58:12.859,2023-05-09 16:58:12.8,-4.81,-4.272556,-0.5374439427795412,2
2023-05-09 16:58:13.024,2023-05-09 16:58:13.0,-4.83,-4.272556,-0.5574439237060549,2
2023-05-09 16:58:13.024,2023-05-09 16:58:13.0,-4.83,-4.274655,-0.5553449237060546,2
2023-05-09 16:58:13.125,2023-05-09 16:58:13.2,-4.87,-4.274655,-0.5953448855590819,2
2023-05-09 16:58:13.189,2023-05-09 16:58:13.2,-4.9,-4.353952,-0.546048095367432,2
2023-05-09 16:58:13.357,2023-05-09 16:58:13.4,-4.97,-4.353952,-0.6160477901916508,2
2023-05-09 16:58:13.421,2023-05-09 16:58:13.4,-4.98,-4.431602,-0.5483980190734865,2
2023-05-09 16:58:13.554,2023-05-09 16:58:13.6,-4.98,-4.431602,-0.5483980190734865,2
2023-05-09 16:58:13.619,2023-05-09 16:58:13.6,-4.98,-4.444198,-0.5358020190734862,2
2023-05-09 16:58:13.718,2023-05-09 16:58:13.8,-4.97,-4.444198,-0.5258017901916503,2
2023-05-09 16:58:13.817,2023-05-09 16:58:13.8,-5.01,-4.457258,-0.5527422288818356,2
2023-05-09 16:58:14.214,2023-05-09 16:58:14.0,-5.33,-4.457258,-0.8727419237060543,2
2023-05-09 16:58:14.214,2023-05-09 16:58:14.0,-5.33,-4.567409,-0.7625909237060551,2
2023-05-09 16:58:14.214,2023-05-09 16:58:14.2,-5.33,-4.567409,-0.7625909237060551,2
2023-05-09 16:58:14.214,2023-05-09 16:58:14.2,-5.33,-4.741367,-0.5886329237060544,2
2023-05-09 16:58:14.38,2023-05-09 16:58:14.4,-5.58,-4.741367,-0.8386329237060544,2
2023-05-09 16:58:14.413,2023-05-09 16:58:14.4,-5.62,-5.019812,-0.6001878855590821,2
2023-05-09 16:58:14.528,2023-05-09 16:58:14.6,-5.72,-5.019812,-0.7001877901916504,2
2023-05-09 16:58:14.629,2023-05-09 16:58:14.6,-5.81,-5.226291,-0.5837089427795412,2
2023-05-09 16:58:14.713,2023-05-09 16:58:14.8,-5.84,-5.226291,-0.6137091525878908,2
2023-05-09 16:58:14.861,2023-05-09 16:58:14.8,-5.81,-5.309783,-0.5002169427795407,2
2023-05-09 16:58:15.026,2023-05-09 16:58:15.0,-5.69,-5.309783,-0.3802170572204586,2
2023-05-09 16:58:15.026,2023-05-09 16:58:15.0,-5.69,-5.134224,-0.5557760572204593,2
2023-05-09 16:58:15.158,2023-05-09 16:58:15.2,-5.58,-5.134224,-0.445775923706055,2
2023-05-09 16:58:15.224,2023-05-09 16:58:15.2,-5.45,-4.966833,-0.48316680926513644,2
2023-05-09 16:58:15.328,2023-05-09 16:58:15.4,-5.27,-4.966833,-0.3031669809265134,2
2023-05-09 16:58:15.524,2023-05-09 16:58:15.4,-5.31,-4.624005,-0.6859949427795407,2
2023-05-09 16:58:15.59,2023-05-09 16:58:15.6,-5.49,-4.624005,-0.8659947711181637,2
2023-05-09 16:58:15.691,2023-05-09 16:58:15.6,-5.73,-4.863834,-0.8661660190734866,2
2023-05-09 16:58:15.821,2023-05-09 16:58:15.8,-6.21,-4.863834,-1.3461660381469729,2
2023-05-09 16:58:15.821,2023-05-09 16:58:15.8,-6.21,-5.48064,-0.7293600381469725,2
2023-05-09 16:58:16.057,2023-05-09 16:58:16.0,-7.19,-5.48064,-1.7093600572204588,2
2023-05-09 16:58:16.057,2023-05-09 16:58:16.0,-7.19,-6.311465,-0.8785350572204589,2
2023-05-09 16:58:16.196,2023-05-09 16:58:16.2,-7.63,-6.311465,-1.3185351144409179,2
2023-05-09 16:58:16.283,2023-05-09 16:58:16.2,-7.96,-7.058784,-0.9012160381469725,2
2023-05-09 16:58:16.348,2023-05-09 16:58:16.4,-8.14,-7.058784,-1.0812163433227537,2
2023-05-09 16:58:16.449,2023-05-09 16:58:16.4,-8.49,-7.697482,-0.7925177711181641,2
2023-05-09 16:58:16.549,2023-05-09 16:58:16.6,-8.88,-7.697482,-1.182518114440918,2
2023-05-09 16:58:16.648,2023-05-09 16:58:16.6,-9.42,-8.476181,-0.9438190762939449,2
2023-05-09 16:58:16.783,2023-05-09 16:58:16.8,-10.28,-8.476181,-1.803818732971191,2
2023-05-09 16:58:16.865,2023-05-09 16:58:16.8,-10.71,-9.704233,-1.0057670381469723,2
2023-05-09 16:58:17.028,2023-05-09 16:58:17.0,-11.74,-9.704233,-2.0357667711181637,2
2023-05-09 16:58:17.06,2023-05-09 16:58:17.0,-11.95,-10.98459,-0.965409809265136,2
2023-05-09 16:58:17.194,2023-05-09 16:58:17.2,-12.68,-10.98459,-1.6954103051757805,2
2023-05-09 16:58:17.294,2023-05-09 16:58:17.2,-13.19,-12.122707,-1.0672925803833007,2
2023-05-09 16:58:17.426,2023-05-09 16:58:17.4,-13.88,-12.122707,-1.7572931144409178,2
2023-05-09 16:58:17.46,2023-05-09 16:58:17.4,-14.05,-13.160439,-0.8895611907348631,2
2023-05-09 16:58:17.635,2023-05-09 16:58:17.6,-14.73,-13.160439,-1.569560542236328,2
2023-05-09 16:58:17.654,2023-05-09 16:58:17.6,-14.89,-14.208659,-0.6813413433227531,2
2023-05-09 16:58:17.735,2023-05-09 16:58:17.8,-15.27,-14.208659,-1.061341457763671,2
2023-05-09 16:58:17.825,2023-05-09 16:58:17.8,-15.66,-15.007731,-0.6522688474121097,2
2023-05-09 16:58:18.059,2023-05-09 16:58:18.0,-16.58,-15.007731,-1.572268923706055,2
2023-05-09 16:58:18.059,2023-05-09 16:58:18.0,-16.58,-15.817265,-0.7627349237060539,2
2023-05-09 16:58:18.155,2023-05-09 16:58:18.2,-16.94,-15.817265,-1.1227355340576164,2
2023-05-09 16:58:18.259,2023-05-09 16:58:18.2,-17.36,-16.573034,-0.7869666103515627,2
2023-05-09 16:58:18.397,2023-05-09 16:58:18.4,-17.9,-16.573034,-1.3269656185302736,2
2023-05-09 16:58:18.43,2023-05-09 16:58:18.4,-18.06,-17.399645,-0.6603544659423832,2
2023-05-09 16:58:18.557,2023-05-09 16:58:18.6,-18.83,-17.399645,-1.430354923706055,2
2023-05-09 16:58:18.622,2023-05-09 16:58:18.6,-19.2,-18.529188,-0.6708127629394518,2
2023-05-09 16:58:18.803,2023-05-09 16:58:18.8,-19.91,-18.529188,-1.380811847412108,2
2023-05-09 16:58:18.865,2023-05-09 16:58:18.8,-20.17,-19.425566,-0.7444340762939454,2
2023-05-09 16:58:19.04,2023-05-09 16:58:19.0,-20.9,-19.425566,-1.4744336185302735,2
2023-05-09 16:58:19.04,2023-05-09 16:58:19.0,-20.9,-20.267572,-0.6324276185302722,2
2023-05-09 16:58:19.159,2023-05-09 16:58:19.2,-21.49,-20.267572,-1.2224277711181628,2
2023-05-09 16:58:19.236,2023-05-09 16:58:19.2,-21.79,-21.158245,-0.6317559155273429,2
2023-05-09 16:58:19.626,2023-05-09 16:58:19.4,-23.44,-21.158245,-2.2817555340576163,2
2023-05-09 16:58:19.663,2023-05-09 16:58:19.4,-23.56,-22.054131,-1.505868465942381,2
2023-05-09 16:58:19.663,2023-05-09 16:58:19.6,-23.56,-22.054131,-1.505868465942381,2
2023-05-09 16:58:19.663,2023-05-09 16:58:19.6,-23.56,-22.83672,-0.7232794659423831,2
2023-05-09 16:58:19.803,2023-05-09 16:58:19.8,-24.06,-22.83672,-1.2232794659423831,2
2023-05-09 16:58:19.857,2023-05-09 16:58:19.8,-24.32,-23.599894,-0.7201056948242197,2
2023-05-09 16:58:20.027,2023-05-09 16:58:20.0,-25.1,-23.599894,-1.5001063814697275,2
2023-05-09 16:58:20.134,2023-05-09 16:58:20.0,-25.6,-24.492157,-1.1078433814697277,2
2023-05-09 16:58:20.162,2023-05-09 16:58:20.2,-25.75,-24.492157,-1.2578430000000012,2
2023-05-09 16:58:20.332,2023-05-09 16:58:20.2,-26.51,-25.463528,-1.0464722288818358,2
2023-05-09 16:58:20.415,2023-05-09 16:58:20.4,-26.83,-25.463528,-1.3664719237060545,2
2023-05-09 16:58:20.499,2023-05-09 16:58:20.4,-27.3,-26.391607,-0.9083922370605464,2
2023-05-09 16:58:20.572,2023-05-09 16:58:20.6,-27.57,-26.391607,-1.1783926948242183,2
2023-05-09 16:58:20.635,2023-05-09 16:58:20.6,-27.83,-27.285801,-0.5441989237060554,2
2023-05-09 16:58:20.821,2023-05-09 16:58:20.8,-28.44,-27.285801,-1.1541995340576179,2
2023-05-09 16:58:20.901,2023-05-09 16:58:20.8,-28.68,-28.038013,-0.6419873051757818,2
2023-05-09 16:58:21.086,2023-05-09 16:58:21.0,-29.38,-28.038013,-1.3419861607666022,2
2023-05-09 16:58:21.086,2023-05-09 16:58:21.0,-29.38,-28.769835,-0.6101641607666011,2
2023-05-09 16:58:21.214,2023-05-09 16:58:21.2,-29.8,-28.769835,-1.0301642370605464,2
2023-05-09 16:58:21.249,2023-05-09 16:58:21.2,-29.9,-29.419575,-0.4804246185302752,2
2023-05-09 16:58:21.347,2023-05-09 16:58:21.4,-30.18,-29.419575,-0.760425305175783,2
2023-05-09 16:58:21.415,2023-05-09 16:58:21.4,-30.37,-29.994957,-0.375043839233399,2
2023-05-09 16:58:21.605,2023-05-09 16:58:21.6,-30.88,-29.994957,-0.8850421607666021,2
2023-05-09 16:58:21.675,2023-05-09 16:58:21.6,-31.02,-30.499931,-0.5200694577636717,2
2023-05-09 16:58:21.77,2023-05-09 16:58:21.8,-31.2,-30.499931,-0.700069762939453,2
2023-05-09 16:58:21.836,2023-05-09 16:58:21.8,-31.34,-30.892229,-0.44777115258789024,2
2023-05-09 16:58:22.198,2023-05-09 16:58:22.0,-32.0,-30.892229,-1.1077709999999996,2
2023-05-09 16:58:22.198,2023-05-09 16:58:22.0,-32.0,-31.252436,-0.7475640000000006,2
2023-05-09 16:58:22.336,2023-05-09 16:58:22.2,-32.43,-31.252436,-1.1775643051757818,2
2023-05-09 16:58:22.336,2023-05-09 16:58:22.2,-32.43,-31.605175,-0.8248253051757821,2
2023-05-09 16:58:22.428,2023-05-09 16:58:22.4,-32.77,-31.605175,-1.1648254577636727,2
2023-05-09 16:58:22.428,2023-05-09 16:58:22.4,-32.77,-32.231613,-0.5383874577636689,2
2023-05-09 16:58:22.621,2023-05-09 16:58:22.6,-33.33,-32.231613,-1.0983888310546845,2
2023-05-09 16:58:22.704,2023-05-09 16:58:22.6,-33.67,-32.905445,-0.7645531689453122,2
2023-05-09 16:58:22.787,2023-05-09 16:58:22.8,-33.9,-32.905445,-0.994556525878906,2
2023-05-09 16:58:22.9,2023-05-09 16:58:22.8,-34.37,-33.578632,-0.7913669318847667,2
2023-05-09 16:58:23.103,2023-05-09 16:58:23.0,-34.96,-33.578632,-1.3813670844726573,2
2023-05-09 16:58:23.125,2023-05-09 16:58:23.0,-35.07,-34.277565,-0.792434694824216,2
2023-05-09 16:58:23.185,2023-05-09 16:58:23.2,-35.34,-34.277565,-1.062435152587888,2
2023-05-09 16:58:23.185,2023-05-09 16:58:23.2,-35.34,-35.014481,-0.3255191525878871,2
2023-05-09 16:58:23.417,2023-05-09 16:58:23.4,-36.29,-35.014481,-1.2755199155273402,2
2023-05-09 16:58:23.456,2023-05-09 16:58:23.4,-36.41,-35.819057,-0.5909428474121086,2
2023-05-09 16:58:23.548,2023-05-09 16:58:23.6,-36.84,-35.819057,-1.0209431525878898,2
2023-05-09 16:58:23.748,2023-05-09 16:58:23.6,-37.48,-36.620972,-0.8590275422363263,2
2023-05-09 16:58:23.748,2023-05-09 16:58:23.8,-37.48,-36.620972,-0.8590275422363263,2
2023-05-09 16:58:23.831,2023-05-09 16:58:23.8,-37.64,-37.174175,-0.4658243896484393,2
2023-05-09 16:58:24.062,2023-05-09 16:58:24.0,-37.32,-37.174175,-0.14582469482422056,2
2023-05-09 16:58:24.096,2023-05-09 16:58:24.0,-37.14,-37.108673,-0.03132638964843437,2
2023-05-09 16:58:24.126,2023-05-09 16:58:24.2,-36.96,-37.108673,0.14867391552734688,2
2023-05-09 16:58:24.327,2023-05-09 16:58:24.2,-35.38,-36.090466,0.7104649318847649,2
2023-05-09 16:58:24.327,2023-05-09 16:58:24.4,-35.38,-36.090466,0.7104649318847649,2
2023-05-09 16:58:24.457,2023-05-09 16:58:24.4,-34.07,-34.284607,0.21460730517578241,2
2023-05-09 16:58:24.625,2023-05-09 16:58:24.6,-32.33,-34.284607,1.9546051689453137,2
2023-05-09 16:58:24.625,2023-05-09 16:58:24.6,-32.33,-32.324127,-0.005874831054690333,2
2023-05-09 16:58:25.087,2023-05-09 16:58:24.8,-26.4,-32.324127,5.924127381469724,2
2023-05-09 16:58:25.087,2023-05-09 16:58:24.8,-26.4,-30.009106,3.6091063814697257,2
2023-05-09 16:58:25.087,2023-05-09 16:58:25.0,-26.4,-30.009106,3.6091063814697257,2
2023-05-09 16:58:25.119,2023-05-09 16:58:25.0,-25.93,-27.389721,1.4597206948242203,2
2023-05-09 16:58:25.186,2023-05-09 16:58:25.2,-25.03,-27.389721,2.3597203133544937,2
2023-05-09 16:58:25.253,2023-05-09 16:58:25.2,-24.09,-24.641573,0.5515728474121104,2
2023-05-09 16:58:25.351,2023-05-09 16:58:25.4,-22.68,-24.641573,1.9615726948242198,2
2023-05-09 16:58:25.417,2023-05-09 16:58:25.4,-21.72,-21.828737,0.10873768664550809,2
2023-05-09 16:58:25.583,2023-05-09 16:58:25.6,-19.29,-21.828737,2.5387360844726565,2
2023-05-09 16:58:25.649,2023-05-09 16:58:25.6,-18.36,-18.889074,0.5290733896484383,2
2023-05-09 16:58:25.748,2023-05-09 16:58:25.8,-17.04,-18.889074,1.849073084472657,2
2023-05-09 16:58:25.847,2023-05-09 16:58:25.8,-15.9,-16.219788,0.31978838146972777,2
2023-05-09 16:58:26.086,2023-05-09 16:58:26.0,-13.77,-16.219788,2.4497875422363293,2
2023-05-09 16:58:26.086,2023-05-09 16:58:26.0,-13.77,-14.221003,0.45100254223632774,2
2023-05-09 16:58:26.162,2023-05-09 16:58:26.2,-13.19,-14.221003,1.0310034196166988,2
2023-05-09 16:58:26.216,2023-05-09 16:58:26.2,-12.64,-12.518441,-0.12155934332275464,2
2023-05-09 16:58:26.361,2023-05-09 16:58:26.4,-11.57,-12.518441,0.9484413051757805,2
2023-05-09 16:58:26.527,2023-05-09 16:58:26.4,-10.48,-10.918532,0.43853245776367267,2
2023-05-09 16:58:26.546,2023-05-09 16:58:26.6,-10.31,-10.918532,0.6085315803833016,2
2023-05-09 16:58:26.782,2023-05-09 16:58:26.8,-9.34,-10.918532,1.5785318474121102,2
2023-05-09 16:58:26.867,2023-05-09 16:58:26.8,-9.07,-8.93451,-0.13548969482421924,2
2023-05-09 16:58:27.061,2023-05-09 16:58:27.0,-8.15,-8.93451,0.7845103814697261,2
2023-05-09 16:58:27.123,2023-05-09 16:58:27.0,-7.81,-8.11186,0.30186005722045905,2
2023-05-09 16:58:27.149,2023-05-09 16:58:27.2,-7.62,-8.11186,0.49186011444091804,2
2023-05-09 16:58:27.256,2023-05-09 16:58:27.2,-7.1,-7.058475,-0.04152490463256875,2
2023-05-09 16:58:27.356,2023-05-09 16:58:27.4,-6.54,-7.058475,0.5184750381469723,2
2023-05-09 16:58:27.52,2023-05-09 16:58:27.4,-5.7,-5.970624,0.2706241907348632,2
2023-05-09 16:58:27.751,2023-05-09 16:58:27.6,-4.75,-5.970624,1.220624,2
2023-05-09 16:58:27.751,2023-05-09 16:58:27.6,-4.75,-4.975738,0.22573799999999977,2
2023-05-09 16:58:27.751,2023-05-09 16:58:27.8,-4.75,-4.975738,0.22573799999999977,2
2023-05-09 16:58:27.816,2023-05-09 16:58:27.8,-4.57,-4.271193,-0.2988071716613767,2
2023-05-09 16:58:28.086,2023-05-09 16:58:28.0,-4.01,-3.812497,-0.1975032288818359,2
2023-05-09 16:58:28.086,2023-05-09 16:58:28.0,-4.01,-3.812497,-0.1975032288818359,2
