Input,Time,Latitude,Longitude,Pitch,Yaw,Roll,Stonex_status
SMAR,2023-04-27 09:20:05.746,46.0655817,11.0970205,330.09,0.86,0.66,null
SMAR,2023-04-27 09:20:05.78,46.0655817,11.0970205,330.09,0.87,0.65,null
SMAR,2023-04-27 09:20:05.813,46.0655817,11.0970205,330.06,0.84,0.66,null
SMAR,2023-04-27 09:20:05.84,46.0655817,11.0970205,330.04,0.8,0.69,null
SMAR,2023-04-27 09:20:05.874,46.0655817,11.0970205,330.04,0.79,0.7,null
STON,2023-04-27 09:20:05.874,46.065612471,11.0968923445,1.192929,118.423485,-0.201621,1
SMAR,2023-04-27 09:20:05.91,46.0655817,11.0970205,330.04,0.79,0.69,null
SMAR,2023-04-27 09:20:05.947,46.0655817,11.0970205,330.06,0.79,0.69,null
SMAR,2023-04-27 09:20:05.978,46.0655817,11.0970205,330.11,0.82,0.68,null
SMAR,2023-04-27 09:20:06.014,46.0655817,11.0970205,330.11,0.83,0.67,null
SMAR,2023-04-27 09:20:06.052,46.0655817,11.0970205,330.1,0.75,0.69,null
SMAR,2023-04-27 09:20:06.085,46.0655817,11.0970205,330.09,0.74,0.69,null
STON,2023-04-27 09:20:06.085,46.065612471,11.0968923445,1.194789,118.413315,-0.197162,1
SMAR,2023-04-27 09:20:06.117,46.0655817,11.0970205,330.07,0.78,0.67,null
SMAR,2023-04-27 09:20:06.148,46.0655817,11.0970205,330.09,0.77,0.67,null
SMAR,2023-04-27 09:20:06.184,46.0655817,11.0970205,330.09,0.77,0.65,null
SMAR,2023-04-27 09:20:06.212,46.0655817,11.0970205,330.09,0.77,0.65,null
SMAR,2023-04-27 09:20:06.244,46.0655817,11.0970205,330.11,0.79,0.64,null
SMAR,2023-04-27 09:20:06.284,46.0655831,11.0970219,330.12,0.82,0.63,null
STON,2023-04-27 09:20:06.284,46.065612471,11.0968923445,1.195694,118.36377,-0.197018,1
SMAR,2023-04-27 09:20:06.311,46.0655831,11.0970219,330.13,0.83,0.63,null
SMAR,2023-04-27 09:20:06.347,46.0655831,11.0970219,330.17,0.86,0.62,null
STON,2023-04-27 09:20:06.347,46.06561206766666,11.096892216833334,1.195694,118.36377,-0.197018,1
SMAR,2023-04-27 09:20:06.38,46.0655831,11.0970219,330.21,0.93,0.57,null
STON,2023-04-27 09:20:06.38,46.06561206766666,11.096892216833334,1.195694,118.36377,-0.197018,1
SMAR,2023-04-27 09:20:06.412,46.0655831,11.0970219,330.22,0.99,0.55,null
SMAR,2023-04-27 09:20:06.449,46.0655831,11.0970219,330.22,1.0,0.55,null
SMAR,2023-04-27 09:20:06.49,46.0655831,11.0970219,330.2,1.0,0.55,null
SMAR,2023-04-27 09:20:06.517,46.0655831,11.0970219,330.17,0.99,0.55,null
STON,2023-04-27 09:20:06.517,46.06561206766666,11.096892216833334,1.194508,118.426353,-0.197768,1
SMAR,2023-04-27 09:20:06.543,46.0655831,11.0970219,330.16,1.01,0.55,null
SMAR,2023-04-27 09:20:06.583,46.0655831,11.0970219,330.15,1.05,0.53,null
SMAR,2023-04-27 09:20:06.617,46.0655831,11.0970219,330.16,1.06,0.52,null
SMAR,2023-04-27 09:20:06.645,46.0655831,11.0970219,330.16,1.11,0.53,null
SMAR,2023-04-27 09:20:06.681,46.0655831,11.0970219,330.14,1.17,0.52,null
SMAR,2023-04-27 09:20:06.711,46.0655831,11.0970219,330.13,1.21,0.47,null
SMAR,2023-04-27 09:20:06.749,46.0655831,11.0970219,330.1,1.31,0.42,null
STON,2023-04-27 09:20:06.749,46.06561206766666,11.096892216833334,1.194427,118.443291,-0.197018,1
SMAR,2023-04-27 09:20:06.778,46.0655831,11.0970219,330.11,1.42,0.39,null
SMAR,2023-04-27 09:20:06.82,46.0655831,11.0970219,330.1,1.58,0.35,null
SMAR,2023-04-27 09:20:06.851,46.0655831,11.0970219,330.11,1.65,0.33,null
SMAR,2023-04-27 09:20:06.895,46.0655831,11.0970219,330.13,1.66,0.33,null
STON,2023-04-27 09:20:06.895,46.06561206766666,11.096892216833334,1.190953,118.489429,-0.195303,1
SMAR,2023-04-27 09:20:06.938,46.0655831,11.0970219,330.13,1.68,0.32,null
SMAR,2023-04-27 09:20:06.955,46.0655831,11.0970219,330.17,1.73,0.31,null
SMAR,2023-04-27 09:20:06.991,46.0655831,11.0970219,330.16,1.76,0.31,null
SMAR,2023-04-27 09:20:07.035,46.0655831,11.0970219,330.11,1.77,0.33,null
SMAR,2023-04-27 09:20:07.052,46.0655831,11.0970219,330.08,1.79,0.33,null
SMAR,2023-04-27 09:20:07.078,46.0655831,11.0970219,330.07,1.84,0.32,null
SMAR,2023-04-27 09:20:07.12,46.0655831,11.0970219,330.03,1.92,0.29,null
SMAR,2023-04-27 09:20:07.152,46.0655831,11.0970219,330.0,2.01,0.27,null
STON,2023-04-27 09:20:07.152,46.06561206766666,11.096892216833334,1.189944,118.471462,-0.194524,1
SMAR,2023-04-27 09:20:07.186,46.0655831,11.0970219,329.96,2.05,0.28,null
SMAR,2023-04-27 09:20:07.22,46.0655831,11.0970219,329.89,2.1,0.25,null
SMAR,2023-04-27 09:20:07.251,46.0655831,11.0970219,329.81,2.15,0.23,null
SMAR,2023-04-27 09:20:07.283,46.0655805,11.0970176,329.79,2.15,0.26,null
SMAR,2023-04-27 09:20:07.311,46.0655805,11.0970176,329.78,2.17,0.28,null
STON,2023-04-27 09:20:07.311,46.06561206766666,11.096892216833334,1.189577,118.487915,-0.193396,1
SMAR,2023-04-27 09:20:07.353,46.0655805,11.0970176,329.8,2.21,0.26,null
SMAR,2023-04-27 09:20:07.383,46.0655805,11.0970176,329.82,2.25,0.22,null
SMAR,2023-04-27 09:20:07.421,46.0655805,11.0970176,329.81,2.3,0.18,null
SMAR,2023-04-27 09:20:07.452,46.0655805,11.0970176,329.8,2.31,0.16,null
SMAR,2023-04-27 09:20:07.485,46.0655805,11.0970176,329.8,2.34,0.17,null
STON,2023-04-27 09:20:07.485,46.065611687,11.096892074833333,1.189577,118.487915,-0.193396,1
STON,2023-04-27 09:20:07.485,46.065611687,11.096892074833333,1.189577,118.487915,-0.193396,1
STON,2023-04-27 09:20:07.485,46.065611687,11.096892074833333,1.187805,118.432732,-0.195961,1
SMAR,2023-04-27 09:20:07.512,46.0655805,11.0970176,329.8,2.37,0.17,null
SMAR,2023-04-27 09:20:07.543,46.0655805,11.0970176,329.79,2.39,0.17,null
SMAR,2023-04-27 09:20:07.579,46.06558,11.0970168,329.79,2.42,0.17,null
SMAR,2023-04-27 09:20:07.615,46.06558,11.0970168,329.8,2.45,0.19,null
SMAR,2023-04-27 09:20:07.646,46.06558,11.0970168,329.81,2.45,0.2,null
SMAR,2023-04-27 09:20:07.685,46.06558,11.0970168,329.8,2.46,0.2,null
SMAR,2023-04-27 09:20:07.714,46.06558,11.0970168,329.78,2.46,0.2,null
SMAR,2023-04-27 09:20:07.75,46.06558,11.0970168,329.77,2.45,0.22,null
STON,2023-04-27 09:20:07.75,46.065611687,11.096892074833333,1.185581,118.3894,-0.195294,1
SMAR,2023-04-27 09:20:07.786,46.06558,11.0970168,329.75,2.45,0.23,null
SMAR,2023-04-27 09:20:07.815,46.06558,11.0970168,329.76,2.44,0.22,null
SMAR,2023-04-27 09:20:07.849,46.06558,11.0970168,329.75,2.41,0.21,null
SMAR,2023-04-27 09:20:07.882,46.06558,11.0970168,329.72,2.4,0.24,null
STON,2023-04-27 09:20:07.882,46.065611687,11.096892074833333,1.186616,118.439369,-0.196917,1
SMAR,2023-04-27 09:20:07.915,46.06558,11.0970168,329.72,2.41,0.25,null
SMAR,2023-04-27 09:20:07.955,46.06558,11.0970168,329.72,2.36,0.23,null
SMAR,2023-04-27 09:20:07.987,46.06558,11.0970168,329.74,2.34,0.2,null
SMAR,2023-04-27 09:20:08.022,46.06558,11.0970168,329.74,2.35,0.21,null
SMAR,2023-04-27 09:20:08.056,46.06558,11.0970168,329.73,2.33,0.24,null
SMAR,2023-04-27 09:20:08.09,46.06558,11.0970168,329.74,2.3,0.24,null
SMAR,2023-04-27 09:20:08.125,46.06558,11.0970168,329.74,2.29,0.22,null
SMAR,2023-04-27 09:20:08.151,46.06558,11.0970168,329.75,2.28,0.2,null
STON,2023-04-27 09:20:08.151,46.065611687,11.096892074833333,1.182689,118.462749,-0.195184,1
SMAR,2023-04-27 09:20:08.188,46.06558,11.0970168,329.78,2.28,0.19,null
SMAR,2023-04-27 09:20:08.223,46.06558,11.0970168,329.77,2.28,0.19,null
SMAR,2023-04-27 09:20:08.253,46.06558,11.0970168,329.77,2.24,0.2,null
SMAR,2023-04-27 09:20:08.288,46.0655798,11.0970165,329.76,2.22,0.18,null
SMAR,2023-04-27 09:20:08.315,46.0655798,11.0970165,329.74,2.21,0.17,null
SMAR,2023-04-27 09:20:08.351,46.0655798,11.0970165,329.75,2.21,0.17,null
SMAR,2023-04-27 09:20:08.38,46.0655798,11.0970165,329.74,2.19,0.16,null
STON,2023-04-27 09:20:08.38,46.065611687,11.096892074833333,1.182533,118.449772,-0.196128,1
STON,2023-04-27 09:20:08.38,46.065611309,11.096891906833333,1.182533,118.449772,-0.196128,1
STON,2023-04-27 09:20:08.38,46.065611309,11.096891906833333,1.182533,118.449772,-0.196128,1
SMAR,2023-04-27 09:20:08.414,46.0655798,11.0970165,329.72,2.17,0.15,null
SMAR,2023-04-27 09:20:08.451,46.0655798,11.0970165,329.72,2.13,0.16,null
SMAR,2023-04-27 09:20:08.487,46.0655798,11.0970165,329.74,2.14,0.16,null
STON,2023-04-27 09:20:08.487,46.065611309,11.096891906833333,1.183689,118.46664,-0.196561,1
SMAR,2023-04-27 09:20:08.521,46.0655798,11.0970165,329.78,2.14,0.18,null
SMAR,2023-04-27 09:20:08.558,46.0655798,11.0970165,329.79,2.12,0.22,null
SMAR,2023-04-27 09:20:08.591,46.0655798,11.0970165,329.8,2.09,0.25,null
SMAR,2023-04-27 09:20:08.629,46.0655798,11.0970165,329.83,2.07,0.27,null
SMAR,2023-04-27 09:20:08.663,46.0655798,11.0970165,329.85,2.04,0.29,null
SMAR,2023-04-27 09:20:08.692,46.0655798,11.0970165,329.84,2.01,0.3,null
SMAR,2023-04-27 09:20:08.726,46.0655798,11.0970165,329.86,1.99,0.3,null
SMAR,2023-04-27 09:20:08.762,46.0655798,11.0970165,329.88,1.99,0.32,null
STON,2023-04-27 09:20:08.762,46.065611309,11.096891906833333,1.182963,118.401516,-0.197301,1
SMAR,2023-04-27 09:20:08.789,46.0655798,11.0970165,329.9,2.01,0.31,null
SMAR,2023-04-27 09:20:08.818,46.0655798,11.0970165,329.93,2.01,0.33,null
SMAR,2023-04-27 09:20:08.851,46.0655798,11.0970165,329.93,2.01,0.36,null
SMAR,2023-04-27 09:20:08.89,46.0655798,11.0970165,329.94,2.01,0.39,null
SMAR,2023-04-27 09:20:08.92,46.0655798,11.0970165,329.93,2.02,0.4,null
SMAR,2023-04-27 09:20:08.955,46.0655798,11.0970165,329.91,2.03,0.39,null
SMAR,2023-04-27 09:20:08.985,46.0655798,11.0970165,329.88,2.01,0.4,null
SMAR,2023-04-27 09:20:09.021,46.0655798,11.0970165,329.87,1.98,0.43,null
SMAR,2023-04-27 09:20:09.049,46.0655798,11.0970165,329.87,2.0,0.43,null
STON,2023-04-27 09:20:09.049,46.065611309,11.096891906833333,1.18214,118.385719,-0.195866,1
STON,2023-04-27 09:20:09.049,46.065611309,11.096891906833333,1.181964,118.393532,-0.194176,1
SMAR,2023-04-27 09:20:09.082,46.0655798,11.0970165,329.88,1.99,0.42,null
SMAR,2023-04-27 09:20:09.119,46.0655798,11.0970165,329.88,1.99,0.39,null
SMAR,2023-04-27 09:20:09.153,46.0655798,11.0970165,329.89,2.0,0.37,null
SMAR,2023-04-27 09:20:09.194,46.0655798,11.0970165,329.87,2.01,0.37,null
SMAR,2023-04-27 09:20:09.22,46.0655798,11.0970165,329.85,2.01,0.38,null
SMAR,2023-04-27 09:20:09.255,46.0655798,11.0970165,329.88,1.99,0.39,null
SMAR,2023-04-27 09:20:09.282,46.0655799,11.0970165,329.89,1.98,0.38,null
STON,2023-04-27 09:20:09.282,46.065611309,11.096891906833333,1.180131,118.41428400000001,-0.192744,1
SMAR,2023-04-27 09:20:09.315,46.0655799,11.0970165,329.93,2.0,0.36,null
SMAR,2023-04-27 09:20:09.352,46.0655799,11.0970165,329.92,2.01,0.36,null
STON,2023-04-27 09:20:09.352,46.06561088416667,11.096891696833334,1.180131,118.41428400000001,-0.192744,1
STON,2023-04-27 09:20:09.352,46.06561088416667,11.096891696833334,1.180131,118.41428400000001,-0.192744,1
SMAR,2023-04-27 09:20:09.393,46.0655799,11.0970165,329.89,1.99,0.38,null
SMAR,2023-04-27 09:20:09.43,46.0655799,11.0970165,329.88,1.97,0.39,null
SMAR,2023-04-27 09:20:09.455,46.0655799,11.0970165,329.88,1.98,0.38,null
SMAR,2023-04-27 09:20:09.486,46.0655799,11.0970165,329.87,2.0,0.36,null
STON,2023-04-27 09:20:09.486,46.06561088416667,11.096891696833334,1.178322,118.384804,-0.194224,1
SMAR,2023-04-27 09:20:09.515,46.0655799,11.0970165,329.86,1.98,0.38,null
SMAR,2023-04-27 09:20:09.555,46.0655799,11.0970165,329.85,1.98,0.37,null
SMAR,2023-04-27 09:20:09.591,46.0655799,11.0970165,329.82,1.99,0.35,null
SMAR,2023-04-27 09:20:09.623,46.0655799,11.0970165,329.8,1.98,0.34,null
SMAR,2023-04-27 09:20:09.651,46.0655799,11.0970165,329.79,2.0,0.35,null
SMAR,2023-04-27 09:20:09.688,46.0655799,11.0970166,329.76,2.05,0.33,null
SMAR,2023-04-27 09:20:09.717,46.0655799,11.0970166,329.75,2.04,0.32,null
STON,2023-04-27 09:20:09.717,46.06561088416667,11.096891696833334,1.179123,118.384758,-0.192505,1
SMAR,2023-04-27 09:20:09.751,46.0655799,11.0970166,329.73,2.05,0.31,null
SMAR,2023-04-27 09:20:09.79,46.0655799,11.0970166,329.72,2.07,0.31,null
SMAR,2023-04-27 09:20:09.826,46.0655799,11.0970166,329.73,2.05,0.32,null
SMAR,2023-04-27 09:20:09.858,46.0655799,11.0970166,329.73,2.06,0.3,null
SMAR,2023-04-27 09:20:09.892,46.0655799,11.0970166,329.7,2.06,0.31,null
SMAR,2023-04-27 09:20:09.922,46.0655799,11.0970166,329.71,2.07,0.31,null
STON,2023-04-27 09:20:09.922,46.06561088416667,11.096891696833334,1.176738,118.322536,-0.192978,1
SMAR,2023-04-27 09:20:09.96,46.0655799,11.0970166,329.72,2.09,0.3,null
SMAR,2023-04-27 09:20:09.989,46.0655799,11.0970166,329.69,2.1,0.29,null
SMAR,2023-04-27 09:20:10.026,46.0655799,11.0970166,329.68,2.09,0.3,null
SMAR,2023-04-27 09:20:10.056,46.0655799,11.0970166,329.68,2.11,0.29,null
SMAR,2023-04-27 09:20:10.093,46.0655799,11.0970166,329.69,2.12,0.28,null
SMAR,2023-04-27 09:20:10.121,46.0655799,11.0970166,329.68,2.09,0.3,null
SMAR,2023-04-27 09:20:10.161,46.0655799,11.0970166,329.68,2.09,0.32,null
SMAR,2023-04-27 09:20:10.187,46.0655799,11.0970166,329.68,2.1,0.32,null
STON,2023-04-27 09:20:10.187,46.06561088416667,11.096891696833334,1.177477,118.346767,-0.189668,1
SMAR,2023-04-27 09:20:10.226,46.0655799,11.0970166,329.67,2.1,0.28,null
SMAR,2023-04-27 09:20:10.252,46.0655799,11.0970166,329.66,2.11,0.25,null
SMAR,2023-04-27 09:20:10.29,46.06558,11.0970166,329.67,2.13,0.24,null
SMAR,2023-04-27 09:20:10.329,46.06558,11.0970166,329.69,2.13,0.25,null
SMAR,2023-04-27 09:20:10.357,46.06558,11.0970166,329.68,2.13,0.24,null
SMAR,2023-04-27 09:20:10.389,46.06558,11.0970166,329.67,2.12,0.24,null
SMAR,2023-04-27 09:20:10.429,46.06558,11.0970166,329.69,2.13,0.23,null
SMAR,2023-04-27 09:20:10.46,46.06558,11.0970166,329.7,2.13,0.22,null
SMAR,2023-04-27 09:20:10.492,46.06558,11.0970166,329.66,2.13,0.22,null
SMAR,2023-04-27 09:20:10.521,46.06558,11.0970166,329.66,2.09,0.24,null
SMAR,2023-04-27 09:20:10.558,46.06558,11.0970166,329.67,2.09,0.23,null
SMAR,2023-04-27 09:20:10.593,46.06558,11.0970166,329.67,2.11,0.21,null
SMAR,2023-04-27 09:20:10.63,46.06558,11.0970166,329.66,2.09,0.22,null
SMAR,2023-04-27 09:20:10.659,46.06558,11.0970166,329.67,2.09,0.23,null
STON,2023-04-27 09:20:10.659,46.06561088416667,11.096891696833334,1.177957,118.373875,-0.193054,1
SMAR,2023-04-27 09:20:10.69,46.06558,11.0970166,329.68,2.1,0.22,null
SMAR,2023-04-27 09:20:10.72,46.06558,11.0970166,329.68,2.1,0.21,null
STON,2023-04-27 09:20:10.72,46.065610490333334,11.096891446833334,1.177957,118.373875,-0.193054,1
STON,2023-04-27 09:20:10.72,46.065610490333334,11.096891446833334,1.177957,118.373875,-0.193054,1
SMAR,2023-04-27 09:20:10.758,46.06558,11.0970166,329.67,2.1,0.21,null
STON,2023-04-27 09:20:10.758,46.065610490333334,11.096891446833334,1.178341,118.380638,-0.190644,1
STON,2023-04-27 09:20:10.758,46.065610490333334,11.096891446833334,1.177273,118.363663,-0.191156,1
SMAR,2023-04-27 09:20:10.794,46.06558,11.0970166,329.67,2.11,0.2,null
SMAR,2023-04-27 09:20:10.83,46.06558,11.0970166,329.67,2.13,0.19,null
SMAR,2023-04-27 09:20:10.855,46.06558,11.0970166,329.66,2.12,0.19,null
STON,2023-04-27 09:20:10.855,46.065610490333334,11.096891446833334,1.176173,118.42604399999999,-0.189978,1
SMAR,2023-04-27 09:20:10.892,46.06558,11.0970166,329.65,2.12,0.19,null
SMAR,2023-04-27 09:20:10.925,46.06558,11.0970166,329.62,2.12,0.2,null
SMAR,2023-04-27 09:20:10.957,46.06558,11.0970166,329.63,2.1,0.21,null
SMAR,2023-04-27 09:20:10.992,46.06558,11.0970166,329.64,2.14,0.2,null
SMAR,2023-04-27 09:20:11.03,46.06558,11.0970166,329.62,2.16,0.2,null
SMAR,2023-04-27 09:20:11.057,46.06558,11.0970166,329.62,2.14,0.22,null
SMAR,2023-04-27 09:20:11.096,46.06558,11.0970166,329.62,2.12,0.24,null
SMAR,2023-04-27 09:20:11.122,46.06558,11.0970166,329.59,2.17,0.24,null
STON,2023-04-27 09:20:11.122,46.065610490333334,11.096891446833334,1.17391,118.350693,-0.194322,1
SMAR,2023-04-27 09:20:11.162,46.06558,11.0970166,329.59,2.2,0.23,null
SMAR,2023-04-27 09:20:11.196,46.06558,11.0970166,329.63,2.17,0.22,null
SMAR,2023-04-27 09:20:11.231,46.06558,11.0970166,329.63,2.21,0.18,null
SMAR,2023-04-27 09:20:11.265,46.06558,11.0970166,329.62,2.27,0.16,null
SMAR,2023-04-27 09:20:11.296,46.06558,11.0970167,329.61,2.24,0.2,null
SMAR,2023-04-27 09:20:11.325,46.06558,11.0970167,329.6,2.23,0.21,null
SMAR,2023-04-27 09:20:11.362,46.06558,11.0970167,329.61,2.26,0.18,null
SMAR,2023-04-27 09:20:11.397,46.06558,11.0970167,329.59,2.27,0.17,null
SMAR,2023-04-27 09:20:11.424,46.06558,11.0970167,329.58,2.25,0.19,null
STON,2023-04-27 09:20:11.424,46.065610490333334,11.096891446833334,1.172962,118.277424,-0.19482,1
SMAR,2023-04-27 09:20:11.456,46.06558,11.0970167,329.59,2.26,0.19,null
SMAR,2023-04-27 09:20:11.499,46.06558,11.0970167,329.58,2.26,0.21,null
SMAR,2023-04-27 09:20:11.529,46.06558,11.0970167,329.57,2.25,0.22,null
STON,2023-04-27 09:20:11.529,46.06561010483333,11.096891148166666,1.172962,118.277424,-0.19482,1
STON,2023-04-27 09:20:11.529,46.06561010483333,11.096891148166666,1.172962,118.277424,-0.19482,1
STON,2023-04-27 09:20:11.529,46.06561010483333,11.096891148166666,1.173588,118.25111799999999,-0.196773,1
SMAR,2023-04-27 09:20:11.562,46.06558,11.0970167,329.54,2.23,0.24,null
SMAR,2023-04-27 09:20:11.59,46.06558,11.0970167,329.54,2.24,0.23,null
SMAR,2023-04-27 09:20:11.63,46.06558,11.0970167,329.53,2.24,0.21,null
SMAR,2023-04-27 09:20:11.665,46.06558,11.0970167,329.52,2.21,0.2,null
SMAR,2023-04-27 09:20:11.691,46.06558,11.0970167,329.54,2.19,0.19,null
SMAR,2023-04-27 09:20:11.73,46.06558,11.0970167,329.57,2.22,0.16,null
SMAR,2023-04-27 09:20:11.756,46.06558,11.0970167,329.57,2.24,0.15,null
SMAR,2023-04-27 09:20:11.791,46.06558,11.0970167,329.58,2.22,0.15,null
SMAR,2023-04-27 09:20:11.825,46.06558,11.0970167,329.59,2.21,0.13,null
STON,2023-04-27 09:20:11.825,46.06561010483333,11.096891148166666,1.173247,118.28117,-0.199343,1
SMAR,2023-04-27 09:20:11.861,46.06558,11.0970167,329.61,2.21,0.13,null
SMAR,2023-04-27 09:20:11.898,46.06558,11.0970167,329.62,2.2,0.14,null
SMAR,2023-04-27 09:20:11.93,46.06558,11.0970167,329.64,2.19,0.14,null
SMAR,2023-04-27 09:20:11.969,46.06558,11.0970167,329.63,2.18,0.13,null
SMAR,2023-04-27 09:20:11.998,46.06558,11.0970167,329.61,2.14,0.12,null
STON,2023-04-27 09:20:11.998,46.06561010483333,11.096891148166666,1.172086,118.25647000000001,-0.201015,1
SMAR,2023-04-27 09:20:12.031,46.06558,11.0970167,329.61,2.15,0.14,null
SMAR,2023-04-27 09:20:12.063,46.06558,11.0970167,329.64,2.16,0.13,null
SMAR,2023-04-27 09:20:12.092,46.06558,11.0970167,329.64,2.13,0.09,null
SMAR,2023-04-27 09:20:12.126,46.06558,11.0970167,329.63,2.12,0.07,null
SMAR,2023-04-27 09:20:12.161,46.06558,11.0970167,329.63,2.11,0.08,null
STON,2023-04-27 09:20:12.161,46.06561010483333,11.096891148166666,1.171105,118.278145,-0.200966,1
SMAR,2023-04-27 09:20:12.191,46.06558,11.0970167,329.63,2.1,0.08,null
SMAR,2023-04-27 09:20:12.232,46.06558,11.0970167,329.6,2.11,0.07,null
SMAR,2023-04-27 09:20:12.266,46.06558,11.0970167,329.61,2.07,0.08,null
