Input,Time,Latitude,Longitude,Pitch,Yaw,Roll,Stonex_status
SMAR,2023-04-26 17:00:40.023,46.0899699,11.1153628,357.84,2.3,357.15,null
STON,2023-04-26 17:00:40.023,46.09010897,11.115449706666666,-2.266677,9.101562000000001,1.668285,1
SMAR,2023-04-26 17:00:40.066,46.0899699,11.1153628,357.84,2.22,357.15,null
SMAR,2023-04-26 17:00:40.095,46.0899699,11.1153628,357.84,2.21,357.15,null
SMAR,2023-04-26 17:00:40.131,46.0899699,11.1153628,357.85,2.25,357.16,null
SMAR,2023-04-26 17:00:40.162,46.0899699,11.1153628,357.86,2.32,357.17,null
SMAR,2023-04-26 17:00:40.189,46.0899699,11.1153628,357.87,2.36,357.17,null
SMAR,2023-04-26 17:00:40.227,46.0899699,11.1153628,357.87,2.37,357.18,null
SMAR,2023-04-26 17:00:40.262,46.0899699,11.1153628,357.88,2.37,357.2,null
STON,2023-04-26 17:00:40.262,46.09010897,11.115449706666666,-2.217736,9.114395000000002,1.642698,1
STON,2023-04-26 17:00:40.262,46.09010883333333,11.11544977,-2.217736,9.114395000000002,1.642698,1
STON,2023-04-26 17:00:40.262,46.09010883333333,11.11544977,-2.217736,9.114395000000002,1.642698,1
SMAR,2023-04-26 17:00:40.292,46.0899699,11.1153628,357.88,2.37,357.22,null
SMAR,2023-04-26 17:00:40.323,46.0899699,11.1153628,357.87,2.36,357.23,null
SMAR,2023-04-26 17:00:40.362,46.0899699,11.1153628,357.87,2.33,357.25,null
SMAR,2023-04-26 17:00:40.39,46.0899699,11.1153628,357.87,2.28,357.26,null
SMAR,2023-04-26 17:00:40.425,46.0899699,11.1153628,357.89,2.25,357.26,null
STON,2023-04-26 17:00:40.425,46.09010883333333,11.11544977,-2.227839,9.14631700000001,1.533626,1
SMAR,2023-04-26 17:00:40.465,46.0899699,11.1153628,357.91,2.31,357.25,null
SMAR,2023-04-26 17:00:40.498,46.0899699,11.1153628,357.93,2.42,357.24,null
SMAR,2023-04-26 17:00:40.534,46.0899699,11.1153628,357.94,2.51,357.24,null
SMAR,2023-04-26 17:00:40.564,46.0899699,11.1153628,357.94,2.56,357.24,null
SMAR,2023-04-26 17:00:40.598,46.0899699,11.1153628,357.93,2.54,357.24,null
SMAR,2023-04-26 17:00:40.626,46.0899699,11.1153628,357.92,2.49,357.23,null
STON,2023-04-26 17:00:40.626,46.09010883333333,11.11544977,-2.144453,9.506499999999988,1.538041,1
SMAR,2023-04-26 17:00:40.654,46.0899699,11.1153628,357.92,2.49,357.23,null
SMAR,2023-04-26 17:00:40.69,46.0899699,11.1153628,357.9,2.52,357.24,null
SMAR,2023-04-26 17:00:40.73,46.0899699,11.1153628,357.88,2.49,357.25,null
SMAR,2023-04-26 17:00:40.761,46.0899699,11.1153628,357.87,2.44,357.25,null
SMAR,2023-04-26 17:00:40.801,46.0899811,11.115361,357.87,2.47,357.25,null
SMAR,2023-04-26 17:00:40.833,46.0899811,11.115361,357.85,2.52,357.24,null
SMAR,2023-04-26 17:00:40.867,46.0899811,11.115361,357.83,2.48,357.25,null
SMAR,2023-04-26 17:00:40.9,46.0899811,11.115361,357.82,2.4,357.25,null
STON,2023-04-26 17:00:40.9,46.09010883333333,11.11544977,-2.195198,9.433303999999993,1.516065,1
SMAR,2023-04-26 17:00:40.934,46.0899811,11.115361,357.8,2.35,357.24,null
SMAR,2023-04-26 17:00:40.967,46.0899811,11.115361,357.8,2.36,357.23,null
SMAR,2023-04-26 17:00:40.999,46.0899811,11.115361,357.79,2.35,357.22,null
STON,2023-04-26 17:00:40.999,46.09010883333333,11.11544977,-2.273322,9.455902000000009,1.503711,1
SMAR,2023-04-26 17:00:41.032,46.0899811,11.115361,357.8,2.31,357.21,null
SMAR,2023-04-26 17:00:41.067,46.0899811,11.115361,357.8,2.27,357.2,null
SMAR,2023-04-26 17:00:41.098,46.0899811,11.115361,357.8,2.24,357.19,null
SMAR,2023-04-26 17:00:41.133,46.0899811,11.115361,357.81,2.23,357.18,null
SMAR,2023-04-26 17:00:41.166,46.0899811,11.115361,357.8,2.25,357.17,null
SMAR,2023-04-26 17:00:41.201,46.0899811,11.115361,357.79,2.26,357.15,null
SMAR,2023-04-26 17:00:41.231,46.0899811,11.115361,357.78,2.24,357.14,null
SMAR,2023-04-26 17:00:41.266,46.0899811,11.115361,357.76,2.21,357.14,null
SMAR,2023-04-26 17:00:41.299,46.0899811,11.115361,357.73,2.16,357.14,null
SMAR,2023-04-26 17:00:41.334,46.0899811,11.115361,357.71,2.05,357.14,null
STON,2023-04-26 17:00:41.334,46.09010873166667,11.115449828333333,-2.273322,9.455902000000009,1.503711,1
STON,2023-04-26 17:00:41.334,46.09010873166667,11.115449828333333,-2.273322,9.455902000000009,1.503711,1
SMAR,2023-04-26 17:00:41.359,46.0899811,11.115361,357.68,1.92,357.15,null
SMAR,2023-04-26 17:00:41.397,46.0899811,11.115361,357.64,1.81,357.15,null
STON,2023-04-26 17:00:41.397,46.09010873166667,11.115449828333333,-2.37383,8.960831000000013,1.594656,1
SMAR,2023-04-26 17:00:41.428,46.0899811,11.115361,357.61,1.79,357.16,null
SMAR,2023-04-26 17:00:41.462,46.0899811,11.115361,357.57,1.83,357.17,null
