Input,Time,Latitude,Longitude,Pitch,Yaw,Roll,Stonex_status
SMAR,2023-04-26 16:56:34.371,null,null,359.44,136.2,0.13,null
SMAR,2023-04-26 16:56:34.409,null,null,359.43,136.2,0.14,null
SMAR,2023-04-26 16:56:34.448,null,null,359.42,136.29,0.14,null
STON,2023-04-26 16:56:34.448,46.08979590166667,11.115617833333333,0.043192,268.105118,0.011164,1
STON,2023-04-26 16:56:34.448,46.08979590166667,11.115617833333333,0.043192,268.105118,0.011164,1
SMAR,2023-04-26 16:56:34.477,null,null,359.41,136.41,0.16,null
SMAR,2023-04-26 16:56:34.51,null,null,359.39,136.49,0.16,null
SMAR,2023-04-26 16:56:34.55,null,null,359.38,136.48,0.16,null
SMAR,2023-04-26 16:56:34.583,null,null,359.36,136.41,0.18,null
SMAR,2023-04-26 16:56:34.618,null,null,359.36,136.34,0.18,null
SMAR,2023-04-26 16:56:34.655,null,null,359.37,136.33,0.19,null
SMAR,2023-04-26 16:56:34.686,null,null,359.37,136.35,0.19,null
SMAR,2023-04-26 16:56:34.715,null,null,359.38,136.39,0.2,null
STON,2023-04-26 16:56:34.715,46.08979590166667,11.115617833333333,-0.048094,268.233017,-0.005996,1
STON,2023-04-26 16:56:34.715,46.08979590166667,11.115617833333333,-0.048094,268.233017,-0.005996,1
SMAR,2023-04-26 16:56:34.754,null,null,359.39,136.4,0.2,null
SMAR,2023-04-26 16:56:34.784,null,null,359.4,136.38,0.19,null
SMAR,2023-04-26 16:56:34.821,null,null,359.41,136.37,0.19,null
SMAR,2023-04-26 16:56:34.852,null,null,359.43,136.39,0.18,null
SMAR,2023-04-26 16:56:34.887,null,null,359.43,136.42,0.18,null
SMAR,2023-04-26 16:56:34.92,null,null,359.44,136.43,0.18,null
SMAR,2023-04-26 16:56:34.954,null,null,359.45,136.38,0.18,null
STON,2023-04-26 16:56:34.954,46.08979590166667,11.115617833333333,-0.031161,268.105339,-0.025348,1
STON,2023-04-26 16:56:34.954,46.08979590166667,11.115617833333333,-0.031161,268.105339,-0.025348,1
SMAR,2023-04-26 16:56:34.98,null,null,359.47,136.3,0.19,null
SMAR,2023-04-26 16:56:35.02,null,null,359.48,136.26,0.19,null
SMAR,2023-04-26 16:56:35.056,null,null,359.49,136.28,0.2,null
SMAR,2023-04-26 16:56:35.088,null,null,359.5,136.27,0.21,null
SMAR,2023-04-26 16:56:35.121,null,null,359.52,136.21,0.22,null
STON,2023-04-26 16:56:35.121,46.08979590166667,11.115617833333333,0.038185,267.923775,-7.78E-4,1
STON,2023-04-26 16:56:35.121,46.08979590166667,11.115617833333333,0.038185,267.923775,-7.78E-4,1
SMAR,2023-04-26 16:56:35.152,null,null,359.54,136.16,0.22,null
SMAR,2023-04-26 16:56:35.185,null,null,359.56,136.16,0.23,null
SMAR,2023-04-26 16:56:35.215,null,null,359.57,136.19,0.24,null
SMAR,2023-04-26 16:56:35.249,null,null,359.58,136.18,0.25,null
SMAR,2023-04-26 16:56:35.28,null,null,359.59,136.17,0.26,null
STON,2023-04-26 16:56:35.28,46.08979590166667,11.115617833333333,0.134726,267.74609399999997,-0.028877,1
STON,2023-04-26 16:56:35.28,46.08979590166667,11.115617833333333,0.134726,267.74609399999997,-0.028877,1
STON,2023-04-26 16:56:35.28,46.089795888333335,11.115617866666666,0.134726,267.74609399999997,-0.028877,1
