Android_time,Stonex_gnss_time,Delta_Android-Stonex,Stonex_status
2023-05-03 15:09:15.546,2023-05-03 15:09:15.8,-254,2
2023-05-03 15:09:15.779,2023-05-03 15:09:16.0,-221,2
2023-05-03 15:09:15.779,2023-05-03 15:09:16.0,-221,2
2023-05-03 15:09:15.877,2023-05-03 15:09:16.2,-323,2
2023-05-03 15:09:15.909,2023-05-03 15:09:16.2,-291,2
2023-05-03 15:09:16.06,2023-05-03 15:09:16.4,-340,2
2023-05-03 15:09:16.083,2023-05-03 15:09:16.4,-317,2
2023-05-03 15:09:16.194,2023-05-03 15:09:16.6,-406,2
2023-05-03 15:09:16.29,2023-05-03 15:09:16.6,-310,2
2023-05-03 15:09:16.456,2023-05-03 15:09:16.8,-344,2
2023-05-03 15:09:16.525,2023-05-03 15:09:16.8,-275,2
2023-05-03 15:09:16.689,2023-05-03 15:09:17.0,-311,2
2023-05-03 15:09:16.689,2023-05-03 15:09:17.0,-311,2
2023-05-03 15:09:16.82,2023-05-03 15:09:17.2,-380,2
2023-05-03 15:09:16.919,2023-05-03 15:09:17.2,-281,2
2023-05-03 15:09:17.053,2023-05-03 15:09:17.4,-347,2
2023-05-03 15:09:17.118,2023-05-03 15:09:17.4,-282,2
2023-05-03 15:09:17.251,2023-05-03 15:09:17.6,-349,2
2023-05-03 15:09:17.317,2023-05-03 15:09:17.6,-283,2
2023-05-03 15:09:17.416,2023-05-03 15:09:17.8,-384,2
2023-05-03 15:09:17.515,2023-05-03 15:09:17.8,-285,2
2023-05-03 15:09:17.68,2023-05-03 15:09:18.0,-320,2
2023-05-03 15:09:17.713,2023-05-03 15:09:18.0,-287,2
2023-05-03 15:09:17.879,2023-05-03 15:09:18.2,-321,2
2023-05-03 15:09:17.913,2023-05-03 15:09:18.2,-287,2
2023-05-03 15:09:18.045,2023-05-03 15:09:18.4,-355,2
2023-05-03 15:09:18.111,2023-05-03 15:09:18.4,-289,2
2023-05-03 15:09:18.212,2023-05-03 15:09:18.6,-388,2
