Input,Time,Latitude,Longitude,Altitude,Pitch,Yaw,Roll,Stonex_status
STON,2023-06-12 15:00:03.374,46.08980570166667,11.115530371666667,198.214,-2.733035,-115.167587,1.774834,2
SMAR,2023-06-12 15:00:03.413,46.0898163,11.1155522,250.32421443651754,-3.87,-5.71,0.82,null
SMAR,2023-06-12 15:00:03.446,46.0898163,11.1155522,250.32421443651754,-3.9,-6.57,0.81,null
SMAR,2023-06-12 15:00:03.478,46.0898163,11.1155522,250.32421443651754,-3.94,-7.67,0.83,null
SMAR,2023-06-12 15:00:03.509,46.0898163,11.1155522,250.32421443651754,-3.98,-8.9,0.84,null
SMAR,2023-06-12 15:00:03.547,46.0898163,11.1155522,250.32421443651754,-3.99,-10.19,0.85,null
STON,2023-06-12 15:00:03.547,46.08980559,11.115530435,198.217,-2.733035,-115.167587,1.774834,2
SMAR,2023-06-12 15:00:03.575,46.0898163,11.1155522,250.32421443651754,-4.03,-11.39,0.84,null
SMAR,2023-06-12 15:00:03.608,46.0898163,11.1155522,250.32421443651754,-4.05,-12.36,0.82,null
STON,2023-06-12 15:00:03.608,46.08980559,11.115530435,198.217,-2.926194,-120.216042,1.752022,2
SMAR,2023-06-12 15:00:03.642,46.0898163,11.1155522,250.32421443651754,-4.13,-13.17,0.79,null
SMAR,2023-06-12 15:00:03.676,46.0898163,11.1155522,250.32421443651754,-4.21,-13.92,0.74,null
SMAR,2023-06-12 15:00:03.709,46.0898163,11.1155522,250.32421443651754,-4.3,-14.71,0.72,null
SMAR,2023-06-12 15:00:03.742,46.0898163,11.1155522,250.32421443651754,-4.35,-15.65,0.71,null
STON,2023-06-12 15:00:03.742,46.08980541333333,11.115530483333334,198.215,-2.926194,-120.216042,1.752022,2
SMAR,2023-06-12 15:00:03.769,46.0898163,11.1155522,250.32421443651754,-4.42,-16.66,0.72,null
SMAR,2023-06-12 15:00:03.81,46.0898163,11.1155522,250.32421443651754,-4.5,-17.64,0.72,null
STON,2023-06-12 15:00:03.81,46.08980541333333,11.115530483333334,198.215,-3.266567,-125.703644,1.609301,2
SMAR,2023-06-12 15:00:03.843,46.0898163,11.1155522,250.32421443651754,-4.53,-18.47,0.7,null
SMAR,2023-06-12 15:00:03.875,46.0898163,11.1155522,250.32421443651754,-4.62,-19.16,0.68,null
SMAR,2023-06-12 15:00:03.91,46.0898163,11.1155522,250.32421443651754,-4.72,-19.8,0.66,null
SMAR,2023-06-12 15:00:03.943,46.0898163,11.1155522,250.32421443651754,-4.84,-20.6,0.63,null
STON,2023-06-12 15:00:03.943,46.08980523,11.11553055,198.214,-3.266567,-125.703644,1.609301,2
SMAR,2023-06-12 15:00:03.975,46.0898163,11.1155522,250.32421443651754,-4.92,-21.79,0.65,null
STON,2023-06-12 15:00:03.975,46.08980523,11.11553055,198.214,-3.715404,-130.646332,1.524267,2
SMAR,2023-06-12 15:00:04.008,46.0898163,11.1155522,250.32421443651754,-4.95,-23.24,0.73,null
SMAR,2023-06-12 15:00:04.042,46.0898163,11.1155522,250.32421443651754,-5.01,-24.62,0.79,null
SMAR,2023-06-12 15:00:04.076,46.0898163,11.1155522,250.32421443651754,-5.08,-25.71,0.86,null
SMAR,2023-06-12 15:00:04.109,46.0898163,11.1155522,250.32421443651754,-5.12,-26.53,0.91,null
SMAR,2023-06-12 15:00:04.145,46.0898163,11.1155522,250.32421443651754,-5.19,-27.29,0.96,null
STON,2023-06-12 15:00:04.145,46.089805156666664,11.115530671666667,198.222,-3.715404,-130.646332,1.524267,2
SMAR,2023-06-12 15:00:04.184,46.0898163,11.1155522,250.32421443651754,-5.22,-28.23,1.02,null
SMAR,2023-06-12 15:00:04.204,46.0898163,11.1155522,250.32421443651754,-5.2,-29.43,1.11,null
STON,2023-06-12 15:00:04.204,46.089805156666664,11.115530671666667,198.222,-4.055774,-137.296997,1.815409,2
SMAR,2023-06-12 15:00:04.235,46.0898163,11.1155522,250.32421443651754,-5.15,-30.71,1.22,null
SMAR,2023-06-12 15:00:04.277,46.0898163,11.1155522,250.32421443651754,-5.1,-31.97,1.32,null
SMAR,2023-06-12 15:00:04.312,46.0898163,11.1155522,250.32421443651754,-5.01,-33.15,1.4,null
SMAR,2023-06-12 15:00:04.343,46.0898163,11.1155522,250.32421443651754,-4.94,-34.24,1.49,null
SMAR,2023-06-12 15:00:04.375,46.0898161,11.1155529,250.4202544786064,-4.87,-35.26,1.56,null
SMAR,2023-06-12 15:00:04.409,46.0898161,11.1155529,250.4202544786064,-4.77,-36.27,1.64,null
STON,2023-06-12 15:00:04.409,46.089805178333336,11.115530643333333,198.224,-4.055774,-137.296997,1.815409,2
SMAR,2023-06-12 15:00:04.451,46.0898161,11.1155529,250.4202544786064,-4.69,-37.33,1.72,null
SMAR,2023-06-12 15:00:04.468,46.0898161,11.1155529,250.4202544786064,-4.59,-38.51,1.8,null
STON,2023-06-12 15:00:04.468,46.089805178333336,11.115530643333333,198.224,-3.794482,-144.166611,2.331765,2
SMAR,2023-06-12 15:00:04.508,46.0898161,11.1155529,250.4202544786064,-4.49,-39.85,1.88,null
SMAR,2023-06-12 15:00:04.548,46.0898161,11.1155529,250.4202544786064,-4.37,-41.36,1.99,null
STON,2023-06-12 15:00:04.548,46.08980528666667,11.115530571666667,198.227,-3.794482,-144.166611,2.331765,2
SMAR,2023-06-12 15:00:04.576,46.0898161,11.1155529,250.4202544786064,-4.26,-42.97,2.09,null
SMAR,2023-06-12 15:00:04.61,46.0898161,11.1155529,250.4202544786064,-4.1,-44.51,2.18,null
SMAR,2023-06-12 15:00:04.642,46.0898161,11.1155529,250.4202544786064,-4.0,-45.86,2.26,null
SMAR,2023-06-12 15:00:04.678,46.0898161,11.1155529,250.4202544786064,-3.95,-46.8,2.31,null
SMAR,2023-06-12 15:00:04.711,46.0898161,11.1155529,250.4202544786064,-3.92,-47.37,2.32,null
SMAR,2023-06-12 15:00:04.745,46.0898161,11.1155529,250.4202544786064,-3.88,-47.77,2.32,null
STON,2023-06-12 15:00:04.745,46.089805338333335,11.115530526666667,198.231,-3.794482,-144.166611,2.331765,2
SMAR,2023-06-12 15:00:04.777,46.0898161,11.1155529,250.4202544786064,-3.89,-48.23,2.33,null
STON,2023-06-12 15:00:04.777,46.089805338333335,11.115530526666667,198.231,-2.680996,-157.704803,3.161098,2
SMAR,2023-06-12 15:00:04.813,46.0898161,11.1155529,250.4202544786064,-3.85,-48.95,2.36,null
SMAR,2023-06-12 15:00:04.844,46.0898161,11.1155529,250.4202544786064,-3.8,-50.03,2.41,null
SMAR,2023-06-12 15:00:04.876,46.0898161,11.1155529,250.4202544786064,-3.76,-51.38,2.48,null
SMAR,2023-06-12 15:00:04.91,46.0898161,11.1155529,250.4202544786064,-3.68,-52.95,2.56,null
SMAR,2023-06-12 15:00:04.943,46.0898161,11.1155529,250.4202544786064,-3.57,-54.47,2.66,null
STON,2023-06-12 15:00:04.943,46.08980534333333,11.115530508333332,198.229,-2.680996,-157.704803,3.161098,2
SMAR,2023-06-12 15:00:04.976,46.0898161,11.1155529,250.4202544786064,-3.54,-55.78,2.74,null
SMAR,2023-06-12 15:00:05.012,46.0898161,11.1155529,250.4202544786064,-3.46,-56.87,2.81,null
STON,2023-06-12 15:00:05.012,46.08980534333333,11.115530508333332,198.229,-2.358276,-164.091904,3.448784,2
SMAR,2023-06-12 15:00:05.045,46.0898161,11.1155529,250.4202544786064,-3.42,-57.81,2.86,null
SMAR,2023-06-12 15:00:05.08,46.0898161,11.1155529,250.4202544786064,-3.41,-58.7,2.91,null
SMAR,2023-06-12 15:00:05.11,46.0898161,11.1155529,250.4202544786064,-3.37,-59.57,2.96,null
SMAR,2023-06-12 15:00:05.144,46.0898161,11.1155529,250.4202544786064,-3.32,-60.47,3.0,null
STON,2023-06-12 15:00:05.144,46.08980533166667,11.115530493333333,198.211,-2.358276,-164.091904,3.448784,2
SMAR,2023-06-12 15:00:05.177,46.0898161,11.1155529,250.4202544786064,-3.33,-61.38,3.06,null
SMAR,2023-06-12 15:00:05.209,46.0898161,11.1155529,250.4202544786064,-3.3,-62.45,3.11,null
STON,2023-06-12 15:00:05.209,46.08980533166667,11.115530493333333,198.211,-2.093207,-170.099609,3.787079,2
SMAR,2023-06-12 15:00:05.249,46.0898161,11.1155529,250.4202544786064,-3.24,-63.82,3.16,null
SMAR,2023-06-12 15:00:05.27,46.0898161,11.1155529,250.4202544786064,-3.19,-65.36,3.22,null
SMAR,2023-06-12 15:00:05.312,46.0898161,11.1155529,250.4202544786064,-3.1,-66.83,3.26,null
SMAR,2023-06-12 15:00:05.344,46.0898161,11.1155529,250.4202544786064,-3.09,-68.13,3.28,null
SMAR,2023-06-12 15:00:05.377,46.0898161,11.1155529,250.4202544786064,-3.09,-69.2,3.28,null
SMAR,2023-06-12 15:00:05.411,46.0898158,11.1155524,250.4697884688759,-3.05,-69.95,3.26,null
SMAR,2023-06-12 15:00:05.445,46.0898158,11.1155524,250.4697884688759,-3.11,-70.47,3.23,null
STON,2023-06-12 15:00:05.445,46.089805266666666,11.11553051,198.207,-2.093207,-170.099609,3.787079,2
SMAR,2023-06-12 15:00:05.478,46.0898158,11.1155524,250.4697884688759,-3.16,-70.93,3.19,null
SMAR,2023-06-12 15:00:05.51,46.0898158,11.1155524,250.4697884688759,-3.17,-71.62,3.16,null
SMAR,2023-06-12 15:00:05.545,46.0898158,11.1155524,250.4697884688759,-3.19,-72.7,3.14,null
STON,2023-06-12 15:00:05.545,46.089805266666666,11.11553051,198.207,-1.865682,-177.53244,4.03325,2
STON,2023-06-12 15:00:05.545,46.08980519,11.115530376666667,198.207,-1.865682,-177.53244,4.03325,2
SMAR,2023-06-12 15:00:05.578,46.0898158,11.1155524,250.4697884688759,-3.19,-74.11,3.12,null
SMAR,2023-06-12 15:00:05.61,46.0898158,11.1155524,250.4697884688759,-3.16,-75.71,3.1,null
SMAR,2023-06-12 15:00:05.645,46.0898158,11.1155524,250.4697884688759,-3.13,-77.33,3.09,null
STON,2023-06-12 15:00:05.645,46.08980519,11.115530376666667,198.207,-1.977343,177.955475,3.868465,2
SMAR,2023-06-12 15:00:05.677,46.0898158,11.1155524,250.4697884688759,-3.12,-78.88,3.05,null
SMAR,2023-06-12 15:00:05.71,46.0898158,11.1155524,250.4697884688759,-3.06,-80.33,3.03,null
SMAR,2023-06-12 15:00:05.744,46.0898158,11.1155524,250.4697884688759,-3.03,-81.86,2.98,null
STON,2023-06-12 15:00:05.744,46.08980514666667,11.115530176666667,198.208,-1.977343,177.955475,3.868465,2
SMAR,2023-06-12 15:00:05.774,46.0898158,11.1155524,250.4697884688759,-2.95,-83.44,2.93,null
SMAR,2023-06-12 15:00:05.812,46.0898158,11.1155524,250.4697884688759,-2.85,-84.97,2.88,null
STON,2023-06-12 15:00:05.812,46.08980514666667,11.115530176666667,198.208,-1.795495,169.069519,3.668747,2
SMAR,2023-06-12 15:00:05.844,46.0898158,11.1155524,250.4697884688759,-2.81,-86.39,2.8,null
SMAR,2023-06-12 15:00:05.877,46.0898158,11.1155524,250.4697884688759,-2.74,-87.71,2.72,null
SMAR,2023-06-12 15:00:05.912,46.0898158,11.1155524,250.4697884688759,-2.66,-89.02,2.63,null
STON,2023-06-12 15:00:05.912,46.08980522,11.115529918333333,198.21,-1.795495,169.069519,3.668747,2
SMAR,2023-06-12 15:00:05.946,46.0898158,11.1155524,250.4697884688759,-2.6,-90.45,2.55,null
SMAR,2023-06-12 15:00:05.977,46.0898158,11.1155524,250.4697884688759,-2.52,-92.18,2.48,null
SMAR,2023-06-12 15:00:06.01,46.0898158,11.1155524,250.4697884688759,-2.38,-94.16,2.42,null
STON,2023-06-12 15:00:06.01,46.08980522,11.115529918333333,198.21,-1.372379,160.655807,3.208717,2
SMAR,2023-06-12 15:00:06.035,46.0898158,11.1155524,250.4697884688759,-2.26,-96.27,2.36,null
SMAR,2023-06-12 15:00:06.078,46.0898158,11.1155524,250.4697884688759,-2.14,-98.32,2.31,null
SMAR,2023-06-12 15:00:06.111,46.0898158,11.1155524,250.4697884688759,-1.96,-100.19,2.26,null
STON,2023-06-12 15:00:06.111,46.08980536833333,11.115529748333334,198.209,-1.372379,160.655807,3.208717,2
SMAR,2023-06-12 15:00:06.15,46.0898158,11.1155524,250.4697884688759,-1.85,-101.87,2.2,null
SMAR,2023-06-12 15:00:06.18,46.0898158,11.1155524,250.4697884688759,-1.74,-103.42,2.15,null
SMAR,2023-06-12 15:00:06.211,46.0898158,11.1155524,250.4697884688759,-1.58,-104.91,2.11,null
STON,2023-06-12 15:00:06.211,46.08980536833333,11.115529748333334,198.209,-0.624839,149.500687,2.801826,2
SMAR,2023-06-12 15:00:06.244,46.0898158,11.1155524,250.4697884688759,-1.45,-106.3,2.08,null
SMAR,2023-06-12 15:00:06.277,46.0898158,11.1155524,250.4697884688759,-1.33,-107.59,2.05,null
SMAR,2023-06-12 15:00:06.312,46.0898158,11.1155524,250.4697884688759,-1.19,-108.74,2.04,null
SMAR,2023-06-12 15:00:06.347,46.0898158,11.1155524,250.4697884688759,-1.08,-109.82,2.04,null
SMAR,2023-06-12 15:00:06.379,46.0898158,11.1155524,250.4697884688759,-0.98,-110.92,2.06,null
SMAR,2023-06-12 15:00:06.411,46.0898153,11.1155527,250.57572747040427,-0.84,-112.05,2.06,null
STON,2023-06-12 15:00:06.411,46.08980536833333,11.115529748333334,198.209,0.116558,141.615921,2.616189,2
SMAR,2023-06-12 15:00:06.445,46.0898153,11.1155527,250.57572747040427,-0.72,-113.19,2.09,null
STON,2023-06-12 15:00:06.445,46.08980550166667,11.115529785,198.211,0.116558,141.615921,2.616189,2
SMAR,2023-06-12 15:00:06.479,46.0898153,11.1155527,250.57572747040427,-0.62,-114.41,2.12,null
SMAR,2023-06-12 15:00:06.512,46.0898153,11.1155527,250.57572747040427,-0.47,-115.65,2.14,null
SMAR,2023-06-12 15:00:06.541,46.0898153,11.1155527,250.57572747040427,-0.36,-116.83,2.17,null
STON,2023-06-12 15:00:06.541,46.089805553333335,11.115529963333334,198.216,0.116558,141.615921,2.616189,2
SMAR,2023-06-12 15:00:06.58,46.0898153,11.1155527,250.57572747040427,-0.27,-117.82,2.18,null
SMAR,2023-06-12 15:00:06.61,46.0898153,11.1155527,250.57572747040427,-0.17,-118.62,2.19,null
STON,2023-06-12 15:00:06.61,46.089805553333335,11.115529963333334,198.216,0.809705,134.747681,2.766024,2
SMAR,2023-06-12 15:00:06.644,46.0898153,11.1155527,250.57572747040427,-0.1,-119.3,2.2,null
SMAR,2023-06-12 15:00:06.681,46.0898153,11.1155527,250.57572747040427,-0.05,-119.97,2.22,null
SMAR,2023-06-12 15:00:06.714,46.0898153,11.1155527,250.57572747040427,0.01,-120.74,2.23,null
STON,2023-06-12 15:00:06.714,46.08980555666667,11.115530075,198.216,0.809705,134.747681,2.766024,2
SMAR,2023-06-12 15:00:06.744,46.0898153,11.1155527,250.57572747040427,0.07,-121.63,2.23,null
SMAR,2023-06-12 15:00:06.782,46.0898153,11.1155527,250.57572747040427,0.13,-122.51,2.22,null
SMAR,2023-06-12 15:00:06.811,46.0898153,11.1155527,250.57572747040427,0.18,-123.38,2.2,null
STON,2023-06-12 15:00:06.811,46.08980555666667,11.115530075,198.216,1.251968,130.014114,2.844687,2
SMAR,2023-06-12 15:00:06.839,46.0898153,11.1155527,250.57572747040427,0.22,-124.3,2.17,null
SMAR,2023-06-12 15:00:06.878,46.0898153,11.1155527,250.57572747040427,0.26,-125.26,2.12,null
SMAR,2023-06-12 15:00:06.914,46.0898153,11.1155527,250.57572747040427,0.29,-126.24,2.1,null
STON,2023-06-12 15:00:06.914,46.08980559333333,11.115530063333333,198.221,1.251968,130.014114,2.844687,2
SMAR,2023-06-12 15:00:06.949,46.0898153,11.1155527,250.57572747040427,0.29,-127.24,2.04,null
SMAR,2023-06-12 15:00:06.968,46.0898153,11.1155527,250.57572747040427,0.28,-128.23,1.98,null
SMAR,2023-06-12 15:00:07.012,46.0898153,11.1155527,250.57572747040427,0.29,-129.28,1.89,null
SMAR,2023-06-12 15:00:07.046,46.0898153,11.1155527,250.57572747040427,0.29,-130.33,1.8,null
STON,2023-06-12 15:00:07.046,46.08980559333333,11.115530063333333,198.221,1.482199,124.553558,2.646011,2
SMAR,2023-06-12 15:00:07.08,46.0898153,11.1155527,250.57572747040427,0.26,-131.4,1.72,null
SMAR,2023-06-12 15:00:07.111,46.0898153,11.1155527,250.57572747040427,0.25,-132.48,1.64,null
STON,2023-06-12 15:00:07.111,46.089805651666666,11.115529896666667,198.222,1.482199,124.553558,2.646011,2
SMAR,2023-06-12 15:00:07.146,46.0898153,11.1155527,250.57572747040427,0.2,-133.73,1.56,null
SMAR,2023-06-12 15:00:07.179,46.0898153,11.1155527,250.57572747040427,0.15,-135.25,1.48,null
STON,2023-06-12 15:00:07.179,46.089805651666666,11.115529896666667,198.222,1.385634,118.231812,2.165591,2
SMAR,2023-06-12 15:00:07.215,46.0898153,11.1155527,250.57572747040427,0.17,-136.89,1.39,null
SMAR,2023-06-12 15:00:07.235,46.0898153,11.1155527,250.57572747040427,0.13,-138.57,1.31,null
SMAR,2023-06-12 15:00:07.282,46.0898153,11.1155527,250.57572747040427,0.08,-140.16,1.24,null
SMAR,2023-06-12 15:00:07.314,46.0898153,11.1155527,250.57572747040427,0.07,-141.52,1.17,null
SMAR,2023-06-12 15:00:07.346,46.0898153,11.1155527,250.57572747040427,-0.01,-142.66,1.12,null
SMAR,2023-06-12 15:00:07.38,46.0898148,11.1155528,250.56729322954476,-0.07,-143.63,1.07,null
SMAR,2023-06-12 15:00:07.413,46.0898148,11.1155528,250.56729322954476,-0.11,-144.52,1.03,null
SMAR,2023-06-12 15:00:07.446,46.0898148,11.1155528,250.56729322954476,-0.19,-145.48,1.0,null
SMAR,2023-06-12 15:00:07.479,46.0898148,11.1155528,250.56729322954476,-0.23,-146.69,0.96,null
SMAR,2023-06-12 15:00:07.513,46.0898148,11.1155528,250.56729322954476,-0.24,-148.11,0.93,null
SMAR,2023-06-12 15:00:07.545,46.0898148,11.1155528,250.56729322954476,-0.27,-149.56,0.9,null
STON,2023-06-12 15:00:07.545,46.089805685,11.115529698333333,198.219,1.385634,118.231812,2.165591,2
SMAR,2023-06-12 15:00:07.58,46.0898148,11.1155528,250.56729322954476,-0.3,-150.94,0.87,null
SMAR,2023-06-12 15:00:07.597,46.0898148,11.1155528,250.56729322954476,-0.35,-152.15,0.85,null
STON,2023-06-12 15:00:07.597,46.089805685,11.115529553333333,198.215,1.385634,118.231812,2.165591,2
SMAR,2023-06-12 15:00:07.641,46.0898148,11.1155528,250.56729322954476,-0.37,-153.22,0.82,null
SMAR,2023-06-12 15:00:07.68,46.0898148,11.1155528,250.56729322954476,-0.43,-154.3,0.8,null
STON,2023-06-12 15:00:07.68,46.089805685,11.115529553333333,198.215,0.869184,102.802483,1.434499,2
SMAR,2023-06-12 15:00:07.713,46.0898148,11.1155528,250.56729322954476,-0.43,-155.45,0.78,null
STON,2023-06-12 15:00:07.713,46.089805705,11.115529426666667,198.212,0.869184,102.802483,1.434499,2
SMAR,2023-06-12 15:00:07.754,46.0898148,11.1155528,250.56729322954476,-0.47,-156.74,0.76,null
SMAR,2023-06-12 15:00:07.771,46.0898148,11.1155528,250.56729322954476,-0.49,-158.21,0.73,null
SMAR,2023-06-12 15:00:07.814,46.0898148,11.1155528,250.56729322954476,-0.46,-159.77,0.72,null
STON,2023-06-12 15:00:07.814,46.089805705,11.115529426666667,198.212,0.633681,95.776886,1.272439,2
SMAR,2023-06-12 15:00:07.831,46.0898148,11.1155528,250.56729322954476,-0.47,-161.26,0.7,null
SMAR,2023-06-12 15:00:07.879,46.0898148,11.1155528,250.56729322954476,-0.48,-162.6,0.69,null
SMAR,2023-06-12 15:00:07.913,46.0898148,11.1155528,250.56729322954476,-0.46,-163.86,0.68,null
STON,2023-06-12 15:00:07.913,46.08980571666667,11.115529375,198.216,0.633681,95.776886,1.272439,2
SMAR,2023-06-12 15:00:07.949,46.0898148,11.1155528,250.56729322954476,-0.47,-165.11,0.7,null
SMAR,2023-06-12 15:00:07.968,46.0898148,11.1155528,250.56729322954476,-0.47,-166.49,0.71,null
SMAR,2023-06-12 15:00:08.013,46.0898148,11.1155528,250.56729322954476,-0.41,-168.05,0.74,null
SMAR,2023-06-12 15:00:08.047,46.0898148,11.1155528,250.56729322954476,-0.37,-169.57,0.78,null
SMAR,2023-06-12 15:00:08.081,46.0898148,11.1155528,250.56729322954476,-0.35,-170.88,0.83,null
SMAR,2023-06-12 15:00:08.113,46.0898148,11.1155528,250.56729322954476,-0.35,-172.0,0.88,null
SMAR,2023-06-12 15:00:08.149,46.0898148,11.1155528,250.56729322954476,-0.32,-172.95,0.93,null
STON,2023-06-12 15:00:08.149,46.08980564,11.11552937,198.215,0.633681,95.776886,1.272439,2
SMAR,2023-06-12 15:00:08.179,46.0898148,11.1155528,250.56729322954476,-0.33,-173.74,1.01,null
SMAR,2023-06-12 15:00:08.212,46.0898148,11.1155528,250.56729322954476,-0.37,-174.47,1.09,null
STON,2023-06-12 15:00:08.212,46.08980564,11.11552937,198.215,0.719984,79.855003,1.4282,2
SMAR,2023-06-12 15:00:08.246,46.0898148,11.1155528,250.56729322954476,-0.39,-175.28,1.15,null
SMAR,2023-06-12 15:00:08.28,46.0898148,11.1155528,250.56729322954476,-0.41,-176.43,1.2,null
SMAR,2023-06-12 15:00:08.314,46.0898148,11.1155528,250.56729322954476,-0.41,-177.92,1.25,null
SMAR,2023-06-12 15:00:08.348,46.0898148,11.1155528,250.56729322954476,-0.37,-179.53,1.3,null
SMAR,2023-06-12 15:00:08.383,46.0898142,11.1155526,250.5815111405134,-0.36,178.89,1.33,null
SMAR,2023-06-12 15:00:08.416,46.0898142,11.1155526,250.5815111405134,-0.33,177.56,1.36,null
STON,2023-06-12 15:00:08.416,46.08980554,11.115529248333333,198.217,0.719984,79.855003,1.4282,2
SMAR,2023-06-12 15:00:08.446,46.0898142,11.1155526,250.5815111405134,-0.29,176.51,1.36,null
STON,2023-06-12 15:00:08.446,46.08980554,11.115529248333333,198.217,0.650322,73.555611,1.815024,2
SMAR,2023-06-12 15:00:08.479,46.0898142,11.1155526,250.5815111405134,-0.29,175.71,1.37,null
SMAR,2023-06-12 15:00:08.513,46.0898142,11.1155526,250.5815111405134,-0.27,175.02,1.38,null
STON,2023-06-12 15:00:08.513,46.08980549666666,11.115529233333334,198.217,0.650322,73.555611,1.815024,2
SMAR,2023-06-12 15:00:08.549,46.0898142,11.1155526,250.5815111405134,-0.27,174.31,1.37,null
SMAR,2023-06-12 15:00:08.564,46.0898142,11.1155526,250.5815111405134,-0.27,173.56,1.36,null
SMAR,2023-06-12 15:00:08.615,46.0898142,11.1155526,250.5815111405134,-0.26,172.76,1.32,null
STON,2023-06-12 15:00:08.615,46.08980549666666,11.115529233333334,198.217,0.7488,67.364998,1.9065,2
SMAR,2023-06-12 15:00:08.649,46.0898142,11.1155526,250.5815111405134,-0.27,171.86,1.3,null
SMAR,2023-06-12 15:00:08.678,46.0898142,11.1155526,250.5815111405134,-0.3,170.91,1.27,null
SMAR,2023-06-12 15:00:08.714,46.0898142,11.1155526,250.5815111405134,-0.3,169.84,1.24,null
STON,2023-06-12 15:00:08.714,46.089805525,11.11552921,198.215,0.7488,67.364998,1.9065,2
SMAR,2023-06-12 15:00:08.753,46.0898142,11.1155526,250.5815111405134,-0.31,168.65,1.2,null
SMAR,2023-06-12 15:00:08.773,46.0898142,11.1155526,250.5815111405134,-0.33,167.48,1.17,null
STON,2023-06-12 15:00:08.773,46.089805525,11.11552921,198.215,0.72097,61.941631,1.751431,2
SMAR,2023-06-12 15:00:08.816,46.0898142,11.1155526,250.5815111405134,-0.35,166.42,1.12,null
SMAR,2023-06-12 15:00:08.834,46.0898142,11.1155526,250.5815111405134,-0.36,165.49,1.07,null
SMAR,2023-06-12 15:00:08.881,46.0898142,11.1155526,250.5815111405134,-0.4,164.71,1.02,null
SMAR,2023-06-12 15:00:08.914,46.0898142,11.1155526,250.5815111405134,-0.4,164.1,1.01,null
SMAR,2023-06-12 15:00:08.947,46.0898142,11.1155526,250.5815111405134,-0.41,163.0,0.98,null
STON,2023-06-12 15:00:08.947,46.089805616666666,11.115529186666667,198.217,0.72097,61.941631,1.751431,2
SMAR,2023-06-12 15:00:08.982,46.0898142,11.1155526,250.5815111405134,-0.39,161.84,0.94,null
SMAR,2023-06-12 15:00:09.001,46.0898142,11.1155526,250.5815111405134,-0.42,160.82,0.93,null
STON,2023-06-12 15:00:09.001,46.089805616666666,11.115529186666667,198.217,0.589492,56.172436,1.4959,2
