Input,Time,Latitude,Longitude,Altitude,Pitch,Yaw,Roll,Stonex_status
SMAR,2023-06-12 14:59:18.703,46.0898059,11.115541,250.7858673034999,-2.52,1.3,-1.33,null
STON,2023-06-12 14:59:18.703,46.089805375,11.115529693333333,198.217,-1.769578,-109.503311,-0.575895,2
SMAR,2023-06-12 14:59:18.744,46.0898059,11.115541,250.7858673034999,-2.53,1.41,-1.34,null
SMAR,2023-06-12 14:59:18.777,46.0898059,11.115541,250.7858673034999,-2.52,1.41,-1.34,null
SMAR,2023-06-12 14:59:18.812,46.0898059,11.115541,250.7858673034999,-2.51,1.35,-1.34,null
SMAR,2023-06-12 14:59:18.844,46.0898059,11.115541,250.7858673034999,-2.51,1.36,-1.35,null
SMAR,2023-06-12 14:59:18.876,46.0898059,11.115541,250.7858673034999,-2.51,1.39,-1.37,null
SMAR,2023-06-12 14:59:18.926,46.0898059,11.115541,250.7858673034999,-2.49,1.35,-1.41,null
SMAR,2023-06-12 14:59:18.958,46.0898059,11.115541,250.7858673034999,-2.49,1.38,-1.44,null
SMAR,2023-06-12 14:59:18.993,46.0898059,11.115541,250.7858673034999,-2.47,1.38,-1.46,null
SMAR,2023-06-12 14:59:19.028,46.0898059,11.115541,250.7858673034999,-2.47,1.38,-1.48,null
SMAR,2023-06-12 14:59:19.057,46.0898059,11.115541,250.7858673034999,-2.46,1.39,-1.49,null
SMAR,2023-06-12 14:59:19.095,46.0898059,11.115541,250.7858673034999,-2.46,1.39,-1.51,null
STON,2023-06-12 14:59:19.095,46.089805375,11.115529693333333,198.217,-1.757025,-109.582085,-0.510612,2
SMAR,2023-06-12 14:59:19.131,46.0898059,11.115541,250.7858673034999,-2.45,1.37,-1.53,null
SMAR,2023-06-12 14:59:19.159,46.0898059,11.115541,250.7858673034999,-2.44,1.38,-1.55,null
STON,2023-06-12 14:59:19.159,46.08980536333333,11.115529663333334,198.216,-1.757025,-109.582085,-0.510612,2
SMAR,2023-06-12 14:59:19.205,46.0898059,11.115541,250.7858673034999,-2.43,1.39,-1.55,null
SMAR,2023-06-12 14:59:19.227,46.0898059,11.115541,250.7858673034999,-2.42,1.36,-1.55,null
STON,2023-06-12 14:59:19.227,46.08980536333333,11.115529663333334,198.216,-1.71925,-109.595558,-0.577092,2
STON,2023-06-12 14:59:19.227,46.08980535166667,11.115529656666666,198.215,-1.71925,-109.595558,-0.577092,2
STON,2023-06-12 14:59:19.227,46.08980535166667,11.115529656666666,198.215,-1.675005,-109.538902,-0.691619,2
SMAR,2023-06-12 14:59:19.256,46.0898059,11.115541,250.7858673034999,-2.4,1.3,-1.56,null
SMAR,2023-06-12 14:59:19.292,46.0898059,11.115541,250.7858673034999,-2.37,1.24,-1.56,null
SMAR,2023-06-12 14:59:19.323,46.0898059,11.115541,250.7858673034999,-2.33,1.18,-1.56,null
SMAR,2023-06-12 14:59:19.369,46.0898059,11.115541,250.7858673034999,-2.28,1.14,-1.58,null
SMAR,2023-06-12 14:59:19.391,46.0898059,11.115541,250.7858673034999,-2.23,1.14,-1.59,null
SMAR,2023-06-12 14:59:19.429,46.0898056,11.1155362,250.84432891419013,-2.19,1.16,-1.61,null
SMAR,2023-06-12 14:59:19.475,46.0898056,11.1155362,250.84432891419013,-2.14,1.15,-1.63,null
STON,2023-06-12 14:59:19.475,46.08980534333333,11.11552961,198.214,-1.675005,-109.538902,-0.691619,2
STON,2023-06-12 14:59:19.475,46.08980534333333,11.11552961,198.214,-1.5709,-109.688103,-0.741163,2
SMAR,2023-06-12 14:59:19.502,46.0898056,11.1155362,250.84432891419013,-2.1,1.1,-1.64,null
SMAR,2023-06-12 14:59:19.532,46.0898056,11.1155362,250.84432891419013,-2.07,0.99,-1.66,null
SMAR,2023-06-12 14:59:19.565,46.0898056,11.1155362,250.84432891419013,-2.02,0.86,-1.68,null
SMAR,2023-06-12 14:59:19.597,46.0898056,11.1155362,250.84432891419013,-1.99,0.72,-1.69,null
STON,2023-06-12 14:59:19.597,46.08980533333333,11.115529496666667,198.212,-1.5709,-109.688103,-0.741163,2
SMAR,2023-06-12 14:59:19.629,46.0898056,11.1155362,250.84432891419013,-1.97,0.48,-1.71,null
STON,2023-06-12 14:59:19.629,46.08980533333333,11.115529496666667,198.212,-1.30215,-109.852776,-0.825397,2
SMAR,2023-06-12 14:59:19.659,46.0898056,11.1155362,250.84432891419013,-1.95,0.0,-1.75,null
SMAR,2023-06-12 14:59:19.691,46.0898056,11.1155362,250.84432891419013,-1.95,-0.8,-1.76,null
SMAR,2023-06-12 14:59:19.728,46.0898056,11.1155362,250.84432891419013,-1.96,-1.94,-1.77,null
SMAR,2023-06-12 14:59:19.76,46.0898056,11.1155362,250.84432891419013,-1.98,-3.25,-1.77,null
SMAR,2023-06-12 14:59:19.794,46.0898056,11.1155362,250.84432891419013,-2.0,-4.68,-1.78,null
STON,2023-06-12 14:59:19.794,46.08980531,11.11552939,198.216,-1.30215,-109.852776,-0.825397,2
SMAR,2023-06-12 14:59:19.832,46.0898056,11.1155362,250.84432891419013,-2.0,-6.15,-1.82,null
SMAR,2023-06-12 14:59:19.882,46.0898056,11.1155362,250.84432891419013,-2.05,-7.6,-1.86,null
