Android_time,Stonex_gnss_time,Delta_Android-Stonex,Stonex_status
2023-05-03 15:10:38.689,2023-05-03 15:10:39.0,-311,2
2023-05-03 15:10:38.757,2023-05-03 15:10:39.0,-243,2
2023-05-03 15:10:38.856,2023-05-03 15:10:39.2,-344,2
2023-05-03 15:10:38.962,2023-05-03 15:10:39.2,-238,2
2023-05-03 15:10:39.056,2023-05-03 15:10:39.4,-344,2
2023-05-03 15:10:39.121,2023-05-03 15:10:39.4,-279,2
2023-05-03 15:10:39.224,2023-05-03 15:10:39.6,-376,2
2023-05-03 15:10:39.357,2023-05-03 15:10:39.6,-243,2
2023-05-03 15:10:39.424,2023-05-03 15:10:39.8,-376,2
2023-05-03 15:10:39.553,2023-05-03 15:10:39.8,-247,2
2023-05-03 15:10:39.718,2023-05-03 15:10:40.0,-282,2
2023-05-03 15:10:39.718,2023-05-03 15:10:40.0,-282,2
2023-05-03 15:10:39.819,2023-05-03 15:10:40.2,-381,2
2023-05-03 15:10:39.919,2023-05-03 15:10:40.2,-281,2
2023-05-03 15:10:40.088,2023-05-03 15:10:40.4,-312,2
2023-05-03 15:10:40.254,2023-05-03 15:10:40.6,-346,2
2023-05-03 15:10:40.353,2023-05-03 15:10:40.6,-247,2
2023-05-03 15:10:40.453,2023-05-03 15:10:40.8,-347,2
2023-05-03 15:10:40.692,2023-05-03 15:10:41.0,-308,2
2023-05-03 15:10:40.692,2023-05-03 15:10:41.0,-308,2
2023-05-03 15:10:40.824,2023-05-03 15:10:41.2,-376,2
2023-05-03 15:10:40.925,2023-05-03 15:10:41.2,-275,2
2023-05-03 15:10:41.022,2023-05-03 15:10:41.4,-378,2
2023-05-03 15:10:41.088,2023-05-03 15:10:41.4,-312,16
2023-05-03 15:10:41.255,2023-05-03 15:10:41.6,-345,16
2023-05-03 15:10:41.66,2023-05-03 15:10:41.6,60,16
2023-05-03 15:10:41.722,2023-05-03 15:10:41.8,-78,16
2023-05-03 15:10:41.759,2023-05-03 15:10:41.8,-41,16
2023-05-03 15:10:41.759,2023-05-03 15:10:42.0,-241,16
2023-05-03 15:10:41.789,2023-05-03 15:10:42.0,-211,16
2023-05-03 15:10:41.952,2023-05-03 15:10:42.2,-248,16
2023-05-03 15:10:41.987,2023-05-03 15:10:42.2,-213,16
2023-05-03 15:10:42.057,2023-05-03 15:10:42.4,-343,16
2023-05-03 15:10:42.225,2023-05-03 15:10:42.4,-175,16
2023-05-03 15:10:42.225,2023-05-03 15:10:42.6,-375,16
2023-05-03 15:10:42.392,2023-05-03 15:10:42.6,-208,16
2023-05-03 15:10:42.461,2023-05-03 15:10:42.8,-339,16
2023-05-03 15:10:42.569,2023-05-03 15:10:42.8,-231,16
2023-05-03 15:10:42.694,2023-05-03 15:10:43.0,-306,16
2023-05-03 15:10:42.728,2023-05-03 15:10:43.0,-272,16
2023-05-03 15:10:42.863,2023-05-03 15:10:43.2,-337,16
2023-05-03 15:10:42.93,2023-05-03 15:10:43.2,-270,16
2023-05-03 15:10:43.028,2023-05-03 15:10:43.4,-372,16
2023-05-03 15:10:43.129,2023-05-03 15:10:43.4,-271,16
