Android_time,Stonex_gnss_time,Delta_Android-Stonex,Stonex_status
2023-05-03 15:10:01.864,2023-05-03 15:10:02.2,-336,2
2023-05-03 15:10:01.963,2023-05-03 15:10:02.2,-237,2
2023-05-03 15:10:02.059,2023-05-03 15:10:02.4,-341,2
2023-05-03 15:10:02.128,2023-05-03 15:10:02.4,-272,2
2023-05-03 15:10:02.228,2023-05-03 15:10:02.6,-372,2
2023-05-03 15:10:02.332,2023-05-03 15:10:02.6,-268,2
2023-05-03 15:10:02.494,2023-05-03 15:10:02.8,-306,2
2023-05-03 15:10:02.494,2023-05-03 15:10:02.8,-306,2
2023-05-03 15:10:02.762,2023-05-03 15:10:03.0,-238,2
2023-05-03 15:10:02.762,2023-05-03 15:10:03.0,-238,2
2023-05-03 15:10:02.859,2023-05-03 15:10:03.2,-341,2
2023-05-03 15:10:02.921,2023-05-03 15:10:03.2,-279,2
2023-05-03 15:10:03.063,2023-05-03 15:10:03.4,-337,2
2023-05-03 15:10:03.259,2023-05-03 15:10:03.6,-341,2
2023-05-03 15:10:03.327,2023-05-03 15:10:03.6,-273,2
2023-05-03 15:10:03.797,2023-05-03 15:10:03.8,-3,2
2023-05-03 15:10:03.797,2023-05-03 15:10:03.8,-3,2
2023-05-03 15:10:03.863,2023-05-03 15:10:04.0,-137,2
2023-05-03 15:10:03.911,2023-05-03 15:10:04.0,-89,2
2023-05-03 15:10:03.911,2023-05-03 15:10:04.2,-289,2
2023-05-03 15:10:03.936,2023-05-03 15:10:04.2,-264,2
2023-05-03 15:10:04.031,2023-05-03 15:10:04.4,-369,2
2023-05-03 15:10:04.131,2023-05-03 15:10:04.4,-269,2
2023-05-03 15:10:04.233,2023-05-03 15:10:04.6,-367,2
2023-05-03 15:10:04.366,2023-05-03 15:10:04.6,-234,2
2023-05-03 15:10:04.467,2023-05-03 15:10:04.8,-333,2
2023-05-03 15:10:04.531,2023-05-03 15:10:04.8,-269,2
2023-05-03 15:10:04.742,2023-05-03 15:10:05.0,-258,2
2023-05-03 15:10:04.805,2023-05-03 15:10:05.0,-195,2
2023-05-03 15:10:04.899,2023-05-03 15:10:05.2,-301,2
2023-05-03 15:10:04.934,2023-05-03 15:10:05.2,-266,2
2023-05-03 15:10:05.038,2023-05-03 15:10:05.4,-362,2
2023-05-03 15:10:05.133,2023-05-03 15:10:05.4,-267,2
2023-05-03 15:10:05.264,2023-05-03 15:10:05.6,-336,2
2023-05-03 15:10:05.367,2023-05-03 15:10:05.6,-233,2
2023-05-03 15:10:05.436,2023-05-03 15:10:05.8,-364,2
2023-05-03 15:10:05.536,2023-05-03 15:10:05.8,-264,2
2023-05-03 15:10:05.699,2023-05-03 15:10:06.0,-301,2
