Android_time,Stonex_gnss_time,Delta_Android-Stonex,Stonex_status,Stonex_time_check
2023-04-27 09:17:42.904,2023-04-27 09:17:42.6,304,1,7+17+42.6
2023-04-27 09:17:43.072,2023-04-27 09:17:42.8,272,1,7+17+42.8
2023-04-27 09:17:43.3,2023-04-27 09:17:43.0,300,1,7+17+43.0
2023-04-27 09:17:43.4,2023-04-27 09:17:43.0,400,1,7+17+43.0
2023-04-27 09:17:43.4,2023-04-27 09:17:43.0,400,1,7+17+43.0
2023-04-27 09:17:43.469,2023-04-27 09:17:43.2,269,1,7+17+43.2
2023-04-27 09:17:43.675,2023-04-27 09:17:43.4,275,1,7+17+43.4
2023-04-27 09:17:43.875,2023-04-27 09:17:43.6,275,1,7+17+43.6
2023-04-27 09:17:44.074,2023-04-27 09:17:43.8,274,1,7+17+43.8
2023-04-27 09:17:44.339,2023-04-27 09:17:44.0,339,1,7+17+44.0
2023-04-27 09:17:44.339,2023-04-27 09:17:44.0,339,1,7+17+44.0
2023-04-27 09:17:44.339,2023-04-27 09:17:44.0,339,1,7+17+44.0
2023-04-27 09:17:44.474,2023-04-27 09:17:44.2,274,1,7+17+44.2
2023-04-27 09:17:44.673,2023-04-27 09:17:44.4,273,1,7+17+44.4
2023-04-27 09:17:44.972,2023-04-27 09:17:44.6,372,1,7+17+44.6
2023-04-27 09:17:45.068,2023-04-27 09:17:44.8,268,1,7+17+44.8
2023-04-27 09:17:45.283,2023-04-27 09:17:45.0,283,1,7+17+45.0
2023-04-27 09:17:45.376,2023-04-27 09:17:45.0,376,1,7+17+45.0
2023-04-27 09:17:45.376,2023-04-27 09:17:45.0,376,1,7+17+45.0
2023-04-27 09:17:45.476,2023-04-27 09:17:45.2,276,1,7+17+45.2
2023-04-27 09:17:45.708,2023-04-27 09:17:45.4,308,1,7+17+45.4
2023-04-27 09:17:45.916,2023-04-27 09:17:45.6,316,1,7+17+45.6
2023-04-27 09:17:46.079,2023-04-27 09:17:45.8,279,1,7+17+45.8
2023-04-27 09:17:46.582,2023-04-27 09:17:46.0,582,1,7+17+46.0
2023-04-27 09:17:46.688,2023-04-27 09:17:46.0,688,1,7+17+46.0
2023-04-27 09:17:46.713,2023-04-27 09:17:46.0,713,1,7+17+46.0
2023-04-27 09:17:46.713,2023-04-27 09:17:46.2,513,1,7+17+46.2
2023-04-27 09:17:46.713,2023-04-27 09:17:46.4,313,1,7+17+46.4
2023-04-27 09:17:46.876,2023-04-27 09:17:46.6,276,1,7+17+46.6
2023-04-27 09:17:47.076,2023-04-27 09:17:46.8,276,1,7+17+46.8
2023-04-27 09:17:47.317,2023-04-27 09:17:47.0,317,1,7+17+47.0
2023-04-27 09:17:47.473,2023-04-27 09:17:47.0,473,1,7+17+47.0
2023-04-27 09:17:47.505,2023-04-27 09:17:47.0,505,1,7+17+47.0
2023-04-27 09:17:47.505,2023-04-27 09:17:47.2,305,1,7+17+47.2
2023-04-27 09:17:47.665,2023-04-27 09:17:47.4,265,1,7+17+47.4
2023-04-27 09:17:47.933,2023-04-27 09:17:47.6,333,1,7+17+47.6
2023-04-27 09:17:48.062,2023-04-27 09:17:47.8,262,1,7+17+47.8
2023-04-27 09:17:48.228,2023-04-27 09:17:48.0,228,1,7+17+48.0
2023-04-27 09:17:48.263,2023-04-27 09:17:48.0,263,1,7+17+48.0
2023-04-27 09:17:48.361,2023-04-27 09:17:48.0,361,1,7+17+48.0
2023-04-27 09:17:48.496,2023-04-27 09:17:48.2,296,1,7+17+48.2
2023-04-27 09:17:48.708,2023-04-27 09:17:48.4,308,1,7+17+48.4
2023-04-27 09:17:48.873,2023-04-27 09:17:48.6,273,1,7+17+48.6
2023-04-27 09:17:49.072,2023-04-27 09:17:48.8,272,1,7+17+48.8
2023-04-27 09:17:49.272,2023-04-27 09:17:49.0,272,1,7+17+49.0
2023-04-27 09:17:49.272,2023-04-27 09:17:49.0,272,1,7+17+49.0
2023-04-27 09:17:49.362,2023-04-27 09:17:49.0,362,1,7+17+49.0
2023-04-27 09:17:49.471,2023-04-27 09:17:49.2,271,1,7+17+49.2
2023-04-27 09:17:49.668,2023-04-27 09:17:49.4,268,1,7+17+49.4
2023-04-27 09:17:49.832,2023-04-27 09:17:49.6,232,1,7+17+49.6
2023-04-27 09:17:50.132,2023-04-27 09:17:49.8,332,1,7+17+49.8
2023-04-27 09:17:50.266,2023-04-27 09:17:50.0,266,1,7+17+50.0
2023-04-27 09:17:50.396,2023-04-27 09:17:50.0,396,1,7+17+50.0
2023-04-27 09:17:50.396,2023-04-27 09:17:50.0,396,1,7+17+50.0
2023-04-27 09:17:50.502,2023-04-27 09:17:50.2,302,1,7+17+50.2
2023-04-27 09:17:50.661,2023-04-27 09:17:50.4,261,1,7+17+50.4
2023-04-27 09:17:50.876,2023-04-27 09:17:50.6,276,1,7+17+50.6
2023-04-27 09:17:51.142,2023-04-27 09:17:50.8,342,1,7+17+50.8
2023-04-27 09:17:51.273,2023-04-27 09:17:51.0,273,1,7+17+51.0
2023-04-27 09:17:51.273,2023-04-27 09:17:51.0,273,1,7+17+51.0
2023-04-27 09:17:51.31,2023-04-27 09:17:51.0,310,1,7+17+51.0
2023-04-27 09:17:51.473,2023-04-27 09:17:51.2,273,1,7+17+51.2
2023-04-27 09:17:51.935,2023-04-27 09:17:51.4,535,1,7+17+51.4
2023-04-27 09:17:51.935,2023-04-27 09:17:51.6,335,1,7+17+51.6
2023-04-27 09:17:52.068,2023-04-27 09:17:51.8,268,1,7+17+51.8
2023-04-27 09:17:52.3,2023-04-27 09:17:52.0,300,1,7+17+52.0
2023-04-27 09:17:52.331,2023-04-27 09:17:52.0,331,1,7+17+52.0
2023-04-27 09:17:52.399,2023-04-27 09:17:52.0,399,1,7+17+52.0
2023-04-27 09:17:52.465,2023-04-27 09:17:52.2,265,1,7+17+52.2
2023-04-27 09:17:52.663,2023-04-27 09:17:52.4,263,1,7+17+52.4
2023-04-27 09:17:52.897,2023-04-27 09:17:52.6,297,1,7+17+52.6
2023-04-27 09:17:53.062,2023-04-27 09:17:52.8,262,1,7+17+52.8
2023-04-27 09:17:53.267,2023-04-27 09:17:53.0,267,1,7+17+53.0
2023-04-27 09:17:53.331,2023-04-27 09:17:53.0,331,1,7+17+53.0
2023-04-27 09:17:53.375,2023-04-27 09:17:53.0,375,1,7+17+53.0
2023-04-27 09:17:53.476,2023-04-27 09:17:53.2,276,1,7+17+53.2
2023-04-27 09:17:53.674,2023-04-27 09:17:53.4,274,1,7+17+53.4
2023-04-27 09:17:53.906,2023-04-27 09:17:53.6,306,1,7+17+53.6
2023-04-27 09:17:54.104,2023-04-27 09:17:53.8,304,1,7+17+53.8
2023-04-27 09:17:54.304,2023-04-27 09:17:54.0,304,1,7+17+54.0
2023-04-27 09:17:54.34,2023-04-27 09:17:54.0,340,1,7+17+54.0
2023-04-27 09:17:54.34,2023-04-27 09:17:54.0,340,1,7+17+54.0
2023-04-27 09:17:54.468,2023-04-27 09:17:54.2,268,1,7+17+54.2
2023-04-27 09:17:54.703,2023-04-27 09:17:54.4,303,1,7+17+54.4
2023-04-27 09:17:54.9,2023-04-27 09:17:54.6,300,1,7+17+54.6
2023-04-27 09:17:55.107,2023-04-27 09:17:54.8,307,1,7+17+54.8
2023-04-27 09:17:55.337,2023-04-27 09:17:55.0,337,1,7+17+55.0
2023-04-27 09:17:55.337,2023-04-27 09:17:55.0,337,1,7+17+55.0
2023-04-27 09:17:55.337,2023-04-27 09:17:55.0,337,1,7+17+55.0
2023-04-27 09:17:55.541,2023-04-27 09:17:55.2,341,1,7+17+55.2
2023-04-27 09:17:55.666,2023-04-27 09:17:55.4,266,1,7+17+55.4
2023-04-27 09:17:55.875,2023-04-27 09:17:55.6,275,1,7+17+55.6
2023-04-27 09:17:56.075,2023-04-27 09:17:55.8,275,1,7+17+55.8
2023-04-27 09:17:56.272,2023-04-27 09:17:56.0,272,1,7+17+56.0
2023-04-27 09:17:56.338,2023-04-27 09:17:56.0,338,1,7+17+56.0
2023-04-27 09:17:56.338,2023-04-27 09:17:56.0,338,1,7+17+56.0
2023-04-27 09:17:56.505,2023-04-27 09:17:56.2,305,1,7+17+56.2
2023-04-27 09:17:56.746,2023-04-27 09:17:56.4,346,1,7+17+56.4
2023-04-27 09:17:57.378,2023-04-27 09:17:56.8,578,1,7+17+56.8
2023-04-27 09:17:57.378,2023-04-27 09:17:57.0,378,1,7+17+57.0
2023-04-27 09:17:57.407,2023-04-27 09:17:57.0,407,1,7+17+57.0
2023-04-27 09:17:57.407,2023-04-27 09:17:57.0,407,1,7+17+57.0
2023-04-27 09:17:57.826,2023-04-27 09:17:57.4,426,1,7+17+57.4
2023-04-27 09:17:57.919,2023-04-27 09:17:57.6,319,1,7+17+57.6
2023-04-27 09:17:58.064,2023-04-27 09:17:57.8,264,1,7+17+57.8
2023-04-27 09:17:58.276,2023-04-27 09:17:58.0,276,1,7+17+58.0
2023-04-27 09:17:58.305,2023-04-27 09:17:58.0,305,1,7+17+58.0
2023-04-27 09:17:58.305,2023-04-27 09:17:58.0,305,1,7+17+58.0
2023-04-27 09:17:58.476,2023-04-27 09:17:58.2,276,1,7+17+58.2
2023-04-27 09:17:58.704,2023-04-27 09:17:58.4,304,1,7+17+58.4
2023-04-27 09:17:59.122,2023-04-27 09:17:58.8,322,1,7+17+58.8
2023-04-27 09:17:59.386,2023-04-27 09:17:59.0,386,1,7+17+59.0
2023-04-27 09:17:59.386,2023-04-27 09:17:59.0,386,1,7+17+59.0
2023-04-27 09:17:59.41,2023-04-27 09:17:59.0,410,1,7+17+59.0
2023-04-27 09:17:59.52,2023-04-27 09:17:59.2,320,1,7+17+59.2
2023-04-27 09:17:59.685,2023-04-27 09:17:59.4,285,1,7+17+59.4
2023-04-27 09:17:59.913,2023-04-27 09:17:59.6,313,1,7+17+59.6
2023-04-27 09:18:00.147,2023-04-27 09:17:59.8,347,1,7+17+59.8
2023-04-27 09:18:00.276,2023-04-27 09:18:00.0,276,1,7+18+0.0
2023-04-27 09:18:00.38,2023-04-27 09:18:00.0,380,1,7+18+0.0
2023-04-27 09:18:00.38,2023-04-27 09:18:00.0,380,1,7+18+0.0
2023-04-27 09:18:00.477,2023-04-27 09:18:00.2,277,1,7+18+0.2
2023-04-27 09:18:00.685,2023-04-27 09:18:00.4,285,1,7+18+0.4
2023-04-27 09:18:00.887,2023-04-27 09:18:00.6,287,1,7+18+0.6
2023-04-27 09:18:01.08,2023-04-27 09:18:00.8,280,1,7+18+0.8
2023-04-27 09:18:01.313,2023-04-27 09:18:01.0,313,1,7+18+1.0
2023-04-27 09:18:01.447,2023-04-27 09:18:01.0,447,1,7+18+1.0
2023-04-27 09:18:01.48,2023-04-27 09:18:01.0,480,1,7+18+1.0
2023-04-27 09:18:01.52,2023-04-27 09:18:01.2,320,1,7+18+1.2
2023-04-27 09:18:01.717,2023-04-27 09:18:01.4,317,1,7+18+1.4
2023-04-27 09:18:01.927,2023-04-27 09:18:01.6,327,1,7+18+1.6
2023-04-27 09:18:02.141,2023-04-27 09:18:01.8,341,1,7+18+1.8
2023-04-27 09:18:02.363,2023-04-27 09:18:02.0,363,1,7+18+2.0
2023-04-27 09:18:02.43,2023-04-27 09:18:02.0,430,1,7+18+2.0
2023-04-27 09:18:02.465,2023-04-27 09:18:02.0,465,1,7+18+2.0
2023-04-27 09:18:02.857,2023-04-27 09:18:02.2,657,1,7+18+2.2
2023-04-27 09:18:02.857,2023-04-27 09:18:02.4,457,1,7+18+2.4
2023-04-27 09:18:02.951,2023-04-27 09:18:02.6,351,1,7+18+2.6
2023-04-27 09:18:03.079,2023-04-27 09:18:02.8,279,1,7+18+2.8
2023-04-27 09:18:03.282,2023-04-27 09:18:03.0,282,1,7+18+3.0
2023-04-27 09:18:03.353,2023-04-27 09:18:03.0,353,1,7+18+3.0
2023-04-27 09:18:03.353,2023-04-27 09:18:03.0,353,1,7+18+3.0
2023-04-27 09:18:03.514,2023-04-27 09:18:03.2,314,1,7+18+3.2
2023-04-27 09:18:03.683,2023-04-27 09:18:03.4,283,1,7+18+3.4
2023-04-27 09:18:04.032,2023-04-27 09:18:03.6,432,1,7+18+3.6
2023-04-27 09:18:04.146,2023-04-27 09:18:03.8,346,1,7+18+3.8
2023-04-27 09:18:04.337,2023-04-27 09:18:04.0,337,1,7+18+4.0
2023-04-27 09:18:04.337,2023-04-27 09:18:04.0,337,1,7+18+4.0
2023-04-27 09:18:04.337,2023-04-27 09:18:04.0,337,1,7+18+4.0
2023-04-27 09:18:04.465,2023-04-27 09:18:04.2,265,1,7+18+4.2
2023-04-27 09:18:04.665,2023-04-27 09:18:04.4,265,1,7+18+4.4
2023-04-27 09:18:04.896,2023-04-27 09:18:04.6,296,1,7+18+4.6
2023-04-27 09:18:05.061,2023-04-27 09:18:04.8,261,1,7+18+4.8
2023-04-27 09:18:05.294,2023-04-27 09:18:05.0,294,1,7+18+5.0
2023-04-27 09:18:05.328,2023-04-27 09:18:05.0,328,1,7+18+5.0
2023-04-27 09:18:05.328,2023-04-27 09:18:05.0,328,1,7+18+5.0
2023-04-27 09:18:05.676,2023-04-27 09:18:05.4,276,1,7+18+5.4
2023-04-27 09:18:05.905,2023-04-27 09:18:05.6,305,1,7+18+5.6
2023-04-27 09:18:06.105,2023-04-27 09:18:05.8,305,1,7+18+5.8
2023-04-27 09:18:06.269,2023-04-27 09:18:06.0,269,1,7+18+6.0
2023-04-27 09:18:06.305,2023-04-27 09:18:06.0,305,1,7+18+6.0
2023-04-27 09:18:06.336,2023-04-27 09:18:06.0,336,1,7+18+6.0
2023-04-27 09:18:06.471,2023-04-27 09:18:06.2,271,1,7+18+6.2
2023-04-27 09:18:06.703,2023-04-27 09:18:06.4,303,1,7+18+6.4
2023-04-27 09:18:06.865,2023-04-27 09:18:06.6,265,1,7+18+6.6
2023-04-27 09:18:07.068,2023-04-27 09:18:06.8,268,1,7+18+6.8
2023-04-27 09:18:07.296,2023-04-27 09:18:07.0,296,1,7+18+7.0
2023-04-27 09:18:07.394,2023-04-27 09:18:07.0,394,1,7+18+7.0
