Android_time,Stonex_gnss_time,Delta_Android-Stonex,Stonex_status,Stonex_time_check
2023-04-27 09:20:09.049,2023-04-27 09:20:08.6,449,1,7+20+8.6
2023-04-27 09:20:09.049,2023-04-27 09:20:08.8,249,1,7+20+8.8
2023-04-27 09:20:09.282,2023-04-27 09:20:09.0,282,1,7+20+9.0
2023-04-27 09:20:09.352,2023-04-27 09:20:09.0,352,1,7+20+9.0
2023-04-27 09:20:09.352,2023-04-27 09:20:09.0,352,1,7+20+9.0
2023-04-27 09:20:09.486,2023-04-27 09:20:09.2,286,1,7+20+9.2
2023-04-27 09:20:09.717,2023-04-27 09:20:09.4,317,1,7+20+9.4
2023-04-27 09:20:09.922,2023-04-27 09:20:09.6,322,1,7+20+9.6
2023-04-27 09:20:10.187,2023-04-27 09:20:09.8,387,1,7+20+9.8
2023-04-27 09:20:10.659,2023-04-27 09:20:10.0,659,1,7+20+10.0
2023-04-27 09:20:10.72,2023-04-27 09:20:10.0,720,1,7+20+10.0
2023-04-27 09:20:10.72,2023-04-27 09:20:10.0,720,1,7+20+10.0
2023-04-27 09:20:10.758,2023-04-27 09:20:10.2,558,1,7+20+10.2
2023-04-27 09:20:10.758,2023-04-27 09:20:10.4,358,1,7+20+10.4
2023-04-27 09:20:10.855,2023-04-27 09:20:10.6,255,1,7+20+10.6
2023-04-27 09:20:11.122,2023-04-27 09:20:10.8,322,1,7+20+10.8
2023-04-27 09:20:11.424,2023-04-27 09:20:11.0,424,1,7+20+11.0
2023-04-27 09:20:11.529,2023-04-27 09:20:11.0,529,1,7+20+11.0
2023-04-27 09:20:11.529,2023-04-27 09:20:11.0,529,1,7+20+11.0
2023-04-27 09:20:11.529,2023-04-27 09:20:11.2,329,1,7+20+11.2
2023-04-27 09:20:11.825,2023-04-27 09:20:11.4,425,1,7+20+11.4
2023-04-27 09:20:11.998,2023-04-27 09:20:11.6,398,1,7+20+11.6
2023-04-27 09:20:12.161,2023-04-27 09:20:11.8,361,1,7+20+11.8
2023-04-27 09:20:12.369,2023-04-27 09:20:12.0,369,1,7+20+12.0
2023-04-27 09:20:12.598,2023-04-27 09:20:12.0,598,1,7+20+12.0
2023-04-27 09:20:12.63,2023-04-27 09:20:12.0,630,1,7+20+12.0
2023-04-27 09:20:12.63,2023-04-27 09:20:12.2,430,1,7+20+12.2
2023-04-27 09:20:12.698,2023-04-27 09:20:12.4,298,1,7+20+12.4
2023-04-27 09:20:12.959,2023-04-27 09:20:12.6,359,1,7+20+12.6
2023-04-27 09:20:13.168,2023-04-27 09:20:12.8,368,1,7+20+12.8
2023-04-27 09:20:13.331,2023-04-27 09:20:13.0,331,1,7+20+13.0
2023-04-27 09:20:13.44,2023-04-27 09:20:13.0,440,1,7+20+13.0
2023-04-27 09:20:13.44,2023-04-27 09:20:13.0,440,1,7+20+13.0
2023-04-27 09:20:13.532,2023-04-27 09:20:13.2,332,1,7+20+13.2
2023-04-27 09:20:13.763,2023-04-27 09:20:13.4,363,1,7+20+13.4
2023-04-27 09:20:13.932,2023-04-27 09:20:13.6,332,1,7+20+13.6
2023-04-27 09:20:14.129,2023-04-27 09:20:13.8,329,1,7+20+13.8
2023-04-27 09:20:14.305,2023-04-27 09:20:14.0,305,1,7+20+14.0
2023-04-27 09:20:14.398,2023-04-27 09:20:14.0,398,1,7+20+14.0
2023-04-27 09:20:14.398,2023-04-27 09:20:14.0,398,1,7+20+14.0
2023-04-27 09:20:14.503,2023-04-27 09:20:14.2,303,1,7+20+14.2
2023-04-27 09:20:14.77,2023-04-27 09:20:14.4,370,1,7+20+14.4
2023-04-27 09:20:15.105,2023-04-27 09:20:14.6,505,1,7+20+14.6
2023-04-27 09:20:15.105,2023-04-27 09:20:14.8,305,1,7+20+14.8
2023-04-27 09:20:15.338,2023-04-27 09:20:15.0,338,1,7+20+15.0
2023-04-27 09:20:15.368,2023-04-27 09:20:15.0,368,1,7+20+15.0
2023-04-27 09:20:15.368,2023-04-27 09:20:15.0,368,1,7+20+15.0
2023-04-27 09:20:15.504,2023-04-27 09:20:15.2,304,1,7+20+15.2
2023-04-27 09:20:15.904,2023-04-27 09:20:15.4,504,1,7+20+15.4
2023-04-27 09:20:15.945,2023-04-27 09:20:15.6,345,1,7+20+15.6
2023-04-27 09:20:16.143,2023-04-27 09:20:15.8,343,1,7+20+15.8
2023-04-27 09:20:16.303,2023-04-27 09:20:16.0,303,1,7+20+16.0
2023-04-27 09:20:16.337,2023-04-27 09:20:16.0,337,1,7+20+16.0
2023-04-27 09:20:16.407,2023-04-27 09:20:16.0,407,1,7+20+16.0
2023-04-27 09:20:16.512,2023-04-27 09:20:16.2,312,1,7+20+16.2
2023-04-27 09:20:16.742,2023-04-27 09:20:16.4,342,1,7+20+16.4
2023-04-27 09:20:16.94,2023-04-27 09:20:16.6,340,1,7+20+16.6
2023-04-27 09:20:17.142,2023-04-27 09:20:16.8,342,1,7+20+16.8
2023-04-27 09:20:17.276,2023-04-27 09:20:17.0,276,1,7+20+17.0
2023-04-27 09:20:17.316,2023-04-27 09:20:17.0,316,1,7+20+17.0
2023-04-27 09:20:17.442,2023-04-27 09:20:17.0,442,1,7+20+17.0
2023-04-27 09:20:17.512,2023-04-27 09:20:17.2,312,1,7+20+17.2
2023-04-27 09:20:17.736,2023-04-27 09:20:17.4,336,1,7+20+17.4
2023-04-27 09:20:17.941,2023-04-27 09:20:17.6,341,1,7+20+17.6
2023-04-27 09:20:18.113,2023-04-27 09:20:17.8,313,1,7+20+17.8
2023-04-27 09:20:18.413,2023-04-27 09:20:18.0,413,1,7+20+18.0
2023-04-27 09:20:18.413,2023-04-27 09:20:18.0,413,1,7+20+18.0
2023-04-27 09:20:18.413,2023-04-27 09:20:18.0,413,1,7+20+18.0
2023-04-27 09:20:18.511,2023-04-27 09:20:18.2,311,1,7+20+18.2
2023-04-27 09:20:18.684,2023-04-27 09:20:18.4,284,1,7+20+18.4
2023-04-27 09:20:18.884,2023-04-27 09:20:18.6,284,1,7+20+18.6
2023-04-27 09:20:19.081,2023-04-27 09:20:18.8,281,1,7+20+18.8
2023-04-27 09:20:19.41,2023-04-27 09:20:19.0,410,1,7+20+19.0
2023-04-27 09:20:19.41,2023-04-27 09:20:19.0,410,1,7+20+19.0
2023-04-27 09:20:19.41,2023-04-27 09:20:19.0,410,1,7+20+19.0
2023-04-27 09:20:19.517,2023-04-27 09:20:19.2,317,1,7+20+19.2
2023-04-27 09:20:19.685,2023-04-27 09:20:19.4,285,1,7+20+19.4
2023-04-27 09:20:19.917,2023-04-27 09:20:19.6,317,1,7+20+19.6
2023-04-27 09:20:20.048,2023-04-27 09:20:19.8,248,1,7+20+19.8
2023-04-27 09:20:20.357,2023-04-27 09:20:20.0,357,1,7+20+20.0
2023-04-27 09:20:20.357,2023-04-27 09:20:20.0,357,1,7+20+20.0
2023-04-27 09:20:20.357,2023-04-27 09:20:20.0,357,1,7+20+20.0
2023-04-27 09:20:20.475,2023-04-27 09:20:20.2,275,1,7+20+20.2
2023-04-27 09:20:20.683,2023-04-27 09:20:20.4,283,1,7+20+20.4
2023-04-27 09:20:20.921,2023-04-27 09:20:20.6,321,1,7+20+20.6
2023-04-27 09:20:21.392,2023-04-27 09:20:21.0,392,1,7+20+21.0
2023-04-27 09:20:21.392,2023-04-27 09:20:21.0,392,1,7+20+21.0
2023-04-27 09:20:21.392,2023-04-27 09:20:21.0,392,1,7+20+21.0
2023-04-27 09:20:21.522,2023-04-27 09:20:21.2,322,1,7+20+21.2
2023-04-27 09:20:21.723,2023-04-27 09:20:21.4,323,1,7+20+21.4
2023-04-27 09:20:21.957,2023-04-27 09:20:21.6,357,1,7+20+21.6
2023-04-27 09:20:22.149,2023-04-27 09:20:21.8,349,1,7+20+21.8
2023-04-27 09:20:22.334,2023-04-27 09:20:22.0,334,1,7+20+22.0
2023-04-27 09:20:22.456,2023-04-27 09:20:22.0,456,1,7+20+22.0
2023-04-27 09:20:22.493,2023-04-27 09:20:22.0,493,1,7+20+22.0
2023-04-27 09:20:22.493,2023-04-27 09:20:22.2,293,1,7+20+22.2
2023-04-27 09:20:22.754,2023-04-27 09:20:22.4,354,1,7+20+22.4
2023-04-27 09:20:22.917,2023-04-27 09:20:22.6,317,1,7+20+22.6
2023-04-27 09:20:23.131,2023-04-27 09:20:22.8,331,1,7+20+22.8
2023-04-27 09:20:23.36,2023-04-27 09:20:23.0,360,1,7+20+23.0
2023-04-27 09:20:23.398,2023-04-27 09:20:23.0,398,1,7+20+23.0
2023-04-27 09:20:23.422,2023-04-27 09:20:23.0,422,1,7+20+23.0
2023-04-27 09:20:23.527,2023-04-27 09:20:23.2,327,1,7+20+23.2
2023-04-27 09:20:23.725,2023-04-27 09:20:23.4,325,1,7+20+23.4
2023-04-27 09:20:23.923,2023-04-27 09:20:23.6,323,1,7+20+23.6
2023-04-27 09:20:24.122,2023-04-27 09:20:23.8,322,1,7+20+23.8
2023-04-27 09:20:24.426,2023-04-27 09:20:24.0,426,1,7+20+24.0
2023-04-27 09:20:24.426,2023-04-27 09:20:24.0,426,1,7+20+24.0
2023-04-27 09:20:24.426,2023-04-27 09:20:24.0,426,1,7+20+24.0
2023-04-27 09:20:24.557,2023-04-27 09:20:24.2,357,1,7+20+24.2
2023-04-27 09:20:24.855,2023-04-27 09:20:24.4,455,1,7+20+24.4
2023-04-27 09:20:24.935,2023-04-27 09:20:24.6,335,1,7+20+24.6
2023-04-27 09:20:25.333,2023-04-27 09:20:25.0,333,1,7+20+25.0
2023-04-27 09:20:25.458,2023-04-27 09:20:25.0,458,1,7+20+25.0
2023-04-27 09:20:25.458,2023-04-27 09:20:25.0,458,1,7+20+25.0
2023-04-27 09:20:25.666,2023-04-27 09:20:25.2,466,1,7+20+25.2
2023-04-27 09:20:25.726,2023-04-27 09:20:25.4,326,1,7+20+25.4
2023-04-27 09:20:25.962,2023-04-27 09:20:25.6,362,1,7+20+25.6
2023-04-27 09:20:26.161,2023-04-27 09:20:25.8,361,1,7+20+25.8
2023-04-27 09:20:26.338,2023-04-27 09:20:26.0,338,1,7+20+26.0
2023-04-27 09:20:26.471,2023-04-27 09:20:26.0,471,1,7+20+26.0
2023-04-27 09:20:26.471,2023-04-27 09:20:26.0,471,1,7+20+26.0
2023-04-27 09:20:26.831,2023-04-27 09:20:26.2,631,1,7+20+26.2
2023-04-27 09:20:26.87,2023-04-27 09:20:26.4,470,1,7+20+26.4
2023-04-27 09:20:26.97,2023-04-27 09:20:26.6,370,1,7+20+26.6
2023-04-27 09:20:27.134,2023-04-27 09:20:26.8,334,1,7+20+26.8
2023-04-27 09:20:27.334,2023-04-27 09:20:27.0,334,1,7+20+27.0
2023-04-27 09:20:27.434,2023-04-27 09:20:27.0,434,1,7+20+27.0
2023-04-27 09:20:27.434,2023-04-27 09:20:27.0,434,1,7+20+27.0
2023-04-27 09:20:27.53,2023-04-27 09:20:27.2,330,1,7+20+27.2
2023-04-27 09:20:27.732,2023-04-27 09:20:27.4,332,1,7+20+27.4
2023-04-27 09:20:28.063,2023-04-27 09:20:27.6,463,1,7+20+27.6
2023-04-27 09:20:28.142,2023-04-27 09:20:27.8,342,1,7+20+27.8
2023-04-27 09:20:28.278,2023-04-27 09:20:28.0,278,1,7+20+28.0
2023-04-27 09:20:28.373,2023-04-27 09:20:28.0,373,1,7+20+28.0
2023-04-27 09:20:28.373,2023-04-27 09:20:28.0,373,1,7+20+28.0
2023-04-27 09:20:28.502,2023-04-27 09:20:28.2,302,1,7+20+28.2
2023-04-27 09:20:28.736,2023-04-27 09:20:28.4,336,1,7+20+28.4
2023-04-27 09:20:28.901,2023-04-27 09:20:28.6,301,1,7+20+28.6
2023-04-27 09:20:29.072,2023-04-27 09:20:28.8,272,1,7+20+28.8
2023-04-27 09:20:29.316,2023-04-27 09:20:29.0,316,1,7+20+29.0
2023-04-27 09:20:29.363,2023-04-27 09:20:29.0,363,1,7+20+29.0
2023-04-27 09:20:29.363,2023-04-27 09:20:29.0,363,1,7+20+29.0
2023-04-27 09:20:29.473,2023-04-27 09:20:29.2,273,1,7+20+29.2
2023-04-27 09:20:29.707,2023-04-27 09:20:29.4,307,1,7+20+29.4
2023-04-27 09:20:29.874,2023-04-27 09:20:29.6,274,1,7+20+29.6
2023-04-27 09:20:30.104,2023-04-27 09:20:29.8,304,1,7+20+29.8
2023-04-27 09:20:30.273,2023-04-27 09:20:30.0,273,1,7+20+30.0
2023-04-27 09:20:30.378,2023-04-27 09:20:30.0,378,1,7+20+30.0
2023-04-27 09:20:30.378,2023-04-27 09:20:30.0,378,1,7+20+30.0
2023-04-27 09:20:30.477,2023-04-27 09:20:30.2,277,1,7+20+30.2
