Android_time,Stonex_gnss_time,ARCore_yaw,Stonex_yaw,Delta_yaw_AR_Ston,Stonex_status
2023-06-12 14:59:40.656,2023-06-12 14:59:05.0,102.38,-2.851758,105.23175525341797,2
2023-06-12 14:59:40.686,2023-06-12 14:59:05.2,102.11,-2.851758,104.96175861035157,2
2023-06-12 14:59:40.753,2023-06-12 14:59:05.4,102.49,-2.851758,105.34175586376954,2
2023-06-12 14:59:40.89,2023-06-12 14:59:05.4,101.7,-4.446333,106.14632994824218,2
2023-06-12 14:59:40.987,2023-06-12 14:59:05.6,100.16,-4.446333,104.60633666210937,2
2023-06-12 14:59:41.052,2023-06-12 14:59:05.6,98.47,-5.173751,103.64375222070312,2
2023-06-12 14:59:41.192,2023-06-12 14:59:05.8,94.97,-5.173751,100.14375222070312,2
2023-06-12 14:59:41.285,2023-06-12 14:59:05.8,92.44,-9.663187,102.10318944140624,2
2023-06-12 14:59:41.425,2023-06-12 14:59:06.0,85.76,-9.663187,95.42318913623046,2
2023-06-12 14:59:41.512,2023-06-12 14:59:06.0,80.41,-14.866733,95.27673666210937,2
2023-06-12 14:59:41.562,2023-06-12 14:59:06.2,75.46,-14.866733,90.32673208447265,2
2023-06-12 14:59:41.629,2023-06-12 14:59:06.2,71.74,-27.757435,99.49743286376953,2
2023-06-12 14:59:41.798,2023-06-12 14:59:06.4,60.24,-27.757435,87.9974366784668,2
2023-06-12 14:59:41.861,2023-06-12 14:59:06.4,55.35,-40.416248,95.76624647412109,2
2023-06-12 14:59:41.969,2023-06-12 14:59:06.6,48.0,-40.416248,88.416248,2
2023-06-12 14:59:42.041,2023-06-12 14:59:06.6,42.95,-55.061661,98.01166176293945,2
2023-06-12 14:59:42.236,2023-06-12 14:59:06.8,26.54,-55.061661,81.60166191552734,2
2023-06-12 14:59:42.269,2023-06-12 14:59:06.8,23.87,-70.377472,94.2474728392334,2
2023-06-12 14:59:42.467,2023-06-12 14:59:07.0,6.11,-70.377472,76.4874721335144,2
2023-06-12 14:59:42.509,2023-06-12 14:59:07.0,2.81,-86.334007,89.14400694277954,2
2023-06-12 14:59:42.537,2023-06-12 14:59:07.2,-0.52,-86.334007,85.81400701907349,2
2023-06-12 14:59:42.606,2023-06-12 14:59:07.2,-7.05,-105.601082,98.55108180926514,2
2023-06-12 14:59:42.739,2023-06-12 14:59:07.4,-16.73,-105.601082,88.87108245776368,2
2023-06-12 14:59:42.769,2023-06-12 14:59:07.4,-19.39,-121.93644,102.54644061035157,2
