Input,Time,Latitude,Longitude,Pitch,Yaw,Roll,Status
SMAR,2023-04-04 12:33:36:133 GMT+02:00 2023,null,null,293.76,62.95,86.15,null
SMAR,2023-04-04 12:33:36:165 GMT+02:00 2023,null,null,293.92,62.66,86.14,null
SMAR,2023-04-04 12:33:36:197 GMT+02:00 2023,null,null,294.26,62.15,86.14,null
SMAR,2023-04-04 12:33:36:235 GMT+02:00 2023,null,null,294.51,61.7,86.13,null
SMAR,2023-04-04 12:33:36:268 GMT+02:00 2023,null,null,294.52,61.48,86.12,null
STON,2023-04-04 12:33:36:282 GMT+02:00 2023,46.089799305,11.115508933333333,-0.847181,165.048645,0.269819,1
SMAR,2023-04-04 12:33:36:299 GMT+02:00 2023,null,null,294.66,61.12,86.11,null
SMAR,2023-04-04 12:33:36:333 GMT+02:00 2023,null,null,294.84,60.72,86.09,null
SMAR,2023-04-04 12:33:36:367 GMT+02:00 2023,null,null,294.75,60.59,86.07,null
SMAR,2023-04-04 12:33:36:409 GMT+02:00 2023,null,null,294.88,60.24,86.06,null
SMAR,2023-04-04 12:33:36:443 GMT+02:00 2023,null,null,295.03,59.92,86.03,null
SMAR,2023-04-04 12:33:36:472 GMT+02:00 2023,null,null,295.12,59.65,86.03,null
SMAR,2023-04-04 12:33:36:501 GMT+02:00 2023,null,null,295.33,59.11,85.99,null
STON,2023-04-04 12:33:36:506 GMT+02:00 2023,46.089799305,11.115508933333333,-0.928313,166.454819,0.218032,1
SMAR,2023-04-04 12:33:36:541 GMT+02:00 2023,null,null,295.47,58.57,85.97,null
SMAR,2023-04-04 12:33:36:571 GMT+02:00 2023,null,null,295.83,57.8,85.96,null
SMAR,2023-04-04 12:33:36:606 GMT+02:00 2023,null,null,296.03,57.2,85.91,null
SMAR,2023-04-04 12:33:36:639 GMT+02:00 2023,null,null,296.26,56.59,85.88,null
SMAR,2023-04-04 12:33:36:674 GMT+02:00 2023,null,null,296.36,56.05,85.84,null
SMAR,2023-04-04 12:33:36:702 GMT+02:00 2023,null,null,296.65,55.34,85.8,null
STON,2023-04-04 12:33:36:713 GMT+02:00 2023,46.089799305,11.115508933333333,-1.062331,168.548782,0.174944,1
STON,2023-04-04 12:33:36:721 GMT+02:00 2023,46.089799228333334,11.115508971666667,-1.062331,168.548782,0.174944,1
STON,2023-04-04 12:33:36:725 GMT+02:00 2023,46.089799228333334,11.115508971666667,-1.062331,168.548782,0.174944,1
SMAR,2023-04-04 12:33:36:734 GMT+02:00 2023,null,null,297.03,54.5,85.75,null
SMAR,2023-04-04 12:33:36:769 GMT+02:00 2023,null,null,297.13,53.92,85.71,null
SMAR,2023-04-04 12:33:36:810 GMT+02:00 2023,null,null,297.58,52.91,85.65,null
SMAR,2023-04-04 12:33:36:849 GMT+02:00 2023,null,null,298.19,51.68,85.59,null
SMAR,2023-04-04 12:33:36:879 GMT+02:00 2023,null,null,298.46,50.76,85.53,null
SMAR,2023-04-04 12:33:36:915 GMT+02:00 2023,null,null,299.11,49.48,85.47,null
STON,2023-04-04 12:33:36:923 GMT+02:00 2023,46.089799228333334,11.115508971666667,-1.100276,171.678513,-0.241007,1
SMAR,2023-04-04 12:33:36:941 GMT+02:00 2023,null,null,299.64,48.38,85.4,null
SMAR,2023-04-04 12:33:36:978 GMT+02:00 2023,null,null,299.66,47.83,85.28,null
SMAR,2023-04-04 12:33:37:014 GMT+02:00 2023,null,null,299.97,47.1,85.19,null
SMAR,2023-04-04 12:33:37:046 GMT+02:00 2023,null,null,300.29,46.41,85.1,null
SMAR,2023-04-04 12:33:37:083 GMT+02:00 2023,null,null,300.4,45.92,84.98,null
SMAR,2023-04-04 12:33:37:113 GMT+02:00 2023,null,null,300.57,45.36,84.89,null
SMAR,2023-04-04 12:33:37:146 GMT+02:00 2023,null,null,300.68,44.84,84.79,null
SMAR,2023-04-04 12:33:37:175 GMT+02:00 2023,null,null,300.98,44.22,84.72,null
SMAR,2023-04-04 12:33:37:211 GMT+02:00 2023,null,null,300.78,44.24,84.62,null
SMAR,2023-04-04 12:33:37:250 GMT+02:00 2023,null,null,300.29,44.62,84.53,null
SMAR,2023-04-04 12:33:37:284 GMT+02:00 2023,null,null,300.71,44.11,84.51,null
SMAR,2023-04-04 12:33:37:316 GMT+02:00 2023,null,null,299.8,44.86,84.42,null
STON,2023-04-04 12:33:37:324 GMT+02:00 2023,46.089799228333334,11.115508971666667,-1.536915,177.895828,-1.173343,1
SMAR,2023-04-04 12:33:37:344 GMT+02:00 2023,null,null,298.72,45.67,84.34,null
SMAR,2023-04-04 12:33:37:382 GMT+02:00 2023,null,null,298.94,45.11,84.33,null
SMAR,2023-04-04 12:33:37:410 GMT+02:00 2023,null,null,298.16,45.44,84.28,null
SMAR,2023-04-04 12:33:37:450 GMT+02:00 2023,null,null,297.53,45.64,84.25,null
SMAR,2023-04-04 12:33:37:479 GMT+02:00 2023,null,null,298.09,44.76,84.21,null
STON,2023-04-04 12:33:37:487 GMT+02:00 2023,46.089799228333334,11.115508971666667,-1.101337,179.715378,-1.71743,1
SMAR,2023-04-04 12:33:37:511 GMT+02:00 2023,null,null,297.25,45.41,84.17,null
SMAR,2023-04-04 12:33:37:548 GMT+02:00 2023,null,null,296.3,46.3,84.11,null
SMAR,2023-04-04 12:33:37:578 GMT+02:00 2023,null,null,296.21,46.41,84.05,null
SMAR,2023-04-04 12:33:37:609 GMT+02:00 2023,null,null,295.08,47.49,83.99,null
SMAR,2023-04-04 12:33:37:643 GMT+02:00 2023,null,null,293.86,48.54,83.93,null
SMAR,2023-04-04 12:33:37:672 GMT+02:00 2023,null,null,292.86,49.34,83.93,null
STON,2023-04-04 12:33:37:695 GMT+02:00 2023,46.089799228333334,11.115508971666667,-0.671804,-179.019424,-1.892853,1
SMAR,2023-04-04 12:33:37:705 GMT+02:00 2023,null,null,291.88,50.05,83.85,null
SMAR,2023-04-04 12:33:37:738 GMT+02:00 2023,null,null,290.87,50.75,83.77,null
SMAR,2023-04-04 12:33:37:774 GMT+02:00 2023,null,null,289.6,51.67,83.75,null
SMAR,2023-04-04 12:33:37:804 GMT+02:00 2023,null,null,288.87,52.09,83.66,null
STON,2023-04-04 12:33:37:810 GMT+02:00 2023,46.089799326666665,11.115509698333334,-0.671804,-179.019424,-1.892853,1
SMAR,2023-04-04 12:33:37:847 GMT+02:00 2023,null,null,288.24,52.47,83.58,null
STON,2023-04-04 12:33:37:856 GMT+02:00 2023,46.089799326666665,11.115509698333334,-0.671804,-179.019424,-1.892853,1
STON,2023-04-04 12:33:37:859 GMT+02:00 2023,46.089799326666665,11.115509698333334,0.028648,-177.014252,-2.210513,1
SMAR,2023-04-04 12:33:37:873 GMT+02:00 2023,null,null,287.75,52.76,83.5,null
SMAR,2023-04-04 12:33:37:913 GMT+02:00 2023,null,null,287.32,53.07,83.43,null
SMAR,2023-04-04 12:33:37:944 GMT+02:00 2023,null,null,287.07,53.23,83.36,null
SMAR,2023-04-04 12:33:37:975 GMT+02:00 2023,null,null,286.88,53.35,83.22,null
SMAR,2023-04-04 12:33:38:014 GMT+02:00 2023,null,null,286.89,53.2,83.17,null
SMAR,2023-04-04 12:33:38:052 GMT+02:00 2023,null,null,286.89,53.04,83.13,null
SMAR,2023-04-04 12:33:38:081 GMT+02:00 2023,null,null,287.0,52.84,83.05,null
STON,2023-04-04 12:33:38:086 GMT+02:00 2023,46.089799326666665,11.115509698333334,0.508442,-175.782516,-2.795944,1
SMAR,2023-04-04 12:33:38:112 GMT+02:00 2023,null,null,287.16,52.71,83.01,null
SMAR,2023-04-04 12:33:38:150 GMT+02:00 2023,null,null,287.31,52.63,82.98,null
SMAR,2023-04-04 12:33:38:182 GMT+02:00 2023,null,null,287.65,52.38,82.9,null
SMAR,2023-04-04 12:33:38:212 GMT+02:00 2023,null,null,287.86,52.23,82.88,null
SMAR,2023-04-04 12:33:38:240 GMT+02:00 2023,null,null,288.16,51.98,82.86,null
SMAR,2023-04-04 12:33:38:276 GMT+02:00 2023,null,null,288.39,51.74,82.8,null
SMAR,2023-04-04 12:33:38:308 GMT+02:00 2023,null,null,288.75,51.38,82.78,null
SMAR,2023-04-04 12:33:38:339 GMT+02:00 2023,null,null,289.15,51.0,82.76,null
SMAR,2023-04-04 12:33:38:372 GMT+02:00 2023,null,null,289.58,50.61,82.71,null
SMAR,2023-04-04 12:33:38:405 GMT+02:00 2023,null,null,290.0,50.21,82.69,null
SMAR,2023-04-04 12:33:38:450 GMT+02:00 2023,null,null,290.42,49.85,82.67,null
SMAR,2023-04-04 12:33:38:478 GMT+02:00 2023,null,null,290.91,49.43,82.63,null
STON,2023-04-04 12:33:38:490 GMT+02:00 2023,46.089799326666665,11.115509698333334,0.286071,-175.229904,-3.022767,1
SMAR,2023-04-04 12:33:38:507 GMT+02:00 2023,null,null,291.39,49.0,82.61,null
SMAR,2023-04-04 12:33:38:553 GMT+02:00 2023,null,null,291.79,48.58,82.58,null
SMAR,2023-04-04 12:33:38:572 GMT+02:00 2023,null,null,292.13,48.24,82.56,null
SMAR,2023-04-04 12:33:38:604 GMT+02:00 2023,null,null,292.52,47.87,82.53,null
SMAR,2023-04-04 12:33:38:650 GMT+02:00 2023,null,null,292.72,47.62,82.5,null
SMAR,2023-04-04 12:33:38:689 GMT+02:00 2023,null,null,293.01,47.33,82.47,null
SMAR,2023-04-04 12:33:38:708 GMT+02:00 2023,null,null,293.39,46.98,82.45,null
STON,2023-04-04 12:33:38:723 GMT+02:00 2023,46.089799326666665,11.115509698333334,0.016067,-174.944809,-3.213803,1
STON,2023-04-04 12:33:38:732 GMT+02:00 2023,46.08979944,11.11551024,0.016067,-174.944809,-3.213803,1
STON,2023-04-04 12:33:38:738 GMT+02:00 2023,46.08979944,11.11551024,0.016067,-174.944809,-3.213803,1
SMAR,2023-04-04 12:33:38:746 GMT+02:00 2023,null,null,293.79,46.62,82.43,null
SMAR,2023-04-04 12:33:38:786 GMT+02:00 2023,null,null,294.41,45.98,82.41,null
SMAR,2023-04-04 12:33:38:812 GMT+02:00 2023,null,null,294.86,45.5,82.41,null
SMAR,2023-04-04 12:33:38:840 GMT+02:00 2023,null,null,295.24,45.15,82.41,null
SMAR,2023-04-04 12:33:38:880 GMT+02:00 2023,null,null,295.64,44.8,82.43,null
SMAR,2023-04-04 12:33:38:911 GMT+02:00 2023,null,null,296.02,44.45,82.44,null
SMAR,2023-04-04 12:33:38:949 GMT+02:00 2023,null,null,296.36,44.1,82.45,null
SMAR,2023-04-04 12:33:38:983 GMT+02:00 2023,null,null,296.86,43.61,82.46,null
SMAR,2023-04-04 12:33:39:015 GMT+02:00 2023,null,null,297.14,43.35,82.48,null
STON,2023-04-04 12:33:39:021 GMT+02:00 2023,46.08979944,11.11551024,-0.168889,-174.665451,-3.589046,1
SMAR,2023-04-04 12:33:39:049 GMT+02:00 2023,null,null,297.42,43.11,82.51,null
SMAR,2023-04-04 12:33:39:079 GMT+02:00 2023,null,null,297.92,42.67,82.53,null
SMAR,2023-04-04 12:33:39:113 GMT+02:00 2023,null,null,298.26,42.41,82.56,null
SMAR,2023-04-04 12:33:39:146 GMT+02:00 2023,null,null,298.56,42.2,82.59,null
STON,2023-04-04 12:33:39:153 GMT+02:00 2023,46.08979944,11.11551024,-0.41891,-174.584641,-3.669148,1
SMAR,2023-04-04 12:33:39:180 GMT+02:00 2023,null,null,298.89,41.97,82.61,null
SMAR,2023-04-04 12:33:39:218 GMT+02:00 2023,null,null,299.14,41.75,82.64,null
SMAR,2023-04-04 12:33:39:250 GMT+02:00 2023,null,null,299.26,41.61,82.66,null
SMAR,2023-04-04 12:33:39:281 GMT+02:00 2023,null,null,299.34,41.49,82.68,null
SMAR,2023-04-04 12:33:39:308 GMT+02:00 2023,46.0899088,11.1156404,299.46,41.36,82.7,null
SMAR,2023-04-04 12:33:39:344 GMT+02:00 2023,46.0899088,11.1156404,299.56,41.28,82.71,null
STON,2023-04-04 12:33:39:350 GMT+02:00 2023,46.08979944,11.11551024,-0.687493,-174.5401,-3.558297,1
SMAR,2023-04-04 12:33:39:378 GMT+02:00 2023,46.0899088,11.1156404,299.7,41.18,82.71,null
SMAR,2023-04-04 12:33:39:415 GMT+02:00 2023,46.0899088,11.1156404,299.81,41.13,82.72,null
SMAR,2023-04-04 12:33:39:446 GMT+02:00 2023,46.0899088,11.1156404,299.9,41.16,82.72,null
SMAR,2023-04-04 12:33:39:481 GMT+02:00 2023,46.0899088,11.1156404,299.98,41.21,82.72,null
SMAR,2023-04-04 12:33:39:515 GMT+02:00 2023,46.0899088,11.1156404,300.01,41.3,82.72,null
STON,2023-04-04 12:33:39:521 GMT+02:00 2023,46.08979944,11.11551024,-0.860557,-174.349228,-3.396938,1
SMAR,2023-04-04 12:33:39:545 GMT+02:00 2023,46.0899088,11.1156404,300.07,41.35,82.72,null
SMAR,2023-04-04 12:33:39:574 GMT+02:00 2023,46.0899088,11.1156404,300.05,41.51,82.72,null
SMAR,2023-04-04 12:33:39:614 GMT+02:00 2023,46.0899088,11.1156404,300.03,41.67,82.72,null
SMAR,2023-04-04 12:33:39:646 GMT+02:00 2023,46.0899088,11.1156404,300.01,41.86,82.72,null
SMAR,2023-04-04 12:33:39:677 GMT+02:00 2023,46.0899088,11.1156404,299.9,42.12,82.72,null
SMAR,2023-04-04 12:33:39:706 GMT+02:00 2023,46.0899088,11.1156404,299.75,42.38,82.72,null
STON,2023-04-04 12:33:39:725 GMT+02:00 2023,46.08979944,11.11551024,-0.97514,-174.854309,-3.388918,1
STON,2023-04-04 12:33:39:729 GMT+02:00 2023,46.08979920666667,11.1155102,-0.97514,-174.854309,-3.388918,1
SMAR,2023-04-04 12:33:39:738 GMT+02:00 2023,46.0899088,11.1156404,299.61,42.57,82.71,null
STON,2023-04-04 12:33:39:746 GMT+02:00 2023,46.08979920666667,11.1155102,-0.97514,-174.854309,-3.388918,1
SMAR,2023-04-04 12:33:39:772 GMT+02:00 2023,46.0899088,11.1156404,299.43,42.73,82.7,null
SMAR,2023-04-04 12:33:39:806 GMT+02:00 2023,46.0899044,11.1156293,299.14,42.96,82.71,null
SMAR,2023-04-04 12:33:39:846 GMT+02:00 2023,46.0899044,11.1156293,298.75,43.33,82.69,null
SMAR,2023-04-04 12:33:39:875 GMT+02:00 2023,46.0899044,11.1156293,298.33,43.73,82.71,null
SMAR,2023-04-04 12:33:39:913 GMT+02:00 2023,46.0899044,11.1156293,297.73,44.32,82.7,null
SMAR,2023-04-04 12:33:39:948 GMT+02:00 2023,46.0899044,11.1156293,297.04,45.0,82.69,null
STON,2023-04-04 12:33:39:952 GMT+02:00 2023,46.08979920666667,11.1155102,-0.929251,-175.038177,-3.363689,1
SMAR,2023-04-04 12:33:39:977 GMT+02:00 2023,46.0899044,11.1156293,296.39,45.61,82.69,null
SMAR,2023-04-04 12:33:40:008 GMT+02:00 2023,46.0899044,11.1156293,295.68,46.26,82.69,null
SMAR,2023-04-04 12:33:40:045 GMT+02:00 2023,46.0899044,11.1156293,294.9,47.08,82.69,null
SMAR,2023-04-04 12:33:40:077 GMT+02:00 2023,46.0899044,11.1156293,294.15,48.0,82.67,null
SMAR,2023-04-04 12:33:40:115 GMT+02:00 2023,46.0899044,11.1156293,293.35,49.05,82.65,null
SMAR,2023-04-04 12:33:40:145 GMT+02:00 2023,46.0899044,11.1156293,292.57,50.13,82.63,null
SMAR,2023-04-04 12:33:40:180 GMT+02:00 2023,46.0899044,11.1156293,291.96,51.13,82.59,null
SMAR,2023-04-04 12:33:40:219 GMT+02:00 2023,46.0899044,11.1156293,291.42,52.15,82.55,null
SMAR,2023-04-04 12:33:40:252 GMT+02:00 2023,46.0899044,11.1156293,291.0,53.11,82.5,null
SMAR,2023-04-04 12:33:40:278 GMT+02:00 2023,46.0899044,11.1156293,290.58,54.05,82.44,null
STON,2023-04-04 12:33:40:285 GMT+02:00 2023,46.08979920666667,11.1155102,0.06514,-176.030869,-3.369646,1
SMAR,2023-04-04 12:33:40:308 GMT+02:00 2023,46.0899044,11.1156293,290.15,54.84,82.37,null
SMAR,2023-04-04 12:33:40:339 GMT+02:00 2023,46.0899044,11.1156273,289.82,55.44,82.29,null
SMAR,2023-04-04 12:33:40:374 GMT+02:00 2023,46.0899044,11.1156273,289.61,55.75,82.22,null
SMAR,2023-04-04 12:33:40:409 GMT+02:00 2023,46.0899044,11.1156273,289.34,55.96,82.13,null
SMAR,2023-04-04 12:33:40:446 GMT+02:00 2023,46.0899044,11.1156273,289.1,56.19,82.07,null
SMAR,2023-04-04 12:33:40:482 GMT+02:00 2023,46.0899044,11.1156273,288.99,56.35,82.01,null
SMAR,2023-04-04 12:33:40:515 GMT+02:00 2023,46.0899044,11.1156273,288.81,56.67,81.93,null
STON,2023-04-04 12:33:40:522 GMT+02:00 2023,46.08979920666667,11.1155102,0.504652,-177.7556,-3.70571,1
SMAR,2023-04-04 12:33:40:552 GMT+02:00 2023,46.0899044,11.1156273,288.7,56.98,81.83,null
SMAR,2023-04-04 12:33:40:579 GMT+02:00 2023,46.0899044,11.1156273,288.67,57.17,81.74,null
SMAR,2023-04-04 12:33:40:617 GMT+02:00 2023,46.0899044,11.1156273,288.61,57.3,81.67,null
SMAR,2023-04-04 12:33:40:647 GMT+02:00 2023,46.0899009,11.1156301,288.55,57.34,81.59,null
SMAR,2023-04-04 12:33:40:682 GMT+02:00 2023,46.0899009,11.1156301,288.45,57.39,81.51,null
SMAR,2023-04-04 12:33:40:718 GMT+02:00 2023,46.0899009,11.1156301,288.37,57.39,81.44,null
SMAR,2023-04-04 12:33:40:749 GMT+02:00 2023,46.0899009,11.1156301,288.32,57.3,81.36,null
SMAR,2023-04-04 12:33:40:788 GMT+02:00 2023,46.0899009,11.1156301,288.42,57.0,81.29,null
SMAR,2023-04-04 12:33:40:816 GMT+02:00 2023,46.0899009,11.1156301,288.53,56.71,81.22,null
SMAR,2023-04-04 12:33:40:852 GMT+02:00 2023,46.0899009,11.1156301,288.71,56.43,81.16,null
STON,2023-04-04 12:33:40:859 GMT+02:00 2023,46.08979920666667,11.1155102,0.782474,-177.922791,-4.09546,1
STON,2023-04-04 12:33:40:864 GMT+02:00 2023,46.08979978333333,11.115510565,0.782474,-177.922791,-4.09546,1
STON,2023-04-04 12:33:40:868 GMT+02:00 2023,46.08979978333333,11.115510565,0.782474,-177.922791,-4.09546,1
SMAR,2023-04-04 12:33:40:882 GMT+02:00 2023,46.0899009,11.1156301,289.04,56.0,81.14,null
SMAR,2023-04-04 12:33:40:915 GMT+02:00 2023,46.0899009,11.1156301,289.47,55.47,81.11,null
STON,2023-04-04 12:33:40:921 GMT+02:00 2023,46.08979978333333,11.115510565,1.008219,-177.130768,-4.540922,1
SMAR,2023-04-04 12:33:40:947 GMT+02:00 2023,46.0899009,11.1156301,289.98,54.85,81.09,null
SMAR,2023-04-04 12:33:40:984 GMT+02:00 2023,46.0899009,11.1156301,290.46,54.28,81.11,null
SMAR,2023-04-04 12:33:41:017 GMT+02:00 2023,46.0899009,11.1156301,290.95,53.69,81.12,null
SMAR,2023-04-04 12:33:41:052 GMT+02:00 2023,46.0899009,11.1156301,291.48,52.99,81.16,null
SMAR,2023-04-04 12:33:41:080 GMT+02:00 2023,46.0899009,11.1156301,292.03,52.22,81.22,null
SMAR,2023-04-04 12:33:41:113 GMT+02:00 2023,46.0899009,11.1156301,292.64,51.39,81.27,null
SMAR,2023-04-04 12:33:41:150 GMT+02:00 2023,46.0898947,11.1156263,293.24,50.44,81.34,null
STON,2023-04-04 12:33:41:158 GMT+02:00 2023,46.08979978333333,11.115510565,0.795103,-176.409317,-4.939102,1
SMAR,2023-04-04 12:33:41:178 GMT+02:00 2023,46.0898947,11.1156263,293.79,49.42,81.42,null
SMAR,2023-04-04 12:33:41:213 GMT+02:00 2023,46.0898947,11.1156263,294.42,48.21,81.49,null
SMAR,2023-04-04 12:33:41:251 GMT+02:00 2023,46.0898947,11.1156263,295.07,46.8,81.59,null
SMAR,2023-04-04 12:33:41:281 GMT+02:00 2023,46.0898947,11.1156263,295.75,45.2,81.73,null
STON,2023-04-04 12:33:41:288 GMT+02:00 2023,46.08979978333333,11.115510565,0.23922,-174.448868,-4.859578,1
SMAR,2023-04-04 12:33:41:312 GMT+02:00 2023,46.0898947,11.1156263,296.32,43.54,81.89,null
SMAR,2023-04-04 12:33:41:351 GMT+02:00 2023,46.0898947,11.1156263,296.87,41.89,82.04,null
SMAR,2023-04-04 12:33:41:386 GMT+02:00 2023,46.0898947,11.1156263,297.21,40.57,82.16,null
SMAR,2023-04-04 12:33:41:425 GMT+02:00 2023,46.0898947,11.1156263,297.64,39.27,82.28,null
SMAR,2023-04-04 12:33:41:456 GMT+02:00 2023,46.0898947,11.1156263,298.08,38.0,82.4,null
SMAR,2023-04-04 12:33:41:481 GMT+02:00 2023,46.0898947,11.1156263,298.57,36.75,82.48,null
SMAR,2023-04-04 12:33:41:524 GMT+02:00 2023,46.0898947,11.1156263,298.98,35.68,82.59,null
SMAR,2023-04-04 12:33:41:551 GMT+02:00 2023,46.0898947,11.1156263,299.26,34.82,82.67,null
STON,2023-04-04 12:33:41:557 GMT+02:00 2023,46.08979978333333,11.115510565,-0.349995,-168.515167,-4.293923,1
SMAR,2023-04-04 12:33:41:581 GMT+02:00 2023,46.0898947,11.1156263,299.61,33.91,82.76,null
SMAR,2023-04-04 12:33:41:615 GMT+02:00 2023,46.0898947,11.1156263,299.93,33.01,82.85,null
SMAR,2023-04-04 12:33:41:649 GMT+02:00 2023,46.0898947,11.1156263,300.12,32.31,82.92,null
SMAR,2023-04-04 12:33:41:680 GMT+02:00 2023,46.0898855,11.1156182,300.75,31.34,83.07,null
