Input,Time,Latitude,Longitude,Pitch,Yaw,Roll,Status
SMAR,2023-04-04 12:37:32:737 GMT+02:00 2023,null,null,277.82,82.17,86.17,null
SMAR,2023-04-04 12:37:32:767 GMT+02:00 2023,null,null,277.29,82.78,86.18,null
SMAR,2023-04-04 12:37:32:798 GMT+02:00 2023,null,null,276.89,83.23,86.21,null
STON,2023-04-04 12:37:32:811 GMT+02:00 2023,46.089800913333335,11.115511186666666,2.262995,135.967789,-0.798935,1
SMAR,2023-04-04 12:37:32:832 GMT+02:00 2023,null,null,277.96,82.15,86.22,null
STON,2023-04-04 12:37:32:853 GMT+02:00 2023,46.089800913333335,11.115511186666666,2.262995,135.967789,-0.798935,1
SMAR,2023-04-04 12:37:32:874 GMT+02:00 2023,null,null,277.45,82.6,86.25,null
SMAR,2023-04-04 12:37:32:904 GMT+02:00 2023,null,null,276.67,83.35,86.28,null
SMAR,2023-04-04 12:37:32:934 GMT+02:00 2023,null,null,276.9,83.12,86.31,null
STON,2023-04-04 12:37:32:938 GMT+02:00 2023,46.089800913333335,11.115511186666666,2.341894,135.466873,-0.70364,1
SMAR,2023-04-04 12:37:32:967 GMT+02:00 2023,null,null,276.4,83.66,86.33,null
SMAR,2023-04-04 12:37:32:998 GMT+02:00 2023,null,null,276.07,84.07,86.35,null
SMAR,2023-04-04 12:37:33:033 GMT+02:00 2023,null,null,0.0,356.62,90.0,null
SMAR,2023-04-04 12:37:33:065 GMT+02:00 2023,null,null,0.0,356.69,90.0,null
STON,2023-04-04 12:37:33:069 GMT+02:00 2023,46.089800913333335,11.115511186666666,2.476087,135.437607,-0.476682,1
SMAR,2023-04-04 12:37:33:102 GMT+02:00 2023,null,null,0.0,356.73,90.0,null
SMAR,2023-04-04 12:37:33:139 GMT+02:00 2023,null,null,0.0,356.72,90.0,null
SMAR,2023-04-04 12:37:33:169 GMT+02:00 2023,null,null,0.0,356.71,90.0,null
SMAR,2023-04-04 12:37:33:209 GMT+02:00 2023,null,null,0.0,356.85,90.0,null
SMAR,2023-04-04 12:37:33:238 GMT+02:00 2023,null,null,0.0,356.96,90.0,null
STON,2023-04-04 12:37:33:261 GMT+02:00 2023,46.089800913333335,11.115511186666666,2.402144,135.3535,-0.306081,1
SMAR,2023-04-04 12:37:33:272 GMT+02:00 2023,null,null,0.0,356.95,90.0,null
SMAR,2023-04-04 12:37:33:303 GMT+02:00 2023,null,null,0.0,356.94,90.0,null
SMAR,2023-04-04 12:37:33:333 GMT+02:00 2023,null,null,0.0,356.94,90.0,null
SMAR,2023-04-04 12:37:33:368 GMT+02:00 2023,null,null,0.0,356.98,90.0,null
SMAR,2023-04-04 12:37:33:400 GMT+02:00 2023,null,null,0.0,357.06,90.0,null
SMAR,2023-04-04 12:37:33:434 GMT+02:00 2023,null,null,0.0,357.2,90.0,null
SMAR,2023-04-04 12:37:33:468 GMT+02:00 2023,null,null,0.0,357.36,90.0,null
SMAR,2023-04-04 12:37:33:502 GMT+02:00 2023,null,null,0.0,357.43,90.0,null
STON,2023-04-04 12:37:33:514 GMT+02:00 2023,46.089800913333335,11.115511186666666,2.280669,135.321136,-0.226892,1
SMAR,2023-04-04 12:37:33:537 GMT+02:00 2023,null,null,0.0,357.36,90.0,null
SMAR,2023-04-04 12:37:33:574 GMT+02:00 2023,null,null,0.0,357.25,90.0,null
SMAR,2023-04-04 12:37:33:603 GMT+02:00 2023,null,null,0.0,357.13,90.0,null
SMAR,2023-04-04 12:37:33:636 GMT+02:00 2023,null,null,0.0,356.97,90.0,null
SMAR,2023-04-04 12:37:33:668 GMT+02:00 2023,null,null,0.0,356.8,90.0,null
SMAR,2023-04-04 12:37:33:704 GMT+02:00 2023,null,null,0.0,356.74,90.0,null
SMAR,2023-04-04 12:37:33:738 GMT+02:00 2023,null,null,0.0,356.77,90.0,null
SMAR,2023-04-04 12:37:33:769 GMT+02:00 2023,null,null,0.0,356.93,90.0,null
SMAR,2023-04-04 12:37:33:807 GMT+02:00 2023,null,null,0.0,357.13,90.0,null
SMAR,2023-04-04 12:37:33:843 GMT+02:00 2023,null,null,0.0,357.38,90.0,null
SMAR,2023-04-04 12:37:33:873 GMT+02:00 2023,null,null,0.0,357.54,90.0,null
SMAR,2023-04-04 12:37:33:905 GMT+02:00 2023,null,null,0.0,357.68,90.0,null
SMAR,2023-04-04 12:37:33:935 GMT+02:00 2023,null,null,0.0,357.78,90.0,null
STON,2023-04-04 12:37:33:949 GMT+02:00 2023,46.089800913333335,11.115511186666666,2.074769,134.665482,-0.387484,1
STON,2023-04-04 12:37:33:953 GMT+02:00 2023,46.08980079166667,11.115511063333333,2.074769,134.665482,-0.387484,1
SMAR,2023-04-04 12:37:33:969 GMT+02:00 2023,null,null,0.0,357.89,90.0,null
STON,2023-04-04 12:37:33:975 GMT+02:00 2023,46.08980079166667,11.115511063333333,2.074769,134.665482,-0.387484,1
STON,2023-04-04 12:37:33:981 GMT+02:00 2023,46.08980079166667,11.115511063333333,1.821826,134.457626,-0.739131,1
SMAR,2023-04-04 12:37:34:001 GMT+02:00 2023,null,null,285.13,76.41,86.36,null
SMAR,2023-04-04 12:37:34:036 GMT+02:00 2023,null,null,285.96,75.75,86.31,null
STON,2023-04-04 12:37:34:059 GMT+02:00 2023,46.08980079166667,11.115511063333333,1.635459,133.272537,-1.083753,1
SMAR,2023-04-04 12:37:34:077 GMT+02:00 2023,null,null,286.52,75.33,86.27,null
SMAR,2023-04-04 12:37:34:110 GMT+02:00 2023,null,null,287.32,74.62,86.24,null
SMAR,2023-04-04 12:37:34:147 GMT+02:00 2023,null,null,288.05,73.96,86.22,null
SMAR,2023-04-04 12:37:34:199 GMT+02:00 2023,null,null,289.01,73.11,86.2,null
SMAR,2023-04-04 12:37:34:216 GMT+02:00 2023,null,null,289.83,72.42,86.16,null
SMAR,2023-04-04 12:37:34:247 GMT+02:00 2023,null,null,290.29,72.04,86.14,null
SMAR,2023-04-04 12:37:34:281 GMT+02:00 2023,null,null,290.7,71.67,86.11,null
STON,2023-04-04 12:37:34:286 GMT+02:00 2023,46.08980079166667,11.115511063333333,1.465548,132.469543,-1.394576,1
SMAR,2023-04-04 12:37:34:313 GMT+02:00 2023,null,null,290.99,71.38,86.09,null
SMAR,2023-04-04 12:37:34:342 GMT+02:00 2023,null,null,291.02,71.36,86.08,null
SMAR,2023-04-04 12:37:34:377 GMT+02:00 2023,null,null,291.0,71.38,86.08,null
SMAR,2023-04-04 12:37:34:415 GMT+02:00 2023,null,null,291.11,71.27,86.08,null
SMAR,2023-04-04 12:37:34:448 GMT+02:00 2023,null,null,291.05,71.33,86.09,null
SMAR,2023-04-04 12:37:34:481 GMT+02:00 2023,null,null,290.96,71.36,86.12,null
SMAR,2023-04-04 12:37:34:513 GMT+02:00 2023,null,null,290.97,71.31,86.16,null
SMAR,2023-04-04 12:37:34:548 GMT+02:00 2023,null,null,290.97,71.24,86.19,null
SMAR,2023-04-04 12:37:34:583 GMT+02:00 2023,null,null,290.98,71.13,86.24,null
SMAR,2023-04-04 12:37:34:614 GMT+02:00 2023,null,null,290.89,71.1,86.3,null
SMAR,2023-04-04 12:37:34:648 GMT+02:00 2023,null,null,290.59,71.31,86.35,null
STON,2023-04-04 12:37:34:657 GMT+02:00 2023,46.08980079166667,11.115511063333333,1.368661,132.620193,-1.421925,1
SMAR,2023-04-04 12:37:34:683 GMT+02:00 2023,null,null,0.0,358.47,90.0,null
SMAR,2023-04-04 12:37:34:714 GMT+02:00 2023,null,null,0.0,358.45,90.0,null
STON,2023-04-04 12:37:34:720 GMT+02:00 2023,46.0898008,11.11551153,1.368661,132.620193,-1.421925,1
STON,2023-04-04 12:37:34:725 GMT+02:00 2023,46.0898008,11.11551153,1.368661,132.620193,-1.421925,1
SMAR,2023-04-04 12:37:34:743 GMT+02:00 2023,null,null,0.0,358.46,90.0,null
SMAR,2023-04-04 12:37:34:775 GMT+02:00 2023,null,null,0.0,358.48,90.0,null
SMAR,2023-04-04 12:37:34:809 GMT+02:00 2023,null,null,0.0,358.45,90.0,null
SMAR,2023-04-04 12:37:34:843 GMT+02:00 2023,null,null,0.0,358.46,90.0,null
SMAR,2023-04-04 12:37:34:878 GMT+02:00 2023,null,null,0.0,358.46,90.0,null
SMAR,2023-04-04 12:37:34:913 GMT+02:00 2023,null,null,0.0,358.48,90.0,null
SMAR,2023-04-04 12:37:34:943 GMT+02:00 2023,null,null,0.0,358.5,90.0,null
SMAR,2023-04-04 12:37:34:972 GMT+02:00 2023,null,null,0.0,358.54,90.0,null
SMAR,2023-04-04 12:37:35:004 GMT+02:00 2023,null,null,0.0,358.65,90.0,null
SMAR,2023-04-04 12:37:35:041 GMT+02:00 2023,null,null,0.0,358.86,90.0,null
SMAR,2023-04-04 12:37:35:077 GMT+02:00 2023,null,null,0.0,358.88,90.0,null
STON,2023-04-04 12:37:35:091 GMT+02:00 2023,46.0898008,11.11551153,1.174789,133.046417,-0.83327,1
SMAR,2023-04-04 12:37:35:110 GMT+02:00 2023,null,null,0.0,359.0,90.0,null
SMAR,2023-04-04 12:37:35:150 GMT+02:00 2023,null,null,0.0,359.14,90.0,null
SMAR,2023-04-04 12:37:35:186 GMT+02:00 2023,null,null,0.0,359.3,90.0,null
SMAR,2023-04-04 12:37:35:214 GMT+02:00 2023,null,null,0.0,359.39,90.0,null
SMAR,2023-04-04 12:37:35:244 GMT+02:00 2023,null,null,0.0,359.35,90.0,null
SMAR,2023-04-04 12:37:35:277 GMT+02:00 2023,null,null,0.0,359.27,90.0,null
SMAR,2023-04-04 12:37:35:315 GMT+02:00 2023,null,null,0.0,359.19,90.0,null
SMAR,2023-04-04 12:37:35:349 GMT+02:00 2023,null,null,0.0,359.1,90.0,null
STON,2023-04-04 12:37:35:356 GMT+02:00 2023,46.0898008,11.11551153,1.134834,132.654892,-0.490663,1
SMAR,2023-04-04 12:37:35:380 GMT+02:00 2023,null,null,0.0,359.17,90.0,null
SMAR,2023-04-04 12:37:35:413 GMT+02:00 2023,null,null,0.0,359.3,90.0,null
SMAR,2023-04-04 12:37:35:445 GMT+02:00 2023,null,null,0.0,359.45,90.0,null
SMAR,2023-04-04 12:37:35:481 GMT+02:00 2023,null,null,0.0,359.56,90.0,null
SMAR,2023-04-04 12:37:35:517 GMT+02:00 2023,null,null,0.0,359.6,90.0,null
STON,2023-04-04 12:37:35:525 GMT+02:00 2023,46.0898008,11.11551153,1.113534,133.045471,-0.133546,1
SMAR,2023-04-04 12:37:35:549 GMT+02:00 2023,null,null,0.0,359.57,90.0,null
SMAR,2023-04-04 12:37:35:580 GMT+02:00 2023,null,null,0.0,359.5,90.0,null
SMAR,2023-04-04 12:37:35:621 GMT+02:00 2023,null,null,0.0,359.52,90.0,null
SMAR,2023-04-04 12:37:35:649 GMT+02:00 2023,null,null,0.0,359.59,90.0,null
SMAR,2023-04-04 12:37:35:689 GMT+02:00 2023,null,null,0.0,359.71,90.0,null
SMAR,2023-04-04 12:37:35:716 GMT+02:00 2023,null,null,0.0,0.06,90.0,null
STON,2023-04-04 12:37:35:725 GMT+02:00 2023,46.0898008,11.11551153,1.160095,132.584595,-0.174417,1
STON,2023-04-04 12:37:35:731 GMT+02:00 2023,46.08980055666667,11.11551118,1.160095,132.584595,-0.174417,1
SMAR,2023-04-04 12:37:35:746 GMT+02:00 2023,null,null,0.0,0.43,90.0,null
STON,2023-04-04 12:37:35:757 GMT+02:00 2023,46.08980055666667,11.11551118,1.160095,132.584595,-0.174417,1
SMAR,2023-04-04 12:37:35:777 GMT+02:00 2023,46.0898638,11.1155626,0.0,0.85,90.0,null
SMAR,2023-04-04 12:37:35:811 GMT+02:00 2023,46.0898638,11.1155626,0.0,1.24,90.0,null
SMAR,2023-04-04 12:37:35:848 GMT+02:00 2023,46.0898638,11.1155626,0.0,1.52,90.0,null
SMAR,2023-04-04 12:37:35:887 GMT+02:00 2023,46.0898638,11.1155626,0.0,1.72,90.0,null
SMAR,2023-04-04 12:37:35:920 GMT+02:00 2023,46.0898638,11.1155626,0.0,1.79,90.0,null
SMAR,2023-04-04 12:37:35:948 GMT+02:00 2023,46.0898638,11.1155626,0.0,1.71,90.0,null
STON,2023-04-04 12:37:35:952 GMT+02:00 2023,46.08980055666667,11.11551118,1.212717,130.167618,-0.457716,1
SMAR,2023-04-04 12:37:35:978 GMT+02:00 2023,46.0898638,11.1155626,0.0,1.48,90.0,null
SMAR,2023-04-04 12:37:36:012 GMT+02:00 2023,46.0898638,11.1155626,0.0,1.33,90.0,null
SMAR,2023-04-04 12:37:36:055 GMT+02:00 2023,46.0898638,11.1155626,0.0,1.4,90.0,null
SMAR,2023-04-04 12:37:36:086 GMT+02:00 2023,46.0898638,11.1155626,283.84,81.52,86.33,null
SMAR,2023-04-04 12:37:36:119 GMT+02:00 2023,46.0898638,11.1155626,286.15,80.03,86.16,null
STON,2023-04-04 12:37:36:122 GMT+02:00 2023,46.08980055666667,11.11551118,1.420164,129.176147,-1.177592,1
SMAR,2023-04-04 12:37:36:150 GMT+02:00 2023,46.0898638,11.1155626,287.03,79.97,86.01,null
SMAR,2023-04-04 12:37:36:180 GMT+02:00 2023,46.0898638,11.1155626,286.67,81.12,85.89,null
SMAR,2023-04-04 12:37:36:215 GMT+02:00 2023,46.0898686,11.1155606,286.76,81.91,85.81,null
SMAR,2023-04-04 12:37:36:243 GMT+02:00 2023,46.0898686,11.1155606,287.36,82.08,85.68,null
SMAR,2023-04-04 12:37:36:280 GMT+02:00 2023,46.0898686,11.1155606,287.73,82.23,85.49,null
SMAR,2023-04-04 12:37:36:313 GMT+02:00 2023,46.0898686,11.1155606,287.82,82.32,85.36,null
STON,2023-04-04 12:37:36:319 GMT+02:00 2023,46.08980055666667,11.11551118,1.654648,125.602852,-1.884415,1
SMAR,2023-04-04 12:37:36:349 GMT+02:00 2023,46.0898686,11.1155606,287.55,82.53,85.26,null
SMAR,2023-04-04 12:37:36:382 GMT+02:00 2023,46.0898686,11.1155606,287.34,82.66,85.17,null
SMAR,2023-04-04 12:37:36:421 GMT+02:00 2023,46.0898686,11.1155606,287.32,82.64,85.08,null
SMAR,2023-04-04 12:37:36:451 GMT+02:00 2023,46.0898686,11.1155606,286.56,83.32,84.95,null
SMAR,2023-04-04 12:37:36:485 GMT+02:00 2023,46.0898686,11.1155606,286.54,83.19,84.91,null
SMAR,2023-04-04 12:37:36:517 GMT+02:00 2023,46.0898686,11.1155606,286.75,82.82,84.88,null
SMAR,2023-04-04 12:37:36:548 GMT+02:00 2023,46.0898686,11.1155606,288.05,81.45,84.83,null
STON,2023-04-04 12:37:36:555 GMT+02:00 2023,46.08980055666667,11.11551118,2.006511,123.838394,-2.473251,1
SMAR,2023-04-04 12:37:36:577 GMT+02:00 2023,46.0898686,11.1155606,289.05,80.42,84.79,null
SMAR,2023-04-04 12:37:36:613 GMT+02:00 2023,46.0898686,11.1155606,289.59,79.88,84.81,null
SMAR,2023-04-04 12:37:36:652 GMT+02:00 2023,46.0898686,11.1155606,290.48,79.1,84.82,null
SMAR,2023-04-04 12:37:36:681 GMT+02:00 2023,46.0898686,11.1155606,291.53,78.24,84.87,null
STON,2023-04-04 12:37:36:688 GMT+02:00 2023,46.08980055666667,11.11551118,2.095543,124.12072,-2.796375,1
STON,2023-04-04 12:37:36:690 GMT+02:00 2023,46.08980121,11.115511625,2.095543,124.12072,-2.796375,1
SMAR,2023-04-04 12:37:36:711 GMT+02:00 2023,46.0898686,11.1155606,292.47,77.51,84.95,null
STON,2023-04-04 12:37:36:720 GMT+02:00 2023,46.08980121,11.115511625,2.095543,124.12072,-2.796375,1
SMAR,2023-04-04 12:37:36:745 GMT+02:00 2023,46.0898686,11.1155606,293.32,76.87,85.04,null
SMAR,2023-04-04 12:37:36:780 GMT+02:00 2023,46.0898686,11.1155606,294.07,76.38,85.13,null
SMAR,2023-04-04 12:37:36:819 GMT+02:00 2023,46.0898686,11.1155606,295.06,75.69,85.18,null
SMAR,2023-04-04 12:37:36:850 GMT+02:00 2023,46.0898686,11.1155606,295.69,75.4,85.17,null
SMAR,2023-04-04 12:37:36:882 GMT+02:00 2023,46.0898686,11.1155606,296.33,74.99,85.16,null
SMAR,2023-04-04 12:37:36:914 GMT+02:00 2023,46.0898686,11.1155606,296.89,74.49,85.16,null
SMAR,2023-04-04 12:37:36:950 GMT+02:00 2023,46.0898686,11.1155606,297.36,73.92,85.19,null
SMAR,2023-04-04 12:37:36:984 GMT+02:00 2023,46.0898686,11.1155606,297.67,73.48,85.19,null
SMAR,2023-04-04 12:37:37:014 GMT+02:00 2023,46.0898686,11.1155606,297.81,73.27,85.2,null
SMAR,2023-04-04 12:37:37:054 GMT+02:00 2023,46.0898686,11.1155606,297.66,73.43,85.21,null
SMAR,2023-04-04 12:37:37:086 GMT+02:00 2023,46.0898686,11.1155606,297.4,73.75,85.22,null
STON,2023-04-04 12:37:37:092 GMT+02:00 2023,46.08980121,11.115511625,1.218399,122.15477,-2.665253,1
SMAR,2023-04-04 12:37:37:113 GMT+02:00 2023,46.0898686,11.1155606,297.23,73.96,85.2,null
SMAR,2023-04-04 12:37:37:146 GMT+02:00 2023,46.0898734,11.1155603,296.98,74.23,85.15,null
SMAR,2023-04-04 12:37:37:178 GMT+02:00 2023,46.0898734,11.1155603,296.61,74.64,85.14,null
SMAR,2023-04-04 12:37:37:214 GMT+02:00 2023,46.0898734,11.1155603,296.09,75.13,85.13,null
SMAR,2023-04-04 12:37:37:250 GMT+02:00 2023,46.0898734,11.1155603,295.65,75.51,85.09,null
SMAR,2023-04-04 12:37:37:284 GMT+02:00 2023,46.0898734,11.1155603,295.18,75.91,85.07,null
SMAR,2023-04-04 12:37:37:326 GMT+02:00 2023,46.0898734,11.1155603,294.8,76.28,85.06,null
SMAR,2023-04-04 12:37:37:360 GMT+02:00 2023,46.0898734,11.1155603,294.52,76.58,85.04,null
STON,2023-04-04 12:37:37:364 GMT+02:00 2023,46.08980121,11.115511625,1.231369,121.726067,-2.662719,1
SMAR,2023-04-04 12:37:37:390 GMT+02:00 2023,46.0898734,11.1155603,294.34,76.76,85.03,null
SMAR,2023-04-04 12:37:37:418 GMT+02:00 2023,46.0898734,11.1155603,294.13,76.94,85.04,null
SMAR,2023-04-04 12:37:37:452 GMT+02:00 2023,46.0898734,11.1155603,294.0,77.05,85.05,null
SMAR,2023-04-04 12:37:37:491 GMT+02:00 2023,46.0898734,11.1155603,293.85,77.14,85.05,null
STON,2023-04-04 12:37:37:496 GMT+02:00 2023,46.08980121,11.115511625,1.479655,121.734192,-2.689492,1
SMAR,2023-04-04 12:37:37:522 GMT+02:00 2023,46.0898734,11.1155603,293.73,77.13,85.05,null
SMAR,2023-04-04 12:37:37:554 GMT+02:00 2023,46.0898734,11.1155603,293.42,77.32,85.05,null
SMAR,2023-04-04 12:37:37:591 GMT+02:00 2023,46.0898734,11.1155603,293.1,77.57,85.07,null
SMAR,2023-04-04 12:37:37:618 GMT+02:00 2023,46.0898734,11.1155603,292.78,77.83,85.09,null
SMAR,2023-04-04 12:37:37:649 GMT+02:00 2023,46.0898734,11.1155603,292.92,77.57,85.07,null
SMAR,2023-04-04 12:37:37:683 GMT+02:00 2023,46.08988,11.1155653,292.64,77.71,85.09,null
SMAR,2023-04-04 12:37:37:713 GMT+02:00 2023,46.08988,11.1155653,292.41,77.8,85.1,null
STON,2023-04-04 12:37:37:721 GMT+02:00 2023,46.08980121,11.115511625,1.527317,121.880745,-2.520519,1
SMAR,2023-04-04 12:37:37:746 GMT+02:00 2023,46.08988,11.1155653,292.23,77.85,85.1,null
SMAR,2023-04-04 12:37:37:799 GMT+02:00 2023,46.08988,11.1155653,292.14,77.86,85.11,null
SMAR,2023-04-04 12:37:37:826 GMT+02:00 2023,46.08988,11.1155653,292.01,77.91,85.14,null
STON,2023-04-04 12:37:37:830 GMT+02:00 2023,46.08980105333333,11.115511686666666,1.527317,121.880745,-2.520519,1
STON,2023-04-04 12:37:37:833 GMT+02:00 2023,46.08980105333333,11.115511686666666,1.527317,121.880745,-2.520519,1
SMAR,2023-04-04 12:37:37:868 GMT+02:00 2023,46.08988,11.1155653,291.91,77.91,85.17,null
SMAR,2023-04-04 12:37:37:891 GMT+02:00 2023,46.08988,11.1155653,291.73,78.02,85.2,null
STON,2023-04-04 12:37:37:899 GMT+02:00 2023,46.08980105333333,11.115511686666666,1.622445,122.476814,-2.43308,1
SMAR,2023-04-04 12:37:37:924 GMT+02:00 2023,46.08988,11.1155653,291.44,78.23,85.23,null
SMAR,2023-04-04 12:37:37:955 GMT+02:00 2023,46.08988,11.1155653,291.02,78.54,85.28,null
SMAR,2023-04-04 12:37:37:985 GMT+02:00 2023,46.08988,11.1155653,290.71,78.73,85.31,null
SMAR,2023-04-04 12:37:38:014 GMT+02:00 2023,46.08988,11.1155653,290.36,78.98,85.34,null
SMAR,2023-04-04 12:37:38:050 GMT+02:00 2023,46.08988,11.1155653,289.92,79.3,85.35,null
SMAR,2023-04-04 12:37:38:086 GMT+02:00 2023,46.08988,11.1155653,289.53,79.55,85.38,null
STON,2023-04-04 12:37:38:096 GMT+02:00 2023,46.08980105333333,11.115511686666666,1.596501,122.904472,-2.191722,1
SMAR,2023-04-04 12:37:38:115 GMT+02:00 2023,46.08988,11.1155653,289.15,79.87,85.42,null
SMAR,2023-04-04 12:37:38:151 GMT+02:00 2023,46.08988,11.1155653,288.82,80.17,85.45,null
SMAR,2023-04-04 12:37:38:191 GMT+02:00 2023,46.0898877,11.1155682,288.5,80.43,85.48,null
SMAR,2023-04-04 12:37:38:222 GMT+02:00 2023,46.0898877,11.1155682,288.09,80.69,85.52,null
SMAR,2023-04-04 12:37:38:257 GMT+02:00 2023,46.0898877,11.1155682,287.59,80.98,85.56,null
SMAR,2023-04-04 12:37:38:285 GMT+02:00 2023,46.0898877,11.1155682,287.42,80.92,85.6,null
SMAR,2023-04-04 12:37:38:317 GMT+02:00 2023,46.0898877,11.1155682,287.84,80.38,85.62,null
STON,2023-04-04 12:37:38:326 GMT+02:00 2023,46.08980105333333,11.115511686666666,1.716706,123.477219,-2.024546,1
SMAR,2023-04-04 12:37:38:350 GMT+02:00 2023,46.0898877,11.1155682,287.49,80.7,85.65,null
SMAR,2023-04-04 12:37:38:385 GMT+02:00 2023,46.0898877,11.1155682,287.16,80.98,85.68,null
SMAR,2023-04-04 12:37:38:425 GMT+02:00 2023,46.0898877,11.1155682,286.91,81.1,85.74,null
SMAR,2023-04-04 12:37:38:459 GMT+02:00 2023,46.0898877,11.1155682,286.58,81.22,85.77,null
SMAR,2023-04-04 12:37:38:490 GMT+02:00 2023,46.0898877,11.1155682,286.37,81.28,85.81,null
SMAR,2023-04-04 12:37:38:520 GMT+02:00 2023,46.0898877,11.1155682,286.59,81.0,85.83,null
